P37646	PF00563
P62998	PF00071
P62999	PF00071
Q9Y3B6	PF03665
Q9UYX8	PF00705
Q9VLF5	PF00089
Q5VUJ5	PF01412
Q6AI39	PF15249
Q0PC79	PF03641
Q5VUJ6	PF13855
Q1DF44	PF00512
Q92963	PF00071
Q0PC73	PF01052
Q0PC72	PF04545
Q9PJ84	PF00117
B7UGF2	PF10979
Q92968	PF14604
Q0PC75	PF03412
A0A1F4	PF02210
Q99954	PF15621
P32085	PF00352
Q9BSA9	PF06736
Q641I5	PF04810
P32082	PF02793
Q99952	PF00102
Q9LJQ3	PF14368
Q9VY72	PF00651
Q9BSA0	PF15345
Q7CI92	PF12697
Q99959	PF00514
Q99958	PF00250
Q9BSA4	PF04906
Q9UI36	PF02437
Q9UI33	PF06512
Q9UI32	PF04960
Q04120	PF00578
Q9UI30	PF03966
O09528	PF00558
Q6NRB0	PF05622
Q79RC1	PF00408
I3L3J2	PF02023
Q79RC4	PF16363
Q9UI38	PF00089
Q9VPH6	PF00282
Q7L5D6	PF04190
P0CD89	PF00230
P62669	PF00380
Q7TQ95	PF10058
Q9Y3B4	PF00076
P62662	PF00318
P0A884	PF00303
P0A887	PF01209
P84025	PF03166
P0A881	PF01371
P62667	PF00177
P62664	PF01479
P29018	PF00005
Q0VE82	PF07002
Q8IPS6	PF00690
O25082	PF07683
Q9BYC9	PF00453
Q2EES0	PF13132
Q2EES3	PF10662
P25304	PF01390
P60293	PF17192
Q03755	PF00100
Q5JHV9	PF13247
P30655	PF00227
Q7YQC6	PF00012
Q9NRU3	PF01595
O14526	PF10291
Q1ECJ7	PF04062
Q8IJP9	PF00569
Q9BYC2	PF01144
O83938	PF01409
Q9LW26	PF03982
Q9W2L7	PF07885
Q9W2L6	PF03009
P83954	PF00569
Q9QZA2	PF03097
Q9W2L9	PF07885
O83931	PF16576
O43114	PF14630
O83937	PF03239
Q1PLI0	PF01580
Q9VD17	PF16027
Q5VVH5	PF04402
Q9H3U7	PF00086
P49184	PF03372
Q9H3U1	PF11701
P49186	PF00069
P49187	PF00069
Q5BKU8	PF00435
P49189	PF00171
O14786	PF00629
Q8CZX0	PF03613
Q8RX66	PF00069
Q5NHB4	PF00171
Q8CDJ3	PF10186
Q8CDJ8	PF00928
Q8BML9	PF04557
P68590	PF09025
Q0E993	PF00133
Q10DN0	PF03953
Q9NUQ8	PF12848
Q9NUQ9	PF07159
Q9CZE3	PF00071
O35002	PF01471
Q9NUQ6	PF07139
Q9NUQ7	PF07910
Q2M3L1	PF00520
Q9NUQ2	PF01553
Q9NUQ3	PF09728
Q9QY24	PF02295
Q0P9X8	PF00497
Q0P9X9	PF00528
Q0P9X4	PF02502
Q0P9X6	PF03705
Q62902	PF03388
P37592	PF00267
Q9V447	PF03661
Q9V444	PF00808
P49459	PF00179
Q6PDV7	PF00252
P72759	PF03319
D4A1D8	PF02077
P49452	PF15622
Q09442	PF00076
P49450	PF00125
P72754	PF01145
Q43832	PF00101
P49454	PF10481
P32961	PF00795
Q86Y82	PF14523
Q9LTR2	PF02470
Q8IZI9	PF15177
Q7CL40	PF12833
Q9WVI9	PF14604
Q6PDV8	PF01776
Q9WVI4	PF07701
Q7CL49	PF00005
Q7CL48	PF13407
B0CM00	PF07679
P75906	PF01522
P75905	PF00535
Q9LV11	PF00690
C8XKY2	PF00604
P23755	PF02788
Q9W1N9	PF06757
Q9W1B9	PF03946
P23883	PF00171
P75908	PF17158
A6NIJ9	PF13853
Q81RU2	PF00005
Q91Z31	PF00076
Q8RVL2	PF00648
B8PZP6	PF13008
Q91Z38	PF13181
Q8GT06	PF02732
Q8WR08	PF05454
P46984	PF08738
Q13416	PF04084
Q6EUP4	PF00244
Q0PBU1	PF05496
Q13415	PF09079
Q0PBE8	PF03653
Q0PBE9	PF01252
Q13410	PF07686
Q641G4	PF06278
Q0PBE5	PF02321
Q0PBE7	PF04055
Q0P926	PF13411
Q0PBE1	PF11614
Q13418	PF07714
Q5NIL8	PF00575
P11171	PF04382
P11172	PF00156
P63213	PF00631
H7BZJ3	PF00085
P63215	PF00631
P63216	PF00631
P11177	PF02780
P63218	PF00631
Q5NBX1	PF02205
O16313	PF00754
P20963	PF11628
P67870	PF01214
P20961	PF00079
P20967	PF02779
P20966	PF02302
Q3UH93	PF01833
Q72CD7	PF13742
Q91ZV3	PF03815
Q0P8J5	PF08241
Q0P8J4	PF08241
Q0P8J3	PF11186
Q0P8J2	PF11186
Q0P8J1	PF00483
Q72EG8	PF02470
Q9VY99	PF00246
P67873	PF01214
P77228	PF00083
Q24294	PF00069
Q91YD9	PF02205
Q91YD6	PF02209
P67874	PF01214
P23763	PF00957
Q9VY93	PF00596
P25300	PF00617
P25301	PF08423
P25302	PF04383
P25303	PF00684
Q9W503	PF00650
Q9SJ66	PF08472
Q9SJ61	PF00069
Q9VCY8	PF03006
Q9SJ62	PF06886
Q9VCY6	PF01151
Q9VCY7	PF01151
Q9LHH7	PF02882
P0DKJ7	PF09733
Q9VCY3	PF13012
Q86S28	PF01448
Q9VCY1	PF00076
Q80XC2	PF08704
Q4A1L4	PF15285
O35740	PF04487
Q6LYS4	PF09754
Q9HA64	PF03881
M0R660	PF00044
O35744	PF00704
Q39TV8	PF02730
Q9SFV2	PF00498
O25899	PF03544
Q811S7	PF04516
Q3UKU1	PF07303
A6NHX0	PF13840
P06633	PF00475
Q5JE61	PF01558
O83052	PF12683
Q13349	PF00092
P55327	PF04201
P55326	PF04201
Q2HRC8	PF04797
Q9NA84	PF04435
Q9SMM9	PF07859
Q9ZVX5	PF13812
Q9SMM5	PF03083
E9PUA5	PF00225
O66465	PF10555
P63142	PF00520
A0JMY9	PF00651
Q8VZI7	PF11976
P21981	PF00868
Q10E42	PF00641
P63144	PF00248
Q9PNN7	PF08245
Q9NV12	PF14985
Q9VWK5	PF02902
P31040	PF02910
Q9VWK7	PF10269
Q9ZVX2	PF00010
P31044	PF01161
P18440	PF00797
Q9P7D7	PF00501
Q9CXK8	PF03657
Q6PF69	PF01505
P63147	PF00179
Q5U110	PF03166
Q9P7D2	PF12697
Q08787	PF00975
Q9VDY1	PF00176
Q9ZAH3	PF01250
Q6ZVM7	PF00790
Q9VDY6	PF15328
Q9VC54	PF09750
B5BTY4	PF00271
Q9UQ53	PF04666
Q0P8A8	PF13247
Q8SXD4	PF00240
Q9VWJ9	PF10294
P20351	PF03301
Q86XL3	PF03020
P20352	PF01108
P18910	PF07714
Q86UD3	PF12906
P15801	PF00476
Q86UD1	PF14941
P74751	PF06421
O14299	PF00069
P74753	PF01075
Q86UD5	PF00999
Q8N9I0	PF00168
Q3KSN9	PF00747
B7ZSK3	PF08687
Q9XU98	PF02140
Q2HRC7	PF00489
Q7X9H9	PF00319
Q5R1S9	PF00400
P70997	PF00905
Q9VX48	PF00621
Q8W0Z7	PF01063
Q6PBM7	PF16046
F4JI72	PF00046
P25873	PF00828
Q96CV9	PF11577
B3KXU8	PF12287
Q8GRN0	PF04570
P25874	PF00153
Q86BE9	PF10251
P74287	PF01070
P74286	PF13607
P74285	PF00483
Q96IV0	PF01841
P56672	PF00046
Q969N4	PF00001
P0C7L2	PF00108
P09210	PF02798
P09211	PF02798
Q960V6	PF11409
Q80YR5	PF02037
P09215	PF00433
P09216	PF00433
P09217	PF00433
Q9Y6X5	PF01663
P0CL81	PF05831
Q3V8F5	PF01312
O14290	PF05529
Q9SVM8	PF00076
Q9Y6X3	PF10345
Q9Y6X2	PF02891
Q8VYA1	PF05028
Q80Z24	PF07679
Q8VYA3	PF08488
Q8VYA5	PF00098
Q9Y6X8	PF00046
Q8T8N8	PF00378
O88379	PF15613
Q9W3F4	PF00907
O42480	PF03810
Q9M8T0	PF00069
Q8S950	PF00225
O18134	PF07735
Q9W3F5	PF16065
O88370	PF01504
Q9W3F6	PF03051
O88377	PF01504
P28166	PF00046
Q9U238	PF05404
O36033	PF13181
Q9VNS0	PF13017
Q9VNS2	PF01412
Q9PIR0	PF01765
Q9UKW4	PF07653
Q9UKW6	PF02198
O44608	PF02737
D3Z8N2	PF00097
Q09190	PF00383
Q80U95	PF00632
P35346	PF00001
Q61909	PF01753
P35340	PF13192
Q6PJG9	PF13855
Q86TJ5	PF01352
Q61907	PF04191
P35349	PF07562
P35348	PF00001
Q8UZ11	PF03586
Q86TJ2	PF00249
Q9LXG1	PF01479
Q5JJ28	PF01128
Q7ZVM3	PF03144
Q1CYI6	PF00486
Q9VUR5	PF00620
Q1CYI5	PF00512
Q8IH56	PF04389
Q9FNK0	PF07723
Q09990	PF00400
P75488	PF01420
P0AF90	PF06877
P25559	PF09724
Q09996	PF00133
Q25AR8	PF00735
Q5JTV8	PF05609
Q96FZ2	PF02586
P75480	PF01648
Q9CPV0	PF14995
C9JA69	PF00505
P75484	PF01252
P75485	PF01479
Q8SZ19	PF00004
Q81UH3	PF01170
Q81SR4	PF06908
O64733	PF00201
Q9GRZ0	PF03271
Q81SR0	PF13307
Q9VUV9	PF02889
Q8SZ13	PF07776
Q8SZ15	PF01926
P30658	PF00385
P23325	PF07906
P23327	PF10529
P23321	PF01716
Q9C093	PF06294
Q5T7N2	PF17490
O83576	PF04311
P46095	PF00001
Q70VB1	PF07562
P30838	PF00171
Q9VY76	PF00962
Q12232	PF07738
P75157	PF00938
P27431	PF08007
Q7CKA9	PF13407
P75153	PF00938
Q5XI86	PF01981
P30835	PF00365
Q7CKA1	PF02653
P30837	PF00171
O49404	PF05687
Q8WU67	PF00561
Q09668	PF01776
Q09669	PF00465
P76594	PF13607
O49403	PF00447
Q2YDW2	PF14881
Q60613	PF00001
Q18000	PF10192
Q9FFA5	PF03766
Q09665	PF13499
Q9VKW5	PF02897
Q3B8P9	PF14604
Q9H267	PF00995
O25663	PF13180
Q9CR78	PF13873
Q8VHR0	PF08266
Q5W0W2	PF12796
Q8VHR5	PF16563
Q9H269	PF04841
Q9LDB4	PF00234
Q8D053	PF02470
Q9TY08	PF05739
Q8NET1	PF13841
Q8NET6	PF03567
Q8D050	PF00155
O42766	PF00244
P06302	PF03247
P85834	PF03143
Q8NET8	PF00520
Q922G2	PF16046
Q8KLM3	PF00685
Q5FWN6	PF00566
Q9XZC2	PF00292
O42486	PF00514
Q5M4H8	PF00854
Q6TG07	PF08645
Q9YWN5	PF08978
Q6IMX8	PF04775
Q9FIG9	PF13355
Q4U4S6	PF08043
Q9SJI8	PF08523
Q2VPU4	PF00010
Q9VBV1	PF06585
Q6IMX7	PF08609
Q8CKN0	PF05973
Q3UMB9	PF14745
Q9LJI5	PF01992
P38507	PF04650
Q08048	PF00089
Q62764	PF00313
Q62765	PF00135
O45583	PF16363
P78019	PF03449
Q62760	PF02064
Q62761	PF00069
Q8L7E2	PF02704
Q62763	PF00069
Q12889	PF00704
Q7CJM5	PF13360
Q62768	PF10540
Q8CKN3	PF11340
Q81N42	PF04073
Q6XIM8	PF00410
Q8N3J6	PF07686
P22057	PF00061
Q8N3J5	PF00481
Q8N3J3	PF15072
A4IFX5	PF00076
Q9SSS7	PF00400
P02722	PF00153
P22059	PF00169
Q1T7B7	PF13096
Q9LSB1	PF01501
Q5K651	PF07647
Q3BYK6	PF01312
P26746	PF11650
Q3BYK0	PF02874
Q3BYK1	PF02108
Q19293	PF10225
Q9PIR8	PF00696
Q8CZY0	PF01568
A1Z871	PF14604
Q3BYK8	PF09483
Q6XIM7	PF01781
P36064	PF08583
Q5TCH4	PF00067
A0A0U5	PF00282
P36060	PF00175
P36062	PF01490
P78016	PF01751
D4AEP3	PF14944
P36069	PF00300
P36068	PF11435
Q81UL0	PF00269
Q91857	PF07571
P38931	PF06333
P38930	PF01214
P38932	PF00995
P38935	PF01428
P29621	PF00079
P38937	PF08559
P38936	PF02234
Q7K0L7	PF00153
P38938	PF00069
P0AAJ8	PF13247
Q9CR75	PF12191
O77469	PF07645
Q9DAP7	PF04729
Q09781	PF01015
Q9Z1G4	PF01496
P07305	PF00538
P07306	PF03954
P07307	PF03954
P07308	PF00487
Q1T7B9	PF11111
Q7JV23	PF02786
P80643	PF00550
Q9VU02	PF01423
Q8VT82	PF07229
P04969	PF00411
P04968	PF00585
Q55941	PF00512
A0R561	PF02559
O74135	PF00069
Q5FWN5	PF00855
Q9VU08	PF16910
P04961	PF00705
Q9D720	PF08746
P94844	PF01113
Q84P59	PF00342
Q49A26	PF00855
O70496	PF00654
F8WCF6	PF05856
O70493	PF00787
O70492	PF00787
O25123	PF13020
O25122	PF06421
Q9HC98	PF00069
Q9R038	PF07686
P96716	PF13614
Q6NRP6	PF00627
Q93W92	PF01300
P57730	PF00619
Q53Y97	PF00303
Q9HC96	PF00648
Q7X7A9	PF07734
Q63416	PF00092
Q9D892	PF01725
Q63413	PF00271
Q9VBF5	PF00274
Q12030	PF03540
Q8N108	PF00249
Q22973	PF13023
Q9D898	PF04699
O02161	PF04280
Q9U5E0	PF16124
Q9UI09	PF05071
Q96A37	PF05605
Q9UJY4	PF00790
Q96A35	PF17136
Q96A32	PF13405
Q96A33	PF07946
Q9UJY1	PF00011
Q52WX2	PF00069
Q7K3Z8	PF00151
Q9LZ61	PF00319
Q7K3Z6	PF00618
Q9TVL3	PF00069
O70143	PF00017
Q8R480	PF07575
O70145	PF13181
Q96AY2	PF02732
Q21774	PF00206
O70146	PF07714
Q29549	PF01093
Q9EPX4	PF00001
Q14765	PF02865
Q9EQU3	PF01582
Q8N103	PF00620
Q9NUL7	PF00271
Q9NUL6	PF01369
Q9NUL5	PF15135
Q9NUL3	PF16482
B6SEH8	PF00429
O95857	PF00335
O74790	PF00085
O74791	PF01926
O74792	PF08624
O74793	PF03061
P34559	PF00378
O74796	PF05460
O74797	PF05907
O74798	PF00339
D0RAZ3	PF00556
D4A9L2	PF00076
Q3U8K7	PF00856
Q9PIM2	PF07977
D0RAZ2	PF00556
Q9LK50	PF00005
Q9VRE2	PF04831
J9VZ23	PF00076
Q9LK57	PF13041
O76725	PF00450
B0V2N5	PF00191
Q9LNI5	PF00249
Q9N5S8	PF01553
Q3KK32	PF06035
A1Z8Z9	PF13193
O95859	PF00335
P73364	PF00072
Q94F87	PF00385
P38207	PF06839
P38206	PF04506
P38205	PF01189
P38204	PF05234
P38203	PF01423
P38202	PF10338
A4GXA9	PF02732
P38200	PF17077
Q14767	PF00683
Q9VTG7	PF03360
O14369	PF00076
O14368	PF00011
B1AR13	PF09360
P30052	PF01285
O60840	PF00520
O14361	PF00800
O14360	PF04410
O14367	PF09729
Q502X0	PF02493
O14364	PF01694
Q9UMY1	PF08157
P56149	PF00206
O74869	PF03824
Q9UMY4	PF00787
Q54RP0	PF00400
Q9PM71	PF01503
O74862	PF04900
O74863	PF00400
O74860	PF08543
Q8WUM9	PF01384
Q9I7I7	PF02146
A8R7E6	PF07714
O74864	PF00466
Q8D1F7	PF02342
Q9VF17	PF07714
Q50966	PF00005
Q9VF15	PF00042
Q9VF14	PF09412
Q9VF13	PF15964
Q9VF12	PF15964
Q0PBX9	PF13442
Q9VF10	PF13516
Q9VTG0	PF01384
Q0PBX3	PF01040
Q9PM75	PF00117
O77797	PF10522
Q9PM76	PF08645
Q6P8Y7	PF00787
Q9VAA9	PF00855
O42649	PF02463
Q49AM7	PF00089
P37653	PF07238
Q9NVZ3	PF07933
O17680	PF00438
P21184	PF00669
Q9PM78	PF08029
Q8ZFR1	PF02146
Q8ZFR0	PF01546
Q8WUM0	PF03177
Q9VDC2	PF00293
Q38906	PF04548
Q61824	PF01421
Q8CGD9	PF00689
Q9Z0N9	PF01749
Q81LC3	PF02566
P30015	PF00271
Q65ZG0	PF05702
Q96662	PF00998
Q7L0Y3	PF01746
Q3UWW6	PF02187
Q97RB5	PF17283
Q81LC0	PF05362
Q7CGN1	PF00873
P18963	PF00616
Q72AT3	PF03721
Q9VPH1	PF01582
A0AQH0	PF00227
Q09500	PF04193
Q8TF61	PF12937
Q8IK90	PF10584
Q940T0	PF04788
O08467	PF03951
Q9IBY5	PF02725
Q4V6L4	PF04083
O08863	PF00619
Q9VW24	PF07714
Q9NFU0	PF00013
P85970	PF04045
Q8TF65	PF00595
Q8CFE3	PF00249
B5DFC8	PF01399
Q9ES67	PF00621
Q9ES64	PF00595
P59942	PF15707
Q9W3V5	PF00001
Q0V7S0	PF08268
Q8BLR7	PF00071
Q8MLR1	PF00233
Q0PAV4	PF03796
Q8CI15	PF00781
P37235	PF13833
Q9N3W2	PF00059
Q99569	PF00514
O16922	PF00201
P37234	PF00105
Q9S814	PF01566
P54147	PF00909
Q8D0X0	PF12468
Q9S818	PF14226
Q86X40	PF13855
P60292	PF01194
Q8TF09	PF03259
K4DI93	PF10557
Q9VT69	PF09788
P37230	PF00105
O45879	PF10223
B2RA70	PF00018
Q9LZN0	PF03759
A8T7D5	PF12154
Q76I90	PF03800
Q96RN5	PF09606
Q7CIR2	PF12911
P15442	PF05773
Q8I2E3	PF03011
P72890	PF05685
Q4V643	PF00651
Q7TSZ8	PF00651
P53099	PF02133
Q20551	PF00292
Q8INQ9	PF00412
Q5VTT5	PF00047
P53091	PF17207
P53090	PF00155
P53093	PF04893
Q91VY5	PF02375
P53095	PF14031
Q9VPR5	PF08920
P04141	PF01109
P53096	PF00850
Q19013	PF04960
Q94KE0	PF00083
P72891	PF05685
A9ULY7	PF10498
Q9V5C6	PF10584
Q19019	PF02762
Q2U5K2	PF16803
Q12300	PF00083
Q12303	PF00026
Q4JQV0	PF03581
Q12305	PF00581
Q9W0Q3	PF10157
Q12306	PF11976
P19145	PF00324
Q12308	PF12660
P66269	PF01632
P19146	PF00025
P19141	PF00030
Q9Y884	PF00069
P53541	PF01735
P53540	PF04130
Q08DI6	PF13639
Q96LW2	PF00069
Q96LW1	PF01352
Q9VKW1	PF00400
P62501	PF01166
P62500	PF01166
Q5XUY3	PF00249
Q96LW9	PF02023
Q757M9	PF04825
Q505J9	PF00004
Q505J8	PF01409
Q9VJE7	PF04979
Q8DKY0	PF00361
Q9VJE5	PF16641
Q9VJE4	PF13656
Q9VJE3	PF02207
G5EEK2	PF01465
Q07458	PF08642
P93033	PF00206
P93032	PF00180
P93031	PF16363
P93030	PF13445
Q9VGG0	PF07776
Q9SVP6	PF05368
Q9NPL8	PF02466
Q4G0W2	PF00782
Q4DA80	PF05544
Q9VGG5	PF00028
P31041	PF15910
Q9UTD7	PF07890
Q4TT88	PF01433
Q8I3I5	PF01399
Q84940	PF00981
Q76G19	PF00595
P74505	PF00535
Q6GQQ9	PF01754
Q8K4B0	PF00249
Q5SSZ7	PF13639
P96715	PF02706
Q93ZR1	PF16199
Q9FGY9	PF03835
Q9VWP6	PF00341
Q9V9A7	PF01039
Q9V9A8	PF12129
P0A8C4	PF03695
Q9VQT0	PF00201
Q9VZH1	PF11069
Q9VQT5	PF00014
P74647	PF13448
Q3UBU0	PF00183
P26218	PF11471
Q9VRV8	PF03810
Q81KY5	PF01336
Q05506	PF00750
Q9VRV9	PF03810
Q96FN4	PF07002
Q96FN5	PF00225
Q10197	PF12612
Q5XLR9	PF00232
Q10192	PF17135
Q10193	PF00076
Q7K155	PF00916
Q9EQM5	PF00046
Q86K01	PF00827
Q9VRV4	PF07776
Q10198	PF03801
Q10199	PF00018
Q9KUS8	PF01926
Q9UIL1	PF10224
Q9SV55	PF16135
Q9F560	PF15919
Q96PQ7	PF01344
Q96PQ6	PF01352
Q96PQ1	PF07686
Q9Y5F6	PF15974
Q8ZD71	PF01926
Q9VTS3	PF04130
Q9VWP8	PF00615
Q9Y5F7	PF15974
Q9DBE0	PF00282
Q81SI0	PF06429
Q9VTS4	PF04857
Q84WZ8	PF00252
Q9D1G1	PF00071
Q9D1G2	PF04275
Q9VTS8	PF12796
Q15652	PF02373
Q15653	PF12796
Q15650	PF06221
Q15651	PF01101
Q9SLF3	PF11886
O95498	PF00795
Q9CH62	PF03729
Q9VAU9	PF06524
E5LGB7	PF01381
Q7K480	PF13847
Q9UP65	PF01735
Q3ECP0	PF08567
Q5U0Z2	PF00557
Q3ECP7	PF00083
Q9VAU2	PF01223
Q9VAU3	PF01223
O27224	PF02007
Q9LHS5	PF00249
Q10222	PF11935
Q10223	PF13013
P05791	PF00920
Q10225	PF00651
P05793	PF07991
Q10227	PF04193
Q543F1	PF03144
Q6DD88	PF02841
O27229	PF04211
Q99XU0	PF14131
Q9Y102	PF00059
Q8BXA5	PF05602
P0AFI5	PF00768
P21457	PF13833
Q13557	PF00069
Q86NC1	PF00343
Q13555	PF00069
Q13554	PF00069
Q9FP19	PF01248
Q4JQV7	PF00268
Q8YN91	PF10396
Q29Q34	PF01370
Q9Y106	PF03281
Q47083	PF03466
Q96GD0	PF13344
Q96GD3	PF12140
Q9JJR7	PF00010
Q06089	PF13664
Q5BI03	PF00566
P0AFI2	PF00521
B7Z658	PF08473
Q7FZF1	PF13499
Q9PHT7	PF02416
Q8L4A7	PF10584
Q5JGT0	PF07992
Q9JJR9	PF09668
G5EFP7	PF00595
Q4VA36	PF14968
G5EFP5	PF00852
Q9ZVC2	PF11900
D3ZER6	PF03810
P74664	PF03865
Q9VPV3	PF10613
Q3SY69	PF00550
P34232	PF10429
Q9LY66	PF00687
P34230	PF00005
Q6PD62	PF13181
P34237	PF08172
Q9LY61	PF07231
Q99KF5	PF00156
Q9HB19	PF00169
Q59EY7	PF00621
Q5WQV5	PF09379
Q9NUV7	PF00155
Q549C9	PF07710
O35353	PF00400
Q13882	PF00018
Q13885	PF03953
Q13884	PF00169
P63242	PF01287
Q13889	PF03850
Q13888	PF04056
Q9NQ87	PF00010
Q9NQ86	PF13445
Q9NQ84	PF00003
P51798	PF00654
P51799	PF00654
Q0E996	PF02020
P51795	PF00654
P48643	PF00118
P51790	PF00654
P48645	PF02070
Q9NQ89	PF10154
Q5H9U9	PF00271
Q8BMG7	PF14655
Q6DF81	PF00085
P73411	PF00479
Q9VQE0	PF02212
O17953	PF02852
P73410	PF00291
Q8GVH7	PF00550
Q9R7V4	PF01522
P13267	PF00929
Q4V8A2	PF13181
P13265	PF01153
Q3B7A7	PF02844
Q96AV8	PF02319
Q6NTQ0	PF00271
O25069	PF00496
Q6TYA9	PF03508
Q8IDR9	PF01092
P21177	PF00378
P60122	PF06068
P0CP78	PF00160
Q6GPD1	PF05557
Q9SN58	PF16363
Q9PM84	PF00444
H2KYY1	PF00178
P21170	PF02784
P78817	PF05637
Q03614	PF00209
P60129	PF02419
P10408	PF07516
Q6ZTN6	PF11904
P21179	PF06628
Q03612	PF01021
O94455	PF13499
Q9JKP8	PF00808
O94457	PF04116
P0AA76	PF07690
P29366	PF00018
P0AA70	PF00892
P0AA73	PF00892
P42630	PF03315
Q08733	PF00230
Q08732	PF00069
Q20806	PF01697
Q9JKP5	PF00642
P0AA78	PF07690
Q9JKP7	PF00808
J3KPD3	PF00076
Q0WUF6	PF04564
O80366	PF00072
Q9XWV3	PF04062
O80365	PF00072
Q6NDP1	PF00575
Q9GZE0	PF00337
O04264	PF01582
P0A8L1	PF00587
P62961	PF00313
Q9UIG8	PF03137
P0A8L5	PF03692
A8MX94	PF02798
Q9DC70	PF01058
P62960	PF00313
Q9FGR0	PF03178
P74645	PF07689
P62963	PF00235
Q9UIG5	PF15357
P63246	PF00400
P35183	PF08240
P35182	PF00481
P35181	PF01217
P35180	PF02064
P35187	PF09382
Q7CLB3	PF03458
Q01339	PF09014
F4KIB2	PF02990
P35189	PF03366
Q8BJ64	PF00732
Q2Z0T5	PF00118
O01561	PF00105
Q6EE19	PF05638
Q746J7	PF13411
Q9VJ75	PF03522
O83471	PF04079
Q5JEV6	PF03952
O83477	PF02390
O45539	PF00018
Q8D1L5	PF13335
P52623	PF00485
Q9R0H0	PF14749
Q03577	PF01336
O45532	PF00059
Q9R0H5	PF16208
Q9FMY5	PF00642
Q9FMY7	PF04770
Q9C933	PF04117
Q5JRV8	PF14967
O28192	PF01269
Q9URY2	PF12709
P40403	PF04509
O58091	PF01989
O34894	PF06160
A1Z9P1	PF00567
P53938	PF12326
A1Z9D4	PF07989
Q9VJ73	PF00583
P54422	PF01019
P0AEL8	PF00072
P53932	PF03547
P53933	PF09949
P53930	PF03366
Q9VJ72	PF12317
Q0PB32	PF00701
P53937	PF00416
P53934	PF07942
P53935	PF13945
P17152	PF14972
Q9VLM6	PF15503
Q9LFP7	PF07714
Q5VV41	PF14604
Q5VV42	PF00919
Q5VV43	PF02010
G3CKA6	PF00022
P10147	PF00048
P27633	PF00352
Q5Z655	PF00076
O80585	PF02219
P27636	PF00069
P27637	PF00018
O80580	PF03094
P27635	PF00252
Q22100	PF00108
P27638	PF00069
P27639	PF00271
Q9VE52	PF00076
O80588	PF04484
Q19211	PF00400
Q01617	PF00076
Q680P8	PF00253
Q72B19	PF02699
Q9URY8	PF00916
Q8CZZ4	PF02133
Q8CZZ5	PF00589
Q09462	PF03998
Q72B16	PF01645
Q9GLM3	PF11618
Q09466	PF00005
Q72B12	PF01546
P00329	PF00107
Q05972	PF00118
Q9VE56	PF01607
Q05971	PF00166
Q50887	PF02559
Q05979	PF00266
Q99LP6	PF01025
O45391	PF01053
Q96C10	PF11648
Q0P893	PF01832
O42163	PF00092
Q81MK7	PF00108
Q8IDE5	PF03031
Q9FNI6	PF00176
Q5JSL3	PF00169
Q9CA36	PF05678
Q9FNI3	PF02362
Q8R2R9	PF01217
Q802C4	PF12024
Q03523	PF08245
P0AEL6	PF01497
Q2NKX9	PF10573
P0AEL0	PF01292
P27181	PF00430
P27182	PF00137
P0AEL3	PF04023
Q9UMF0	PF13895
P10634	PF00067
Q19127	PF02460
P28189	PF00312
P28188	PF00071
Q06411	PF01585
Q6Q5H1	PF01021
Q47706	PF03573
P28187	PF00071
P28186	PF00071
O17687	PF10516
Q06412	PF00621
P41252	PF00133
Q9I7R5	PF03810
P68255	PF00244
Q8WU08	PF00069
Q06413	PF00319
Q9VDC5	PF01757
E0CXZ5	PF07647
Q8WU01	PF12901
O25693	PF03775
Q8D072	PF13407
Q77DJ5	PF11507
Q6AYF9	PF05049
Q8VLX7	PF16916
Q38798	PF00262
Q38799	PF02780
Q8TEC5	PF13445
A4JYL6	PF07679
O25690	PF00288
M3UZ49	PF11878
Q7Z6W7	PF00226
Q99P21	PF14815
O83132	PF01515
P32328	PF00069
P32329	PF00026
Q99P25	PF15739
Q8N122	PF00400
Q9ZUA0	PF04597
Q6F6B5	PF02493
P32320	PF00383
P32321	PF00383
Q8N128	PF14774
P32327	PF02436
P32324	PF03144
P00762	PF00089
P26583	PF09011
F2Z293	PF00504
P26587	PF00230
P10148	PF00048
P26584	PF09011
Q9FX43	PF00069
Q9CV75	PF02731
Q8C1D8	PF08711
P0CG21	PF01436
Q02788	PF00092
Q9JI90	PF05773
Q8CFG6	PF08399
Q9JI92	PF00595
Q12270	PF01694
Q64524	PF00125
Q64525	PF00125
Q64527	PF00110
Q64520	PF00625
O43516	PF02205
Q64522	PF16211
Q64523	PF16211
Q86X29	PF05624
K9JA46	PF00183
Q9VML2	PF00400
Q8CKI9	PF07690
Q37995	PF05352
Q9VVE8	PF15883
O83396	PF09529
Q9SZQ5	PF00400
Q86X24	PF02301
Q86X27	PF00617
Q9VWL7	PF00620
O83139	PF02683
Q28362	PF00999
Q9LQ31	PF01419
Q9LQ32	PF04669
Q9NYN1	PF00071
Q93VP3	PF01287
Q8INW7	PF00412
O94623	PF16727
P10186	PF03167
P60467	PF03911
P10184	PF00050
P10185	PF05259
O94620	PF00400
P10180	PF00046
P10181	PF00046
Q5XGS9	PF04084
Q3TLH4	PF07001
F5H4Q5	PF07200
P49183	PF03372
O83398	PF02381
P60468	PF03911
P10189	PF02689
Q9HDC5	PF02493
Q8IXJ9	PF13922
O83399	PF01795
P36519	PF00673
Q93YP9	PF00083
Q9WPH5	PF00998
Q94AU7	PF00132
P36517	PF06984
P36516	PF00035
