yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF1AF	Entry
20167	Q3TUZ6
20167	Q6IM74
20167	Q6IM75
853047	P32318
853045	P33336
853042	P53285
853043	P53286
828147	F4JH76
828147	O04716
853041	P32504
825880,828148	A0A178V886
825880,828148	J7FN14
828148	P0CH33
825880,828148	Q3E7T8
828148	Q8H0Y0
825880,828148	Q8H159
22245	A2AN37
22245	P52623
22245	Q3V218
853048	P48234
853049	P48235
820798	A0A178VBL7
820798	Q9LRP7
286410	Q8NB49
820790	Q9LD44
820791	A0A1I9LQ22
820791	A0A1I9LQ23
820791	P82869
820793	O24409
820793	Q2VWA2
6310	P54253
6310	Q96FF1
6311	F8VQP2
6311	Q2M2R5
6311	Q99700
6317	P29508
6314	O15265
6314	Q9UPD8
6318	P48594
6318	Q9BYF7
6319	O00767
139716	Q8WWW8
179549	E2JL00
179549	Q21423
203569	Q7Z2X7
2540129	O14399
2540128	O74309
179541	Q17763
2540127	Q10339
817489	A0A178VXL8
817489	P30366
2540121	O42905
2540120	Q9P7V9
841798	A0A178WD47
841798	Q9LPH9
836337	A0A1P8BA41
836337	A0A1P8BA55
836337	A0A1P8BA62
836337	F4K6E5
836337	Q0WRE2
836337	Q9FIS1
10128	E5KNY5
10128	P42704
51750	Q9NZ71
51750	R4IXY3
836333	A0A1P8BBR2
836333	F4K556
836333	Q94EI5
836333	Q9FIS5
10123	A0A024R4C5
10123	P56559
10121	P61163
10120	P42025
10127	D3DUC1
10127	O14978
10126	O96015
10125	B2RA89
10125	O95267
10124	A0A024R9Z2
10124	P40617
285267	Q17RW3
285267	Q8N2I2
176640	Q9U9C3
176640	Q9XW88
176641	G5EGL1
176641	Q7K756
568520	F1RE22
568520	Q1A5L1
835979	A0A178UNK7
835979	Q941C7
835976	Q9LUZ4
176649	Q9XW68
835972	Q9LUZ9
835971	Q94BV2
653067	Q9HD64
56382	Q0PD48
56382	Q9R0M6
814448	O77339
839807	A0A178WIU4
839807	A0A1P8AQU1
839807	P35402
255057	Q8N350
80913	Q3TQ29
80913	Q3UR91
80913	Q80U58
814443	O77364
174649	Q09454
314436	A4GTP4
125228	Q96ND0
827307	F4JLP5
447718	A0A1L8GYA5
447718	Q641F4
174647	Q18999
174647	Q8T3E6
827302	F4JL11
827303	A0A2H1ZEN3
1645	Q04828
285190	Q7Z3J3
1647	A5JUZ3
1647	P24522
1646	B4DK69
1646	P52895
1641	A0A1B0GWD1
1641	A8K340
1641	H3BLV5
1641	O43602
1643	Q92466
1642	Q16531
1649	P35638
1649	Q53YD1
444087	Q6GPK9
41037	Q8MTA8
41037	Q8T0N2
41037	Q9VHM8
41036	Q8INQ3
41035	Q9VHN0
41034	Q9VHN1
84218	A6NER0
41032	P05084
41031	A0A0B4KFI0
41031	Q9VHN3
41030	Q9VHN4
826653	A0A178UWM0
826653	F4JME0
826653	Q9S7N9
2539418	P55306
84210	Q5TYW2
315708	F1M7Z1
41038	Q9VHM7
40346	Q7KTW5
40347	Q9VP62
340578	Q5VW00
40342	M9PFU5
40342	Q86BG6
40342	Q8IPT8
40342	Q9VP66
40343	A0A1B2AL65
40343	Q9VP65
40340	Q8IPU1
40340	Q9VP69
40341	Q9VP67
29945	B3KN47
29945	Q9UJX5
29944	Q9UL41
29947	Q9UJW3
29946	A0A024R0N2
29946	Q9UJW9
29941	A0A024R8D6
29941	Q6P5Z2
607	A0A024QYY4
607	O00512
607	Q1JQ81
40348	Q59E09
40348	Q9VP61
40349	Q9U616
79796	Q9H6U8
2541658	Q9UTA9
2541659	Q10064
305955	B0BN80
305955	E9PSN4
2541654	Q09799
2541655	O14269
2541656	Q9Y825
2541657	Q9P7M3
2541650	O13719
2541651	Q9UTA6
2541652	Q09892
2541653	Q10086
5432	P19387
5432	Q6FGR6
5433	A0A024RAJ4
5433	O15514
5430	P24928
5431	A0A1W2PPT5
5431	B4DH29
5431	B4DHJ3
5431	C9J2Y9
5431	P30876
5436	P62487
5437	P52434
5434	B4DJ89
5434	P19388
5435	B0QYL9
5435	F8WC47
5435	P61218
28010	A2A7Y5
28010	C0KL25
5438	P36954
5439	P52435
179893	G5EDN4
3564910	Q20774
164091	Q86WK9
727936	A0PJZ3
294512	G3V619
2541386	O94272
2541384	O94274
114336	Q6NT52
2541383	P24782
2541380	Q9HDU2
9620	Q9NYQ6
414495	Q6NUC6
2541388	O94278
79798	B4DH27
79798	B4DIU9
79798	J3KQ26
79798	Q96C12
280922	P08168
734746	P06897
8581	Q14210
3637956	A0A1D8PQQ3
843388	A0A1P8ANX6
843388	P46640
843389	Q9CAL3
289758	Q6AXY4
834207	A0A178UG43
834207	A0A1P8BF32
834207	F4K007
834207	Q39043
114489	F1M8K0
834205	A0A178UDW7
834205	F4K005
834205	Q9FHY3
834204	Q944Q0
834208	A0A1P8BAJ0
834208	A0A1P8BAJ4
834208	A0A1P8BAJ6
834208	Q2HIS8
834208	Q9FHY1
838957,843385	A0A178WFN4
838957,843385	P0DH91
838957,843385	Q9LQC8
80329	Q9BZM6
319149	B9EI85
319149	P84228
70747	Q922J6
70747	Q9D1X8
2540116	O60124
73914	Q0VB14
73914	Q8K4B2
8273	A0A0A0MS43
8273	P09131
48971	A0A0B4KGG8
48971	B5RIT8
48971	E1JIR4
48971	H9ZJM5
48971	P13607
9966	A0A0U5JA19
9966	O95150
48973	M9MSK3
48973	P00528
48973	X2JCI2
237928	Q8R2H9
129852	B7ZM12
129852	Q8N5S3
819172	A0A178VW39
819172	F4IG85
819172	O64644
819173	P29386
819173	Q1PEU3
819174	A0A178VY71
819174	A0A178VZL4
819174	A0A1P8AX26
819174	O64645
819175	A0A178VT50
819175	Q8S8S2
819176	O64647
819177	Q8S8S1
9960	Q6JHV3
9960	Q9Y6I4
8270	Q14657
56458	Q9R1E0
828962	A0A178UZJ7
828962	Q93VK1
828961	A0A178V059
828961	O49453
828967	P47735
9962	A0A140VK48
9962	Q9UGH3
828965	A0A178V4Q1
828965	A8MR40
828965	O49457
828964	Q6XJG8
301123	Q80W89
828969	A0A178UY74
828969	O49460
9963	Q9UHI7
56455	P63168
2542009	Q9HGP7
56261	Q9NPB8
259498	Q17962
9666	Q86Y13
55633	Q9NU19
7504	P51811
356	P48023
356	Q53ZZ1
355	K9J972
355	P25445
355	Q59FU8
7507	P23025
353	P07741
177661	G5ECA0
351	A0A0A0MRG2
351	A0A140VJC8
351	B4DGD0
351	B4DJT9
351	E9PG40
351	P05067
350	P02749
16570	O35066
16570	Q571A6
828784	A0A178V2S1
828784	Q1PE48
7508	Q01831
7508	X5DRB1
359	P41181
358	A0A024RA31
358	P29972
191278	Q94404
80325	Q969K4
297406	D4AC23
191277	Q94402
835151	A0A178UTH6
835151	Q9LUE3
835152	A0A178UJY5
835152	Q9FGQ2
835153	Q9XGY4
835154	A0A178UQH2
835154	A0A1P8BFV3
835154	Q9FGQ1
835156	F4KAG0
835156	Q8RXD7
835157	A0A178UM82
835157	Q38799
842471	A0A178W6K9
842471	Q9SYB0
835159	A0A178U7V3
835159	F4KAG5
835159	Q9FI61
842477	A0A1P8AN56
842477	Q94B38
31149	Q8IRW8
255877	A8KA13
255877	Q8N143
833138	A0A178ULV9
833138	Q93VC7
444834	Q6DJE0
10113	B5MC98
10113	Q05DB2
10113	Q9HCU5
2543357	Q9P6L4
69890	Q4VA98
69890	Q6IQX8
9669	O60841
9669	Q8N5A0
827883	O81900
836028	A8MRC8
10952	P60468
10953	Q15785
10950	Q14201
10950	Q6IAU3
10951	P83916
10951	Q6IBN6
10956	Q13438
10954	Q14554
64862	Q62625
810446	Q8IJA9
2543354	Q9P7B2
100791618	I1LLK1
16468	Q62315
810449	Q8IJA6
447199	Q6AXA6
2543351	P36600
150709	Q70AK8
150709	Q7Z5J8
2543350	O14192
3683	B2RAL6
3683	P20701
349565	Q49AL4
349565	Q96T66
2541969	Q09928
338761	Q86Z23
119504	A0A087WUN5
119504	C5H3H2
119504	Q96DE5
45574	Q9VZL2
81639	Q02759
43067	Q107I8
16728	A2AFG7
16728	A2AFG8
16728	Q6PGJ3
43063	Q9VBS5
2259	Q92915
43061	Q9VBS7
81631	Q658J6
81631	Q9GZQ8
81630	Q3TXW4
81630	Q9Z0G7
2255	O15520
2254	P31371
2253	A0A087X1S5
2253	A1A515
2253	P55075
2252	P21781
81637	Q66HM2
81636	P26769
21350	Q2TB09
21350	Q62282
21351	Q93092
24180	P25095
21353	A2AR76
21353	P70347
21353	Q3TNB4
21353	Q3UGW0
21353	Q8C2D3
387680	A0A087WYF6
387680	E7ESD2
387680	Q641Q2
387680	Q6P0Q7
21355	P36371
21355	Q792S7
21356	Q3TCU5
21356	Q3U9A3
21356	Q8C6N4
21356	Q9D679
21356	Q9R233
24185	P47196
499417	Q5XIF4
810289	Q8IJR1
24189	P05065
305178	A0A0G2KAZ7
305178	Q3SWU3
844734	P56772
55814	A6H8Y1
166929	A0A024RDH4
166929	Q8NHU3
844730	A0A1B1W4X2
844730	P56780
844731	A0A1B1W4X1
844731	P61839
22919	Q15691
22918	Q9NPY3
22916	B3KSB0
22916	P52298
22915	Q13201
22914	A0A024RAP8
22914	P26718
22913	Q53GL6
22913	Q9UKM9
32073	Q9VZ04
22911	O94967
190586	Q9N4H6
2785	P63215
2784	E9PCP0
2784	F1T0G5
2784	P16520
2787	P63218
2786	B1APZ0
2786	P50150
2781	P19086
2781	Q8IY73
2780	P19087
2780	Q5T697
2783	P62879
2783	Q6FHM2
2782	A0A024R056
2782	B3KVK2
2782	P62873
94031	P83110
94030	A0A024R4I8
94030	Q9NT99
94032	Q96S95
2788	O60262
116224	B3KX07
116224	Q96E09
116225	Q96E35
9465	O43687
9465	Q2TAJ5
9465	Q6P4D3
9465	Q9P0M2
9464	P61296
9467	A0A024R2G6
9467	A0A024R2J3
9467	O60239
9466	Q6UWB1
57045	Q9GZX9
55812	Q9P0W8
55812	V9HVY9
9463	A0A024R1J5
9463	Q9NRD5
9462	A8K2P3
9462	Q9UJF2
57048	Q9NRY6
3680	Q13797
3680	Q8N6H6
9469	Q7LGC8
9468	Q9Y5K3
54893	Q9NXD2
54893	X5D963
54892	B3KRQ2
54892	Q86XI2
54891	Q53TQ3
54890	Q6P6C2
54897	B3KRV8
54897	Q86V15
54896	A0A024RA97
54896	A0A024RAA1
54896	Q6ZP29
54894	J3KSE3
54894	Q68DV7
54899	A0A0C4DG95
54899	B4DID9
54899	B4DJD8
54899	B4DJS8
54899	E9PD56
54899	H7BYG4
54899	Q7Z7A4
54899	W5RWE6
54899	W5RX72
54898	A0A024QZV3
54898	Q9NXB9
27984	Q8C845
153364	B3KY36
153364	Q68D91
38946	A8JNN6
38946	Q8IQA8
38946	Q8IQA9
38946	Q9VSI3
157285	Q86YV5
39151	E7BBS2
39151	Q9VT52
380489	Q6PHL6
380481	P70032
67857	Q9CQR6
60632	A0A0R4IS59
60632	Q6IYD9
303786	D3ZF03
9793	Q14008
9792	Q14140
9791	P48651
34669	A8DYZ8
34669	P31368
34669	X2JDY7
9797	A0A024R2F3
9797	Q93075
9796	Q92561
9794	Q92585
9798	B4DXC9
9798	P53990
254048	Q6ZU65
113763	A0A090N8P6
113763	Q96FA7
54769	Q96HU8
54768	Q4G0P3
54760	A0A140VJQ9
54760	Q6UW60
54763	A0A140VKB2
54763	Q9HAT0
54762	B3KUR5
54762	Q8IYS0
54765	Q96DX7
54764	Q9UGI0
54766	Q9NY30
20403	B2RR82
20403	E9QNG1
20403	Q8CD59
20402	R4GML0
824514	F4JAF3
824514	Q43349
2540104	O74741
20405	Q3TRJ7
20405	Q62419
34663	Q9VK81
20408	A0A0R4J0B8
20408	Q497N4
20408	Q62421
20408	Q9CZV7
824518	A0A178V7M8
824518	A0A178V7R7
824518	Q9FYB7
3639377	Q5ABD0
67003	Q9DB77
820175	Q8GY70
41774	Q9VFH5
78294	P62983
78294	Q642L7
6240499	A0A178VX80
6240499	Q681K2
163351	B4DRX0
163351	B4E1U2
163351	Q6ZN66
34665	M9PCT7
34665	Q24522
34665	Q24523
34665	X2J847
380242	Q7ZXY8
3355041	L7EEF1
3355041	Q7PLL1
3355041	Q7PLL3
3355041	Q8SYL3
3355040	D2A6J9
3355040	Q7PLL6
268491	A2AG06
2540244	Q9USU3
850572	P43598
2540246	Q9UST7
850570	P43597
850577	P43601
2540241	O13606
2540242	O74371
850574	P34756
850579	P39684
850578	P43602
2540248	Q9USU1
2540249	O74372
315215	D4ABB2
180021	O18008
37546	Q8MLT6
37546	Q9W268
841812	A0A178W3N8
841812	Q9SSB5
841813	F4HTC0
841813	Q9C8N0
841810	A0A1P8AQN8
841810	Q6Q151
841811	A8MQH3
841811	C0LGH0
841811	Q9C8M9
841816	A0A178WC20
841816	B3H7F2
841816	Q0WQM8
841817	B9DHC9
841817	F4HTD0
841817	Q8L7Y2
37924	Q9W148
37925	Q9W147
37926	Q960Q8
37927	A0A0B4LGM4
37927	Q9W145
447348	A0A1L8HXF1
447348	Q68EY7
37922	A0A0B4K7G9
37922	B7YZQ7
37922	O77460
59014	Q9CYH6
37929	Q8IRK0
37929	Q9W143
447342	Q68EZ7
79658	A1A4S6
79659	Q8NCM8
79654	A1A4G1
79654	B3KU34
79654	Q5T447
72607	Q5BKP2
79656	A0A0S2Z5N0
79656	Q7L4P6
79657	Q9H6T3
79650	A0A024R6V6
79650	H3BN52
79650	H3BNM8
79650	Q9BQ65
79651	Q6PJF5
91782	B3KMN6
91782	B3KRZ9
91782	B3KUH0
91782	Q8WUX9
362799	P83900
51129	Q9BY76
851196	P39730
851197	P39731
851194	P39728
851195	P39729
851192	P06182
851193	P00549
180634	Q23604
851191	P13365
444494	Q6GMC1
26762	B4DPB1
26762	E9PFX0
26762	Q96D42
851199	P28003
188408	D3YT11
188408	D3YT12
188408	Q22388
66357	Q78XF5
66353	Q3KNY5
66352	Q3V485
66352	Q8R2X8
34789	Q9VJW0
34788	M9PD43
34788	Q9V412
144245	Q5I7T1
333929	Q3KNW1
34785	Q9VJW1
3361306	O43070
34787	M9PDF5
34787	Q9V3R6
34781	Q9V3M2
34781	X2J600
34780	O61443
34783	E1JHH7
34783	Q0E8Q7
91875	Q86T04
91875	Q8N0Z6
107242	E9QNR6
107242	Q8VD62
67916	Q99JY8
57415	A0A024R330
57415	Q9HBI5
78388	E9Q3X0
78388	Q3U7S9
78388	Q9EQK5
851220	P31385
851221	P31373
851222	P31376
851223	P18409
851224	P18410
851225	P18411
851226	P39704
24400	P54311
851229	P0CE92
851229	P0CE93
851229	Q3E770
180181	Q9GRZ0
24409	Q00959
180183	E0R7K7
180183	E0R7K8
180183	Q9GRY9
472	A0A024R3C7
472	Q13315
473	A0A024R4E9
473	B1AKN3
473	Q9P2R6
471	P31939
471	V9HWH7
476	P05023
477	A0A0S2Z3W6
477	P50993
475	O00244
478	P13637
478	Q53ES0
479	B4E0R9
479	P54707
842023	Q84VX0
852557	P38335
852556	P38334
852555	P32570
852554	P33317
852553	P33759
852552	P33757
852551	P32449
852550	P33734
852559	P38145
852558	Q3E776
856647	P39923
856646	P04817
856645	P39981
856644	P39980
856643	P39978
856642	P39979
35780	Q5BI50
35781	A1Z7A5
832237	A0A1P8BG66
832237	O23115
35788	E2QC83
35788	Q7KNF2
856648	P27895
2539424	O94606
2539427	O74521
32839	Q9VWT3
32838	P28466
32838	X2JL29
3998	A0A024R2A7
3998	P49257
32835	Q9VWT7
3996	Q15334
181589	O45522
32836	Q8MV48
32836	X2JEA3
3993	A0PJJ0
3993	J3QRV5
3993	Q6P1M3
3992	A0A0A0MR51
3992	O60427
3991	A8K8W7
3991	Q05469
3990	A6H8L5
3990	P11150
852881	P53197
852880	P53196
852883	P53199
852882	P53198
852885	P53201
852884	P53200
852887	P53203
852886	P53202
852889	P33411
852888	P41896
54463	Q9H6L5
826644	Q9ZSB0
35438	Q9V9P1
826645	Q9ZSB1
35430	P22265
35433	Q9V9P7
93436	Q6NXE6
2539428	Q9UU94
13807	D3Z6E4
13807	P17183
13807	Q545V3
23849	Q8BPQ2
27176	P12970
27176	Q58ET1
51608	Q7L5D6
32789	D5A7S2
32789	O18404
32788	M9NFB4
32788	Q7KUW4
826642	Q9ZSA8
55588	B4DUA7
55588	Q9NX70
84101	A0A024RBD7
84101	Q9H0E7
204851	A0A024R0H9
204851	B4DZ33
204851	Q86Z02
51603	C4B4C6
51603	Q8N6R0
32780	A0A0S0X7Z4
32780	E1JJQ5
32780	M9NGK2
32780	M9PHG6
32780	M9PJQ4
32780	P08510
32787	M9PHZ1
32787	Q9VWZ1
32786	Q9VWZ2
27178	Q9NZH6
51606	A0A024R7U9
51606	A0A024R7X3
51606	B3KUZ7
51606	Q9UI12
84103	Q53FE4
2542488	Q09863
2542489	Q9HDZ6
821826	Q8L471
821829	A0A1I9LT01
821829	F4J1K4
56052	Q9BT22
2542480	O14036
2542481	O14007
2542482	Q09176
816747	F4IIM1
853684	P35996
318231	Q8IRZ3
853686	P36004
36201	Q494G8
853680	P36029
36207	A1Z8I9
853682	P36049
36205	A1Z8I6
36205	A1Z8I8
36205	B7YZF1
36205	Q7JWT7
36209	Q7KN61
853688	P05986
25441	B1H251
25441	P20411
26049	Q9Y6X4
140890	Q8WXA9
85329	A0A140VK26
85329	Q96DT0
26048	O60304
26048	Q0VAL1
85327	Q9Z250
74120	Q8CF60
74123	A0A0R4J161
74123	A0A0R4J1I5
74123	Q9DBY0
74122	Q9DBS1
74125	G3X920
74125	Q9DBR3
74126	A0A0R4J1R1
74126	Q9DBY1
253558	B4DM26
253558	B4DYR5
253558	Q6UWP7
253559	G3XHN4
253559	Q8N3J6
817293	A0A1P8B254
817293	Q9ZQH1
76952	E9Q9M1
76952	G3X9J6
76952	Q3V1L4
2543281	P32372
2543280	P17609
2543283	Q10306
641324	Q3B7F0
39929	Q9VVF3
39926	Q9VVF0
2538703	O74907
39924	Q9VVE8
2538701	O74845
39922	Q8IQQ9
39922	Q8T4G5
26043	O94888
2538704	O59784
2538705	O74516
35988	Q9V597
3640070	Q5A948
173837	G5EES8
227656	Q6PAQ4
854489	P0CX23
854489	P0CX24
854488	Q12382
837808	Q9LD47
837809	A0A178WG56
837809	Q5Q0H6
98267	Q8BG48
854483	Q08777
854482	Q08774
854481	O14468
854480	Q08773
854487	Q12499
837801	A0A178WB83
837801	Q6NNI8
854485	Q12420
854484	P22215
39694	Q9VUR7
39695	M9PI68
39695	Q9VUR8
850908	Q05789
850909	P53378
39690	Q8T060
39690	Q9VUR3
39691	Q8IQM5
39691	Q9VUR4
70719	D3Z7R7
70719	G3X9Q3
70719	Q3TBD2
850902	P32339
850903	Q05785
850900	P32335
850901	P32344
850906	Q05788
850907	P24871
850904	Q05787
850905	Q04491
820739	A0A178VH04
820739	Q9LK96
35981	Q7K3X8
137886	E5RJ36
137886	Q14CS0
101831	Q8BHL6
33072	Q9VRC9
33071	Q8IQ42
33071	Q8IQ43
33071	Q9VRC8
37559	O44434
33077	B7Z152
33077	Q9VRD5
37554	H0RNK7
37554	Q9W261
33078	A8JUT4
33078	D0Z726
33078	Q9VRD6
18854	A0A068EW80
18854	D3Z3A6
18854	Q60953
18854	Q8BSJ6
37552	A0A0B4LG34
37552	A8DYM0
37552	A8DYM1
37552	Q9W263
41231	A0A0B4LH34
41231	Q8T913
41230	Q9VH36
41232	Q9VH32
41235	A0A0B4KH20
41235	Q9VH29
84058	B9A049
84058	Q9H977
84059	Q8WXG9
84056	A0A024RDP8
84056	B3KUK7
84056	Q9BW62
84057	A0A087WTC6
84057	Q9BWT6
813577	Q8I2K9
83589	O35430
40181	M9PIA7
40181	Q9VW61
40183	Q8T3W6
40185	M9PD14
40185	P35554
40186	P42325
40187	Q8MYT0
40187	Q9VW66
40188	Q9VW68
40189	Q95RF6
83585	Q9JKB7
735087	A0A1L8GA84
735087	Q52L12
815504	Q9SHV6
3207	P31270
3206	P31260
3205	P31269
3204	P31268
3202	P20719
3200	A0A024RA33
3200	A4D182
3200	B3KPN8
3200	O43365
84588	Q6IRG7
3208	P84074
151254	A0A140VJE2
151254	Q53TS8
41589	A0A0B4KFS1
41589	Q8MSQ3
41589	Q9VG15
41587	A0A0C4FEI8
41587	Q9V3D8
41586	Q9VG17
41585	Q9V3V7
24655	P10688
41583	Q9VG19
41581	Q9VG21
41580	Q9VG22
178924	Q22945
178927	Q22947
178926	Q27531
178929	Q22950
178929	Q7JNN6
178928	G8JY39
178928	Q22949
814395	O77318
811146	Q7KQK4
811146	Q95Z59
551	P01185
551	X5DQP6
550	Q9Y679
553	P47901
552	P37288
552	X5D2B0
33694	Q9VR43
22763	O88532
33692	M9PB35
33692	P20385
33693	Q9VR42
837777	Q39041
14718	P05201
5408	P54317
208104	B2RQ56
208104	G5E8D8
208104	Q2VPU4
837378	A0A178WAC8
837378	Q42374
837775	A0A1P8AW79
837775	O64973
837775	Q56YM8
854111	Q08217
208727	Q6NZM9
837371	A0A178W613
837371	O82083
76718	C6KI89
837377	A0A178WLQ5
837377	B9DGR5
837377	Q39249
837374	A0A178W355
837374	Q9SJE1
837375	A0A1P8ARK6
837375	A0A1P8ARM9
837375	Q0WNC2
175868	Q20308
284004	Q8WVB3
175861	P46548
175861	Q95ZN7
175860	Q11181
175867	Q9N4Z2
284001	Q2TAC2
175865	Q86DD0
175865	Q9N4Z5
175864	A0A9R9
175864	H2L028
814649	Q9ZU46
215690	Q8CH77
31698	Q9W3N6
814641	F4IM82
814641	Q6EWX1
31695	Q9W3N9
31696	Q9W3N8
31697	Q9W3N7
31691	M9NEA7
31691	M9NEY9
31691	M9NG31
31691	P18169
31691	P18170
31691	P18171
814647	Q9ZU48
814646	A0A178VSS9
814646	A0A1P8AYJ4
814646	A0A1P8AYQ5
814646	Q9ZU49
5533	P48454
18148	Q5BL09
18148	Q5SQB7
18148	Q61937
18148	Q9DAY9
5531	A0A024R625
5531	P60510
5530	A0A0S2Z4B5
5530	A0A0S2Z4C6
5530	Q08209
5537	A0A024R861
5537	O00743
5536	A0A024R0Q7
5536	P53041
5535	Q96LZ3
5534	P63098
18141	Q9JIH2
18140	Q8VDF2
5538	P50897
5538	Q5T0S4
89765	Q8WYR4
419980	D5M8S3
823531	F4J1V2
823531	Q0WW92
823531	Q94AW8
316384	Q66H98
2542099	Q09765
827095	A0A178V2D7
827095	O23304
100806368	A0A0R0G6P4
100806368	I1MD93
2542098	Q09901
2542917	O14295
819374	A0A178VV73
819374	P49692
819375	A0A1P8B194
819375	Q8W475
819372	Q058P5
819372	Q8LB72
819373	O22252
819371	A0A178VZ67
819371	Q39244
31348	Q9W4N9
31349	Q7KVX5
31349	Q9W4N8
31342	Q9W4P5
31343	Q9W4P4
31340	P91679
31340	X2JAE6
31341	Q8IRT1
31341	Q9W4P6
31341	X2JCG8
31347	Q9W4P0
2542093	P0CT68
2542093	P0CT69
7922386	Q8GXA4
3768815	F4JB05
3768815	F4JB06
830063	A0A178V3A8
830063	Q8W4S4
830062	Q0IGM7
812490	Q8I1P3
830060	A0A178UX09
830060	Q8W5R5
2542091	O14259
830065	A0A178UWF3
830065	F4JV93
830065	Q9FEN9
192292	D3YUV1
192292	Q99J45
360497	G3V8L0
6570	P54219
6570	Q96GL6
852723	P50113
6576	B4DP62
6576	D9HTE9
6576	P53007
6574	A7LNJ1
6574	Q8WUM9
6575	B2RBR4
6575	B4DJ71
6575	Q08357
13643	O35393
13643	Q543Q7
35539	A0A0B4KEI5
35539	A0A0B4KF41
35539	Q9V9K7
158158	Q8IZ41
207278	Q3USJ8
2539899	Q1MTN8
77683	A0A0H2UH19
77683	Q5DW34
77683	Q8BHB2
77683	Q8C358
838450	Q9M9U0
2539895	Q9P6J2
2539894	O74737
2539896	Q9Y807
2539890	O42927
2539893	Q9Y7Z1
2539892	O94756
812724	O96217
842674	A0A178WLG6
842674	Q9CAD5
815112	A0A178VRR4
815112	F4IHC1
815112	Q9SL04
815111	A0A178VUF3
815111	Q9SL05
53972	E9QK62
53972	Q8CHT1
812728	O96221
173015	A8XQ35
173015	Q9U252
173016	B1V8K3
173016	B1V8K4
173019	Q9XV35
811724	Q8ILV0
360721	A0A0G2JWV2
360721	D4ADP1
360721	Q4QQV3
13641	P52795
13641	Q544L9
361295	D4ABC5
231600	Q810L3
35845	A1Z7G6
35847	Q7JXV9
35841	Q8MYV9
35840	A1Z7G2
35843	E1JH10
35843	Q7KG36
856031	P40328
39173	Q9XYF4
39172	Q9VT73
39175	Q9VT75
39174	M9PHY9
39174	Q9VT74
16663	P08730
286336	Q5JUQ0
286336	Q8N2W3
16661	A2A513
16661	P02535
16666	Q3SYP5
16666	Q3ZAW8
16666	Q9Z2K1
16667	Q9QWL7
16664	Q61781
16665	B1AQ77
16665	Q61414
856034	Q02864
16668	P05784
16669	B1AQ78
16669	P19001
835428	Q9SM23
835429	A0A178UKY5
835429	Q9FJD4
12715	A2RTA0
12715	P07310
835420	A0A178UHJ7
835420	Q5KS41
840608	A0A178W6Y1
840608	Q949Z8
856037	Q02749
398847	A0A1L8FAR2
398847	Q6PB24
835427	Q9LV03
831339	Q9LEQ3
2541392	P0CT94
2541392	P0CT95
2541392	P0CT96
2541392	P0CT97
84878	A0A024R4T8
84878	Q96K62
2539276	O94597
831330	A0A178UHK7
831330	A0A1P8B9L1
831330	A0A1P8B9N1
831330	Q9S7E4
84875	B4E0C4
84875	E9PK67
84875	E9PNI7
84875	Q53GL7
84876	A0A024RBT3
84876	Q96D31
84870	Q9BXY4
51764	Q9P2W3
84872	Q96K80
3641025	Q5A6R1
55224	A0A024R976
55224	A0A024R9A8
55224	B7Z1G7
55224	Q9NVF9
171856	Q9N4I1
2541397	Q9HDU7
51762	Q92930
154664	A0A0A0MT16
154664	Q86UQ4
32625	Q8IN17
32625	Q8IN18
32625	Q8T0Q8
112939	A0A024R7E0
112939	Q96RE7
830159	P29976
499655	B2RZ99
71517	I1E4X5
71517	Q8BWQ6
51761	B7Z880
51761	Q6ZSP3
51761	Q6ZU25
51761	Q9NTI2
55863	A0A024R5L4
55863	Q8IUX1
813455	Q8I2X4
818402	A0A178VZ00
818402	O80448
283869	Q8N729
818400	O80446
818407	A0A178VW24
818407	Q8H7F6
829172	A0A178UYG0
829172	Q8L517
19309	Q9WUB3
818409	Q9M6N7
818408	A0A178VY66
818408	O80452
16178	P27931
16178	Q4FK69
829179	A0A178V1Y4
829179	F4JQC2
829179	Q9M0A4
172766	Q93228
841609	A0A1P8ARS9
841609	C0LGG3
821367	Q8RWJ7
821365	Q9LS54
830153	A0A178V573
830153	O49196
3770126	A0A178UY25
3770126	Q2V3J6
172769	Q93230
172768	Q93233
55229	Q9NVE7
43518	Q9VAG5
43516	Q9VAG9
43517	A0A0B4LI25
43517	P20480
43514	O01382
43515	Q0KHZ6
43511	Q9VAH4
200172	A0A140VJU6
200172	Q499Z3
828582	A0A178V3H6
828582	Q8W4Q4
947086	P0AC02
387914	Q6UWI4
2542327	Q09820
100129654	Q7RTU0
41914	Q9VF31
654483	A0A087WZT3
654483	Q9H3K6
41917	Q9VF28
41911	A0A0B4K663
41911	A0A0B4K690
41911	A0A0B4K6I8
41911	A0A0B4K6Z4
41911	A4V2Z1
41911	E1JIM0
41911	E1JIM1
41911	E2QD16
41911	Q0KI68
41912	Q9VF34
17535	Q3TU24
17535	Q3URU4
17535	Q61216
17535	Q8BRV3
63913	Q3UW53
17537	P97368
17536	A0A0A7EPH8
17536	B1AWK4
17536	P97367
17536	Q3TY73
17536	Q3TYM2
17536	Q3UJ35
17536	Q6GU28
41919	L0CR04
41919	Q9VF26
17532	O08989
17532	Q3TPX5
379781	Q7ZXI5
13449	O70469
13449	Q3TX09
13448	P97465
13448	Q3UWF9
13445	O35207
38485	A8WHD3
38485	X2JCH6
400745	Q6ZV89
10628	A0A024R4B7
