yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF65D	Entry
830048	A0A178V5A2
830048	Q8W570
830048	Q9SVK0
180904	Q22329
180906	Q22378
180907	Q22379
180901	L8E833
180901	Q23179
180902	Q86FL7
300160	F1LNJ1
340348	Q86UF1
30154	Q9YGS4
76308	Q0PD66
76308	Q9D1G1
68212	Q9DA39
157310	Q96S96
157313	A8K8Z0
157313	B7Z5Q5
157313	E9PEI0
157313	Q69YH5
399694	Q6S5L8
68215	Q80VD1
31286	Q9W4U5
4312	B4DN15
4312	P03956
4312	Q53G95
4313	A0A024R6R4
4313	P08253
31283	Q9W4U8
811669	Q8IM05
4316	P09237
31280	Q9W4V0
4318	P14780
4319	P09238
811661	Q8IM14
67444	Q8R0F6
18777	P97823
856588	P38870
856589	P38720
37874	Q9W198
37872	Q9W199
37873	A0A0B4K8B2
37873	E1JGV6
37873	O44081
37871	A0A0B4LGG8
37871	Q9W1A0
856580	P38865
856581	P38866
856582	P38867
856583	P38699
856584	Q03558
37879	Q9W194
3117	A0A173ADG5
3117	P01909
3117	Q8MH44
3115	I4EC15
3115	P04440
3113	P20036
3113	X5CKE2
3112	P13765
3112	Q5QNS2
3111	A0A1V0E3M7
3111	A0A1V0E3N1
3111	A0A1V0E3N3
3111	A0A1V0E3N6
3111	A0A1V0E3N7
3111	A0A1V0E3P0
3111	A0A1V0E3P1
3111	A0A1V0E3P3
3111	A0A1V0E3P6
3111	A0A1V0E3P8
3111	A0A1V0E3P9
3111	A0A1V0E3Q1
3111	A0A1V0E3Q2
3111	A0A1V0E3Q3
3111	A0A1V0E3Q4
3111	A0A1V0E3Q5
3111	A0A1V0E3Q6
3111	A0A1V0E3Q7
3111	A0A1V0E3Q8
3111	A0A1V0E3R0
3111	A0A1V0E3R3
3111	A0A1V0E3R4
3111	A0A1V0E3R6
3111	A0A1V0E3R8
3111	A0A1V0E3S0
3111	A0A1V0E3S4
3111	A0A1V0E3S6
3111	A0A1V0E3S7
3111	A0A1V0E3T1
3111	P06340
3111	X5CF87
3110	P50219
115416	Q96EH3
229658	Q80Z96
222389	Q8N7W2
3896724	G4SF97
3896724	G4SFA4
3896724	G4SFA6
3896724	G4SFA7
3896724	Q1XFX9
81910	A2AVJ7
81910	Q8CAB9
81910	Q99PL5
295214	P35467
232944	Q8CIP4
838690	Q9SYP1
232946	Q5U5M8
84255	Q8NCC5
3648208	A0A1D8PSW1
64434	Q5C9Z4
838691	F4HWC3
2590	A0A1L7NY50
2590	B7Z6K2
2590	G3V1S6
2590	Q10471
124446	A0A024R618
124446	Q86XT9
64430	B6ZDM2
64430	Q63HM2
4333860	Q7G7J6
2593	Q14353
2593	V9HWB2
203228	Q96LT7
20630	Q569X3
20630	Q62241
25824	P30044
25825	Q9Y5Z0
25822	O75953
25820	Q9Y4X5
25821	Q9Y2Z2
186536	Q20988
374403	Q8IV04
25828	B4DX69
25828	Q99757
25829	A0A024R1S0
25829	Q9Y519
83620	E9PSL7
180278	B1V8J2
180278	D9PTN9
180278	D9PTP0
180278	D9PTP1
180278	Q9XWX6
180278	Q9XWX7
66711	P70122
66713	P61161
66713	Q5SW83
431943	Q6NRE8
218506	Q8BK72
23378	O43159
23379	Q9Y2F5
188040	Q22140
23376	O94874
23370	Q6ZSZ5
23371	A0A024RB48
23371	Q63HR2
23373	Q6UUV9
13627	P10126
13627	Q58E64
73748	E9QP13
73748	Q80WP8
828613	F4JRV2
828613	P21276
852001	P06844
852000	Q04170
852003	P33298
852002	Q04172
852004	Q04175
852007	Q04177
852006	Q92317
852009	Q04179
852008	Q04178
177557	Q18758
177551	Q9XYB7
177552	H2KYK9
177552	O44189
177552	W6RRY4
171867	H2L0S2
171867	Q6AW08
171866	G8JYG1
171866	Q9U757
828617	A0A178V1V3
828617	P29525
853358	P09880
853359	P19658
853356	P46954
853357	P05150
853354	P47026
853355	P47027
853352	P40310
853353	P12954
853350	Q01389
853351	P40309
6668	Q02086
6662	P48436
6663	A0A024R1N6
6663	P56693
6660	A0A024RB06
6660	F5H0I3
6660	P35711
6660	T2CYZ2
6660	T2CZM2
6666	O15370
6667	P08047
6664	P35716
6665	O60248
839159	A0A1P8AQH1
839159	Q8VYA7
221120	Q96Q83
397785	Q6DFK6
839156	A0A1P8ATV1
839156	Q9C660
839152	Q9C658
15976	O35664
15976	Q923Z6
15976	Q9D1R7
100170841	A6NHQ4
618684	Q3SZ92
610457	J9NVT1
173707	Q965L8
838184	Q9S9M2
94086	Q9BQS6
43901	Q9NBD7
51371	Q9Y244
821718	A0A178V6X3
821718	Q9LDC0
43905	E1JI64
43905	E1JI66
43905	M9PBV5
43905	M9PEG9
43905	M9PEH2
43905	M9PEQ0
43905	M9PEX9
43905	M9PHR0
43905	Q9GQF1
43904	O18645
43906	A8JNW4
43906	E6PBY1
43906	M9PD50
43906	Q7KTX8
821712	Q944H2
821717	A8R7E6
140901	Q8TDR2
140902	Q9H3Y0
140908	Q03114
820042	Q9SR93
820046	A0A178VMU8
820046	Q8VYP0
75744	Q3TYK1
75744	Q3UZP4
66368	Q9D7H3
825823	A0A178UZK9
825823	Q9ZS88
100128927	B2RXF5
2539169	O74847
2539168	O94415
842656	A0A178WJ26
842656	F4I3M3
852919	P53219
852918	P53218
852916	P27882
852915	P28737
2539162	O74415
852913	Q12141
852912	Q12085
852911	Q3E792
852910	P53217
4961488	F5HFG5
4961488	Q2HRD4
6041	Q05823
856209	Q06835
856208	Q06834
856207	Q06833
856204	O13585
856203	P20424
856201	P29055
856200	Q06822
231997	P59024
231997	Q542Q0
947921	P06993
68817	A2ADY9
68810	A0A0G2JEX1
68810	Q7TPW1
822551	Q9LJV9
854519	P10964
854518	P46669
5108	A2RUU9
5108	B9EIS5
5108	Q15154
3885758	C6KSX8
281160	P03968
854511	Q01926
818312	A0A178VW33
818312	Q9ZUT0
854513	P40825
5101	A7E2D9
5101	B7ZM79
5101	Q5VT82
5101	Q9HC56
5101	X5D7N0
854515	P47988
854514	P22023
854517	P52492
854516	Q99326
2540334	O59679
172078	B1V8A0
2540335	O74364
172074	O02056
839840	B3H7B3
839840	Q8L6Z7
172076	H2KY58
172076	H2KY59
172076	H2KY60
839846	Q9C7N2
839844	A0A178WMD1
839844	A0A1P8ASL8
839844	Q9C7N4
172072	O01804
836395	A0A178U8N7
836395	Q9FM19
36398	Q0E9A0
36399	Q7JVM1
836391,836390	A0A178UP81
836391,836390	Q56YW9
836391,836390	Q9ASR0
36395	A0A0B4LEY2
36395	A0A0B4LF85
36395	E2QCC2
36395	Q0E9A2
36395	Q7JR72
36395	Q95T77
36390	Q24368
27291	A0A087X0M0
27291	A8K931
27291	D3DR60
27291	Q4KMT0
27291	Q4KMY3
27291	Q7Z5L2
36392	A1Z934
836398	A0A178UGH4
836398	Q9FM16
830493	A0A178UEY6
830493	Q9LHT0
837446	O80482
285429	Q3SXM0
33349	M9PBR4
33349	M9PE00
33349	Q9VQ36
837443	A0A178W5L3
837443	A0A1P8AMD5
837443	A0A1P8AMG9
837443	Q8RWV8
33346	M9PBN7
33346	P48603
33347	Q9VQ34
837448	A0A178WMY7
837448	O80480
380698	E9QQ96
380698	H7BX05
3885777	C6KSX2
33343	Q7KU09
33343	Q9VQ30
838182	Q7X8C5
308051	A0A140TAB2
308051	Q5XIK5
134492	Q8WVJ2
844384	Q9M8L3
360949	G8EXB8
2540338	O43012
100751524	G3IM13
2538698	Q76PC4
2538699	O74873
36648	Q7JVV8
36642	A0A0B4KEQ4
36642	Q7JWV5
36643	A0A0B4KG11
36643	F0JAK5
36643	Q7K0G4
44155	Q7K5M6
36641	Q7K2Q8
2538694	Q9Y7Q2
218397	E9PYG6
36645	Q7JN06
36645	Q94513
2629	A0A068F658
2629	B7Z6S9
2629	P04062
84410	Q66HP1
4794196	Q8IAQ8
300965	Q4FZX7
8287	O00507
113802	Q5T8I9
84418	Q9H1C7
84419	A0A024R5U4
84419	Q9C002
41679	Q9VFS1
41671	A0A0B4KFZ5
41671	Q9VFS9
41670	A0A0C4DHG5
41670	P26686
41673	Q8T9L5
41672	Q9VFS8
41675	A0A0C4DHE6
41675	Q9VFS5
41674	Q9VFS6
843721	A0A178WM70
843721	F4HS08
41676	Q9VFS4
9582	Q9UH17
836244	A0A178UBU8
836244	Q9FNP4
842218	A0A097NUQ5
842218	A0A1P8ATL6
842218	F4IBD7
10019	B7Z7K6
10019	F5GYM4
10019	Q59H48
10019	Q96BA5
10019	Q9UQQ2
388569	Q6AW86
178619	A0A0K3AUR3
178619	B1GRL4
178619	Q9UAQ3
7352	A0A0S2Z4G5
7352	P55916
844381	F4HS68
844381	Q8VZM1
178612	P43509
178616	A0A0K3ASH4
178616	A0A0K3AW32
178616	Q95Y58
178615	H2KZV5
178615	Q4W525
178614	A0A0K3AVX0
178614	O16305
76464	A3KGI3
836243	A0A178URY5
836243	Q8L9E3
818860	A0A178VV64
818860	Q5GM68
836242	A0A178UGR9
836242	Q9S7P9
76469	E9QLJ0
15519	P07901
15519	Q80Y52
175938	O76725
819190	A0A178VVM7
819190	O80837
831720	A0A178UDG9
831720	Q0WWC2
831720	Q39101
819197	A0A178VPS7
819197	Q0WNP7
819194	A0A178VRK9
819194	O80833
831724	A0A178UNB4
831724	P49201
15511	P17879
16600	F2YID5
16600	Q60793
831729	Q9LZM6
15512	P17156
15516	P11499
15516	Q71LX8
3885728	C6KTC3
191624	Q19503
174044	Q09488
841085	Q1H5C9
171039	F1LPB9
171039	P47709
24547	I7FKL4
24547	P02688
24547	Q5XFW1
836248	A0A178UKL9
836248	C0SVV2
836248	Q570R7
38528	Q0E8H9
38528	Q8IRB6
37117	A0A0B4K7G1
37117	A0A0B4K897
37117	A0A0B4LGX1
37117	A1ZB77
37117	A1ZB78
37117	A1ZB79
37117	A1ZB80
37117	A1ZB83
37117	E1JGL5
37117	Q7JRI6
37116	Q7KN75
37111	A1ZB71
791454	Q76C29
37113	A1ZB73
37112	A1ZB72
399314	P23437
399317	A0A1L8ES83
399317	P25979
37119	A8DYI2
37119	Q7K556
367562	M0R544
367562	Q6P7A9
664713	Q91086
838492	Q56Y74
838491	Q9LMB9
259434	Q09636
259434	Q4JFH9
259434	Q4JFI0
259434	S6FD32
844382	Q24JK4
822375	B0F9L4
822376	Q9LT58
822378	Q9LT56
836341	Q6NPM5
44849	A0A0B4KH81
44849	A8WHL1
44849	P52168
44849	Q9VEZ8
44848	P42570
44843	M9PCX7
44843	M9PFM6
44843	Q9VVV9
286319	Q2TAM9
217578	G3UWZ0
3885727	C6KTC2
2870328	A0A1U8QGU3
2870328	Q5AYS0
127428	Q96MN5
283337	Q8NDX6
819734	Q9M9X2
318210	Q8IRT0
2876440	A0A1U8QG14
2876440	Q5BFL2
12772	P51683
12772	Q3TRK1
12772	Q543S8
819731	Q9M9W9
261629	A0A0B4LGY0
261629	A0A0B4LGY1
261629	A0A0B4LGZ0
261629	A0A0B4LI11
261629	E1JIH1
261629	E1JIH2
261629	E1JIH3
261629	Q9VH91
819738	A0A1I9LSX7
819738	Q147N1
819738	Q9M9X4
827827	A0A178V0F6
827827	Q9SVG8
827826	A0A178UWK5
827826	Q9SVG9
2539908	Q9P6R4
69875	G5E814
2539903	O60113
2539902	Q9USZ7
2539901	Q9UUF1
2539900	O74757
2539907	Q9UTS5
2539906	O60131
34502	M9NCT1
34502	Q9VKN9
835402	A0A178UF96
835402	A0A1P8BE01
835402	Q700C7
312477	Q4QQV2
55914	Q96RT1
5689	A0A140VK45
5689	P20618
5688	A0A0K0K1K4
5688	O14818
5685	H0YLC2
5685	H0YN18
5685	P25789
5684	A0A140VK43
5684	P25788
5687	A0A140VK44
5687	P60900
55916	Q9NPJ8
5681	P11801
5680	Q9UQ72
5683	A0A024RA52
5683	P25787
5682	B4E0X6
5682	P25786
2703388	F8RFA1
2703389	G8HBH2
2703389	P08393
2703384	D3YPH1
2703384	P04291
395688	O13016
844267	A0A1P8ARJ2
844267	Q9FPE7
3885722	C6KTB7
843585	A0A178WAF0
843585	F4IDD2
843585	Q9CAH0
81693	B3KP64
81693	Q9BXJ7
80149	Q5D1E8
81691	A0A024R390
81691	Q96IC2
834809	A0A1P8BBT2
834809	Q9FGJ8
11519	Q8C0Y2
11519	Q9QYB8
11518	E9Q1K3
11518	F8WGR0
11518	F8WHZ9
11518	Q9QYC0
50497	Q3UDN3
50497	Q99M31
11514	A0A2I3BQ46
11514	P97490
11514	Q3UUN2
834803	A0A178USN6
834803	Q9FGK4
834802	Q9FGK5
834807	A0A178UG56
834807	Q9FGK0
834806	Q8LG88
830139	A0A178V427
830139	C4PW05
830139	P42801
5979	A0A024R7T2
5979	P07949
5978	Q13127
3885723	C6KTB8
838721	Q39191
65172	G3V663
838723	Q9LMP1
5973	P51606
5972	P00797
5971	D6R992
5971	Q01201
5970	A0A087X0W8
5970	Q04206
5977	A0A024R582
5977	J3KMZ8
5977	Q92785
5976	A0A024R7L5
5976	A0A024R7L8
5976	B3KY55
5976	Q92900
56998	A0A024R4D7
56998	Q9NSA3
154197	Q8NA58
839457	A0A178WEL9
839457	A0A1P8AVU0
839457	F4I5R5
831315	Q9M548
839450	A0A178WF48
839450	O23016
839453	Q8L4H0
839452	A0A178W464
839452	Q940Q1
56990	Q9NRR3
17202	P56450
56992	C9JKA9
56992	Q9NS87
56993	Q549C5
56993	Q9NS69
60528	A0A0S2Z5M8
60528	Q9BQ52
60529	Q9H161
94091	Q99PQ2
56997	A0A024R3S3
56997	Q8NI60
100653503	A0A1L8GBY1
100653503	E3WDQ9
2539488	Q9Y7U7
84858	Q96F45
84859	B4DU23
84859	Q96II8
84619	A0A0S2Z5X3
84619	Q8N5A5
842187	Q8L7W1
2540902	Q10338
834764	A0A178UAE4
834764	Q9LVU1
821050	A0A178VNQ6
821050	Q9LVI8
821052	A0A178VHK5
821052	A0A1I9LLU0
821052	A0A1I9LLU1
821052	Q9M8S6
70427	Q3U3N0
821054	F4J6F6
821055	A8MR24
821055	F4J6F9
821055	Q9LVI4
69125	Q9D8X5
824029	Q9SMN1
821058	Q9ASZ4
824027	Q8VZ79
814988	Q9SJC2
824020	F4JF32
824020	F4JF33
3642272	A0A1D8PKF2
42717	A0A0B4KGM2
42717	Q962I0
42716	Q9VCS4
42715	C6SUV4
42715	Q9VCS5
498109	G3V678
42710	A0A0B4K6G5
42710	Q9VCS7
842237	A0A178W8Q5
842237	B5BRD8
842237	Q93VB8
826884	A0A178V4N8
826884	A0A1P8B842
826884	A0A1P8B846
826884	F4JRE7
826884	Q9SU14
826885	Q9SU13
42719	Q9VCS1
831267	A0A178UDN5
831267	Q9FMT4
831264	A0A178UDE4
831264	Q0WRF4
231834	Q8CFD4
831261	A0A178U9P3
831261	Q9FMT9
832754	Q6NPN5
831268	A0A1P8BB65
831268	A0A1P8BB68
831268	A0A1P8BB72
831268	A0A1P8BB89
831268	Q67ZU1
399462	A0A1L8GR83
399462	P35615
850669	Q12358
850668	Q12198
850663	Q12226
850662	P0CE90
850662	P0CE91
162605	Q7Z3Y7
850660	Q99208
850666	Q12390
850665	Q12372
850664	Q12525
9229	A0A0A0MTP4
9229	A8MXQ8
9229	B7Z2J5
9229	O14490
9229	Q6IS01
9228	A0A1B0GTN4
9228	A0A1B0GXK6
9228	Q9P1A6
9227	O95237
814985	Q9SJC4
9223	Q96QZ7
9221	B2RAU8
9221	Q14978
9221	Q96J17
9220	O95411
54870	A1L3Z9
54870	Q2TAL8
54873	A0A0S2Z5E7
54873	Q9NP74
54872	D6RFE8
54872	E7EM50
54872	E7EWV1
54872	Q5H8A4
54872	Q8NCI4
54875	B1AMC8
54875	Q9NXG0
54874	B4DSI7
54874	Q5T0N5
32387	Q9VY33
54876	Q9NXF7
54879	Q8TDW4
54878	A0A024R5Z6
54878	A8K4U2
54878	B4DLA8
54878	Q6V1X1
815055	Q9S7J7
829685	A0A178V3J8
829685	Q38871
829684	A0A178V1T0
829684	F4JMZ7
829684	Q8LPQ8
829686	A0A178V2F2
829686	Q9ASZ6
829681	A0A178UTT4
829681	O65499
388962	Q53S33
388962	Q8N338
829682	A0A1P8B880
829682	Q93YT1
66229	Q9D8M4
12350	P16015
12355	O35627
12355	Q3UEP1
12355	Q5FW96
10260	Q05C90
10260	Q7Z401
53471	Q9V3U3
53471	Q9VMV3
10262	B3KUJ0
10262	Q15427
53473	Q0KI00
23062	Q9UJY4
10266	A0A024R1Z2
10266	O60895
10267	E9PC20
10267	O60894
10268	A4D2L1
10268	O60896
10269	O75844
283897	Q6UWD8
367218	F1M9C5
245596	Q14B70
827597	Q8GYP4
827596	A0A178V4P0
827596	Q9SN51
827594	A0A1P8B4R2
827594	A0A1P8B4R7
827594	A0A1P8B4S1
827594	A0A1P8B4T4
827594	Q5XPK0
827591	A0A178V2X5
827591	Q6NLG7
49808	Q7YTY6
49809	Q7KUX7
49809	Q8IR13
49809	Q9VXF8
49809	X2JC79
49809	X2JE34
142678	Q96AX9
176588	Q95PZ7
387882	Q8TAD7
49803	Q7JV69
49806	Q9VII7
49806	X2JAJ8
49804	Q9VFC2
49805	Q7K8Y3
49805	Q7K8Y5
49805	Q8MM39
49805	Q8MM49
49805	Q8MPN5
49805	Q8MPN6
49805	Q8MPN7
49805	Q8MPN8
380351	O42585
829536	A0A178US28
829536	A0A1P8B792
829536	A0A1P8B7A5
829536	O81760
829535	Q8VZJ7
66222	Q9D154
829531	Q84WK0
380358	Q7ZXK4
2965	P32780
2967	A0A087WYD5
2967	Q13889
2966	Q13888
2961	P29084
2960	P29083
2963	A0A024RDU9
2963	P13984
2962	P35269
24784	G3V7Y7
24784	P26433
814817	F4IRC0
814817	O80605
814817	Q0WV10
2969	A8K9W7
2969	P78347
2969	Q499G6
2969	X5D2J9
2969	X5D939
2969	X5DNP5
2969	X5DR09
2968	A0A1U9X7S4
2968	Q92759
827049	P43255
827049	Q548D1
851139	P20051
54296	P49803
24067	P14576
3354918	A8Y560
3354918	O17445
54292	D4AB55
54292	O08774
851130	Q06688
851131	Q06689
851132	Q06991
851133	O13578
54299	A0A0G2K2B4
851135	Q06696
851136	Q06697
851137	Q06698
653220	Q9HD64
79146	O88881
819126	A0A178VQF0
819126	Q42044
79140	Q9BUN5
79142	Q9BUL5
79143	Q96N66
68988	Q8CCF0
79148	B3KV06
79148	C0H5X0
79148	Q9H239
79149	A0A024R4S6
79149	A0A0C4DGQ1
79149	Q9BUG6
822465	Q9LSJ8
179202	G5EDL3
175582	G5EF61
175582	Q86MD1
179200	G8JY31
179200	Q21268
175584	P48154
13000	O54833
13000	Q545V8
13000	Q8CDH5
175586	Q17802
179204	Q8I7I5
175588	P47209
175588	Q8WQG4
179209	O01530
13008	P97314
2541535	Q09873
178151	Q7YTG9
178152	Q19337
2541536	Q9UTR1
2541531	O42861
2541530	P87058
178156	Q21554
2541532	O14048
178158	G5EFD8
178159	E5QCG5
178159	E5QCG6
178159	Q17410
2541539	Q9P7M6
2541538	Q09895
838624	Q84JN6
54123	D3Z4U9
54123	P70434
54123	Q3TW14
54123	Q542T3
2539749	O42918
54127	P62858
54127	Q059I1
54126	A0A0R4J0X8
54126	Q9ES28
54124	P61025
844268	A4GSN8
68193	Q8BP67
20204	A2APZ7
20204	Q06348
68192	Q9CQ74
20200	P14069
20200	Q545I9
20203	P50114
20203	Q3UY00
91768	A0A024RC20
91768	A7K6Y5
91768	Q8TDN4
20209	P05367
283219	Q4G0X4
22897	Q9UPV0
67604	Q9D1H7
67607	E9PZ68
67607	E9Q980
67607	Q3TQT9
67607	Q8BUQ3
68197	Q9CQ54
67603	Q9DBB1
68196	Q9CQZ1
175056	Q9XVH6
175054	G5EDM7
843919	A0A1P8AVE0
843919	F4I0P9
843918	A0A178WDK6
843918	A0A1P8AQF4
843918	F4I0P8
818422	A0A178VUF4
818422	O80910
843911	A0A178WQG2
843911	P12411
843915	A0A178W3N9
843915	C0LGJ2
843915	Q9SYQ8
843914	A0A178WKW6
843914	Q9LQT3
843917	A0A178W747
843917	Q38937
93728	Q8C7D3
51510	Q9NZZ3
51513	Q9Y603
51512	Q9NYZ3
294988	F1LWB9
51514	B4E0E6
51514	Q9NZJ0
51517	Q9NZQ3
23576	B1AKK2
23576	B4DGT0
23576	B4DYP1
23576	B4E3V1
23576	O94760
79949	Q5SXH7
103226055	A0A0D9RU37
59067	A0A224B028
59067	Q9HBE4
59069	D3Z6I8
59069	E9Q5J9
59069	E9Q7Q3
59069	P21107
59069	Q58E70
59069	Q8C7C3
59069	Q8K0Z5
55831	Q9P0I2
24782	P26431
322221	Q7SYE2
126433	Q8NI29
18414	A0A0R4J268
18414	G3X8V6
18414	O70458
18414	Q3TRK8
3361295	Q9USX4
821303	A0A178VN03
821303	Q8LFK2
821303	Q9M9P5
821910	A0A178VBP4
821910	Q8H118
35727	A1Z748
35727	A8DY57
35720	A1Z739
73178	Q3TXX8
73178	Q6PDL3
73178	Q91YD9
73178	Q9CXQ9
92235	Q5VZP5
821307	A0A178VKW0
821307	Q9MAB9
35728	P07486
398609	A0A1L8GBD0
398609	Q7T3S0
5184	A0A140VJR2
5184	P12955
680955	D3ZHC6
74187	Q8BG40
93185	Q969P0
48343	C0HKA2
48343	C0HKA3
48343	C0HKA4
93183	Q9H3S5
1466491	Q45U18
843197	Q8VZS3
223254	F8VPU2
223254	Q8BM51
223255	Q3U335
223255	Q99KH8
98758	Q9Z2X1
839109	A0A178WMT0
839109	Q94AK8
75767	E9Q8L9
75767	Q9D620
34010	Q9VM26
12051	Q9Z2F6
266629	Q495V9
266629	Q6XCI7
266629	Q9UDX4
821812	A0A178VKN0
821812	P34047
1043	P31358
1043	V9HWN9
32189	Q9VYN4
839108	A0A178WFD1
839108	A0A178WG74
839108	A0A1P8AS01
839108	Q9FRH4
5360	P55058
32183	B7Z145
32183	E1JJM6
32183	M9NF26
32183	M9PJK5
32183	Q9VYN8
1466493	Q3E7Z5
816506	Q8W497
1040	A0A024RDG8
1040	Q92903
816502	A0A2H1ZE15
816502	O82197
1047	A0A140VKG2
1047	O14967
816509	A0A178VRX4
816509	A0A1P8B1I3
816509	O82191
821813	F4J099
1046	O14627
26207	A0A0C4DGP0
26207	Q9UKF7
26206	A0A140VJV0
26206	Q99932
26205	B4DQS0
26205	Q9UKD1
5364	O43157
100113359	A0A1D5NUW6
100113359	A5HUM4
100113359	Q6XXM1
1044	P47902
1466492	Q3E7Z4
34313	Q9VL70
299971	Q5FVI6
100529129	E9KNA5
100529128	E9KNA4
77799	Q8R4L0
854357	P32836
854356	P33330
854355	Q08559
854354	P0CX33
854354	P0CX34
854353	Q12446
854352	Q08558
854351	Q08553
854350	P28006
21969	Q04750
21969	Q3TPX7
21969	Q3ULF5
21968	O88746
21968	Q3UDC3
21968	Q561M4
854359	P02992
854358	Q08560
56381	A2ADB0
56381	A2ADB1
56381	Q3UV27
56381	Q62504
34310	Q8MRQ1
34310	Q9VL73
3739	P22459
3738	P22001
3737	P16389
3736	Q09470
3735	Q15046
56389	Q8K1E0
3732	P27701
3730	P23352
4923	P30989
4922	P30990
4922	Q6FH20
4921	A0A024R906
4921	Q16832
4920	Q01974
4927	B4DP20
4927	Q99567
4926	A0A024R5M9
4926	Q14980
4926	Q3SYK8
4926	Q4LE64
2130	Q01844
2131	Q16394
79922	Q6IN84
79923	A8K4D1
79923	Q9H9S0
4929	F1D8N6
4929	F1DAL2
4929	P43354
4929	Q53EL4
4928	P52948
837867	A0A178W427
837867	Q9SAE4
2138	A0A024R813
2138	A6NCB9
2138	B3KXR1
2138	F8WB53
2138	Q0P517
2138	Q99502
2139	E7ETN2
2139	O00167
2543263	Q9US45
2543261	Q9US42
115004	Q8N884
2543267	Q9US47
2543265	Q9UR09
2543264	Q9US46
837602	A0A178WGN0
837602	A0A1P8AN63
837602	A0A1P8AN85
837602	F4HVY0
79809	A8KA77
79809	Q7Z4L5
837600	A0A178WJI7
837600	A0A1P8ANB9
837600	F4I4E1
837601	A0A178WFK1
837601	Q93W05
837601	Q9XIJ0
837606	A0A178W4P5
837606	Q6ID97
329064	A2A259
837608	A0A178WAA1
837608	B3H4E5
837608	Q84JF9
837609	A0A178WCZ1
837609	Q8H101
14004	Q9D1L0
106298	B2RS91
34316	Q9VL67
5728555	A8JHD4
4803	P01138
222484	Q8N448
1288	A0A087WZY5
1288	A8MXH5
1288	A8VPY0
1288	B2RTX6
1288	B7ZMM7
1288	F5H3Q5
1288	Q14031
817675	A0A178VQ89
817675	A0A178VQM6
817675	Q9SJX7
36405	A0A0B4JD45
36405	H0RNE3
36405	Q9V6G5
36406	Q7JVK1
817676	Q9ZSK2
36400	Q8T0N5
36401	A1Z949
817673	A0A178VWT1
817673	F4IPY2
817673	F4IQQ3
35677	Q7JUZ9
232333	P31648
232333	Q6PCX2
817679	A0A2H1ZE48
817679	Q84TK1
36409	A0A0B4LEY6
36409	Q94518
4808	A0A024R0I7
4808	Q02577
856774	Q6Q560
4809	P55769
4809	Q6FHM6
192136	Q3TV98
192136	Q7TNE1
113130	A0A024R5D6
113130	Q96FF9
57380	A0A0A0MQX2
57380	B4DSN2
57380	Q9HD23
35673	Q7JRM5
31290	Q08180
31290	X2JCF8
79802	Q6UWX4
1466499	Q3E760
35670	Q8SXY2
856596	P38876
79805	A0A140VJZ5
79805	A8K4K8
79805	Q86V25
856770	P40031
34314	Q9VL69
34803	Q9NGC3
34800	Q9V3U5
856594	P38874
34806	Q9VJV2
34807	P56544
34807	X2JE33
34804	Q9V414
34805	Q10714
34805	X2J8C3
34808	Q8SXX2
34809	M9MSI3
34809	Q9V3G8
4306	A0A0D9SFL9
4306	B0ZBF6
4306	P08235
2543486	Q9P4W9
1466498	Q8TGS9
2543484	Q9P4X3
2543483	Q9HDW8
2543482	Q9P6M3
2543481	P36630
2543480	Q9P6M2
83523	P97697
57515	Q9NRX5
286827	Q8IWR1
446997	Q6DCM1
57514	Q2M1Z3
856779	P40035
304791	Q6XUX2
31958	Q9W2W5
316369	D4A3M8
10605	Q9H074
815959	O80980
823594	Q8H0W2
850300	Q96VH5
850301	P25375
850302	P25584
850303	P25583
850304	P25582
850305	P25580
850306	P25579
850307	P16550
850308	P25577
850309	P25380
6840	O95425
6840	Q569J5
6846	Q9UBD3
6847	A0A024R0I2
6847	A0A087WZC3
6847	B7ZLS9
6847	Q15431
6844	F8WCA0
6844	P63027
6845	A0A024R061
6845	A0A024R074
6845	P51809
347688	Q3ZCM7
814370	O97237
814373	O97239
2070	A0A0S2Z3Q2
2070	A0A0S2Z3V9
2070	B4DIV6
2070	B4DRQ6
2070	E9PLN6
2070	F2Z2Y1
2070	O95677
2070	Q96CJ7
853969	P0CH08
853969	P0CH09
853968	P32901
853965	P36166
853964	P36165
853967	P32583
853966	P36167
853961	P15938
853960	P22354
853963	P36164
853962	P36163
33635	Q9U4G1
840063	A0A178W7A8
840063	Q9C504
33630	Q9VQX8
33631	Q9VQX9
18256	Q80ZM2
18256	Q9Z0L3
33638	A8DYU9
33638	Q9XYR0
33639	Q9VQY7
71461	Q8BKG3
840065	Q6NMI3
6590	P03973
6591	O43623
6594	A0A0A0MRP6
6594	B7ZLQ5
6594	P28370
6595	B1ALF6
6595	B4DNT1
6595	B4DSC8
6595	F6T8Q0
6595	F6VDE0
6595	P51531
6595	Q56A76
6595	Q8N9Q1
6596	A0A0C4DGA6
6596	A8K5B6
6596	Q05BZ6
6596	Q14527
6597	A7E2E1
6597	B3KNW7
6597	P51532
6597	Q9HBD4
6598	G5E975
6598	Q12824
6598	Q9H836
6599	Q58EY4
6599	Q92922
234594	A0A1D5RMJ8
234594	B7ZWL1
234594	Q6ZQ08
817986	A0A178VW89
817986	O80774
39400	Q9VTV7
39403	Q9VTW0
39403	Q9VTW1
39403	X2JB05
39403	X2JGL7
39402	Q9VTV9
