yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF3FI	Entry
36555	P21519
817506	A0A178VSR5
817506	Q9ZW35
185809	E1B6Q7
185809	Q22973
812082	Q8IKV1
817502	A0A178VVN0
817502	F4IKQ3
817502	Q0WRM1
817502	Q9ZW33
816299	Q7XJR9
831479	Q9M038
284207	Q641Q3
1466421	Q3E810
340419	B3KVP3
340419	Q6UXX9
76510	E9PZ41
76510	E9Q3T8
76510	Q3U0M1
811956	Q8IL74
839663	A0A178WLU2
839663	Q940U5
346157	Q9UJN7
30983	P09774
823335	Q9M1L7
30982	P10084
1466422	Q3E795
99152	Q8BZQ7
34950	M9PBC0
34950	M9PD04
34950	M9PD78
34950	M9PDI1
34950	M9PDI5
34950	M9PFZ4
34950	Q24270
34951	Q8IP22
34952	O61722
34953	Q9V3V9
34954	M9PBC2
34954	Q03019
34956	Q9V406
839667	A0A178WM21
839667	C0SUX8
839667	Q8LEG1
833203	A0A178UDD9
833203	B3H6U1
833203	F4KED5
833203	Q8H1Q3
822437	A0A1I9LL85
822437	A0A1I9LL86
822437	A0A1I9LL88
822437	Q56X95
269582	Q80YR7
18432	Q3U2W2
18432	Q7TPV4
1466423	Q8TGT1
33451	M9PE80
33451	Q9VQE5
18439	C8YIX4
18439	F8WI93
18439	Q3UN00
18439	Q6P5P0
18439	Q8CHP4
18439	Q9Z1M0
269589	A2AE94
269589	Q6KAP5
33458	B7FNJ7
33458	C9QP23
33458	Q960X8
33459	M9PE85
33459	Q9VQF4
822434	A0A1I9LRY4
822434	A0A1I9LRY5
822434	Q9LRS5
217194	Q14DU1
217194	Q8CE33
316273	D3ZFP4
15404	P02830
84934	A0A024RBL1
84934	Q96K30
855088	Q04748
855089	P54730
853875	Q02204
853874	Q02203
853873	Q02202
853872	Q02201
853871	P29468
853870	P21576
855080	P38993
855081	Q04675
855082	P50110
855083	P25298
855084	Q04728
855085	Q04734
855086	P32493
855087	Q04746
171329	Q9R085
814083	Q8IEC3
814081	Q8IEC5
814080	Q8IEC6
107607	Q540J8
107607	Q8BHB0
829705	Q8VY53
33982	M9PC89
33982	P17133
33983	E1JHA6
33983	Q9VM55
33981	O97102
37209	Q8SXZ6
33987	C0MKK1
33987	Q9VM51
33984	Q9VM54
37205	A0A0B4LFX4
37205	A0A0B4LG23
37205	H5V8A7
37205	Q9V8R9
37204	Q7K2B0
37207	Q4V5A7
33989	Q9VM49
33989	X2J523
33989	X2J9R6
33989	X2JDG0
37201	A0A0B4LFX0
37201	Q8T4F7
37203	A0A0B4LFQ3
37203	A0A0B4LFV0
37203	A0A0B4LGY8
37203	A1ZBH7
37203	A1ZBH8
37202	A0A0B4J401
37202	A0A0B4LG19
37202	A1ZBH5
37202	B7YZL1
37202	B7YZL2
37202	B7YZL3
37202	B7YZL5
37202	B7YZL6
37202	B7YZL7
37202	B7YZL8
37202	Q0E919
37202	Q1RKY1
37202	Q7YTZ4
2998	P54840
180608	Q20888
180608	Q8IG10
180608	Q8MQ20
137682	A0A024R9B1
137682	A0A024R9B6
137682	A0A075B6P0
137682	Q330K2
39377	M9NFR5
39377	Q95RE4
39376	A0A0S0WNE9
39376	Q9VTT4
39375	Q9VTT3
39374	Q9VTT2
39373	Q9VTT1
184043	Q09296
184042	Q09294
31588	P46223
31588	X2JCS6
31589	Q23985
59	D2JYH4
59	P62736
58	P68133
55	P15309
31581	Q7YU24
31582	M9PGI3
31582	Q27884
51	Q15067
31585	Q9W3Z5
31586	Q9W3Z4
52	A0A140VK37
52	P24666
52	Q59EH3
68240	Q9CQ71
9020	Q68D39
9020	Q99558
2992	P46976
375307	Q7Z7H3
67414	Q811U4
144568	A8K2U0
144568	B3KVV6
2993	A0A0C4DFT7
2993	E9PD10
2993	P02724
2993	Q14419
10871	Q08708
67412	Q6NZL0
653598	A0A0B4J2A2
339541	Q6PIY5
2876750	A0A1U8QV22
2876750	Q5BEQ4
851054	Q06134
183775	Q18821
3783728	G3CKR2
3783728	P03207
3783728	P0C722
3783728	P0C723
3872956	Q9UW15
811614	Q8IM59
811611	Q8IM62
811610	Q8IM63
3783727	A0A0B6VPY0
3783727	P03209
856579	P00925
810318	Q8IJN3
36442	A0A0B4KEY9
36442	A0A0B4KFU0
36442	Q9I7F7
856571	P16522
856570	P33334
856573	P38860
856572	O13539
856575	P38861
856574	P38719
856577	P38863
856576	P38862
18612	A2A5C2
18612	A2A5C3
18612	A6MDC6
18612	P28322
37701	Q9W1R4
77134	Q9CX86
172562	G5EBY3
852058	P14127
852059	Q02336
852057	Q04110
177580	Q9GYQ9
177580	W6RRU8
177580	W6RTE4
177580	W6SBC7
852053	P38931
852050	Q04089
852051	P36973
823811	Q9SNC0
2539262	O59802
232934	Q8R4U1
100353054	G1SWW8
100088	Q3U6D2
100088	Q6PFB2
100088	Q8VE37
5728459	A8JH68
5728459	P18068
366964	D3ZG21
838257	Q9FZ45
838250	Q6NQG3
829037	A0A178V100
829037	Q9SZE4
172691	A5Z2V0
172691	A5Z2V1
172691	Q8I4J5
172691	Q9XVN9
172693	Q9XVP0
172692	P90860
172695	P90862
172695	Q8I4J6
172694	Q9XVP1
172699	A5JYU2
172699	G5ECP6
172699	Q19902
172698	Q19901
839120	A0A178WCP2
839120	F4ICG2
839120	Q8W4F3
832315	Q9FK85
208258	Q8BXP5
825043	Q9LXS7
825042	A0A178VBY5
825042	Q0WWD3
825042	Q9XGM1
825047	A0A178VIJ3
825047	A0A1I9LM26
825047	A0A1I9LM27
825047	F4J705
825047	P29381
825047	Q1PEE1
825047	Q5XXJ3
185022	G5ED66
825044	A0A178VNV2
825044	Q9LXS6
2542866	Q9UT14
215707	Q8VDN4
75565	Q9DA08
818722	A0A178VRU5
818722	Q8RWS1
374163	P08110
813616	Q8I2H1
832355	Q9FFB7
830497	A0A1S5M0M7
830497	Q8W1W6
818721	Q9T0P4
308441	B2RZ47
308441	F1LSX7
817976	A0A1P8B1T4
817976	F4IGW2
817976	Q6AWX6
817977	A0A178VW47
817977	O22969
817977	Q0V7R6
817975	O22967
817970	A0A178VVH0
817970	A0A1P8AX45
817970	A0A1P8AXA5
817970	F4IGV3
817970	F4IGV4
817970	Q8H0T0
819915	A0A178VDP2
819915	F4JED5
819915	Q9SFV7
821740	Q9LSX8
821741	A0A178VH76
821741	Q9LSX7
821742	Q9LJ45
819919	A0A178VKV5
819919	A0A1I9LQH8
819919	Q9S7A6
821744	A0A178VEW7
821744	Q9LRM4
4716	A8K761
4716	O96000
817979	A0A178VYP1
817979	O22971
67949	Q91VE6
42008	Q9VET9
2872505	A0A1U8QGV6
2872505	Q5B425
42006	Q9VEU1
42005	Q9VEU2
42004	A0A1B2AJN1
42004	Q8SZ16
42003	G4LU61
42003	P17719
42002	Q9VEU5
42001	B7Z0S6
42001	Q9VEU6
42000	A0A0B4KHM2
42000	Q9XZ58
821209	F4J2A8
821209	Q9LE63
6699	P22528
177057	Q86DD7
177057	Q9N2W5
177057	U4PAW3
177057	U4PBA6
855709	P53972
855708	P53971
855707	P53970
855706	P47821
855705	P53969
855704	P53968
855703	P53966
6696	A0A024RDE2
6696	A0A024RDE6
6696	A0A024RDJ0
6696	B7Z351
6696	P10451
6696	Q3LGB0
852294,855701	P02309
852295,855700	P61830
201973	D3DP56
201973	Q96LW4
734721	Q498G1
4718	A0A024R5K6
4718	O95298
811348	Q8I5B3
832352	Q1H5F7
832352	Q9FFC0
282616	Q8IZJ0
853019	P40260
2542862	Q9P7B8
321974	F1R3J9
853011	P23615
853010	P53267
396020	Q90623
396021	P48463
853015	P0CX29
853015	P0CX30
853014	P53270
853017	P53271
853016	P48837
6341	O75880
6340	A5X2V1
6340	P51170
6343	P09683
6342	B2R761
6342	E9PLD1
6342	P22307
6342	Q59HG9
6344	P47872
6344	Q8IV17
6347	P13500
6349	P16619
6348	A0N0R1
6348	P10147
173777	Q23493
71943	Q8BZR6
71943	Q923U0
815070	A0A178VP20
815070	Q9SJ36
173773	B2MZA9
173773	Q10923
173773	Q95QZ3
173773	Q95QZ4
173772	Q10457
56486	Q9DCD6
836344	C0LGW6
836344	F4K6F3
10179	G3V1T9
10179	J3KPD3
10179	Q9Y580
836347	A0A178UMD3
836347	A0A1P8BGC9
836347	Q9LVB0
836340	Q39189
179638	D6R8W7
179638	G3MU38
179638	Q18785
836343	F4K6F1
812234	Q8IKF3
10171	Q5VZU3
10171	Q9Y2P8
10172	Q9Y2P7
10174	O60504
10175	B2R4P1
10175	O95406
835921	A0A178UM00
835921	Q93Z08
835920	Q9FGT7
192196	E9Q715
192196	Q05CX5
192196	Q3U5L2
192196	Q3UGK2
192196	Q3USM3
192196	Q3UZ17
192196	Q7TNC4
835927	Q9LVN2
835926	A0A178URG7
835926	A8MS49
835926	F4KDJ3
835926	P93025
835929	A0A178UC37
835929	Q9LVN0
947800	P62399
854217	Q08422
363445	A0A0G2K2C7
363445	D3ZC84
255027	Q2QL34
830499	A0A178US27
830499	A0A178UUD3
830499	A0A1P8BC50
830499	A0A1P8BC62
830499	F4K2C1
830499	F4K2C2
830499	F4K2C3
947802	P0A7W7
25485	Q63357
2539198	O74859
353174	Q401N2
2542904	P0CT73
2542904	P0CT74
2539190	O00103
100036849	A1L2H5
2539194	O74995
2539195	P41820
2539196	P87041
45250	Q7K7G0
45250	Q9W555
827351	A0A1P8B738
827351	Q8VYK7
2655062	Q8IC12
2655060	Q8IC15
827354	F4JMH8
2655065	Q8IC05
44129	A1Z9X4
44129	Q8MRA3
44127	Q9U3W6
2655069	Q8IC01
854333	Q12172
854544	P21242
854332	Q12412
854542	P06776
854543	P06103
854540	Q02516
854541	Q08831
854548	Q08844
854549	Q08873
2539442	P18296
106894	G3X9M3
106894	Q6AXF8
106894	Q6NZP6
106894	Q6PEF4
106894	Q8BY57
106894	Q8R168
106894	Q9JJ64
2539440	O59806
2539447	P30776
2539444	O74897
818340	A0A178W165
818340	O80931
2539448	Q9USH6
3712	A0A0A0MT83
3712	P26440
281119	Q24K09
818345	A0A1P8AZS5
818345	A8MQJ8
818346	Q84TI2
108655	A0A0R4J1H9
108655	A0A0R4J282
108655	D3Z6Q3
108655	E2S038
108655	H3BJ24
108655	H3BLF2
108655	P58462
830594	A0A178UC28
830594	F4K5B9
810921	Q8II01
419402	F1NLV4
419402	Q5ZLB5
179510	Q19967
821774	A0A178VJ65
821774	O81148
179516	A0A1E1GUV3
179516	A0A1I6CMA8
79602	Q86V24
41194	E1JIH4
41194	Q961C3
41194	Q9VH75
2541629	Q09689
2541628	Q9HFF5
2539573	O59826
178640	Q07749
178640	Q07750
2541624	O13919
2541627	Q10063
72656	Q80V86
2541621	O14020
2541620	Q09811
178647	H2KZS9
178647	Q965K8
5460	D2IYK3
5460	F2Z381
5460	M1S623
5460	Q01860
54849	Q6ZN54
41197	Q9VH72
5465	F1D8S4
5465	Q07869
5464	Q15181
5464	V9HWB5
5467	A0A024RCW6
5467	F1D8S7
5467	Q03181
830424	A8MSB1
830424	O82132
3565011	A0A0K3ASX2
3565011	A0A0K3AY66
3565011	G5ED84
5468	D2KUA6
5468	E9PFX5
5468	P37231
5468	Q4W448
178063	O45602
837438	O80489
812231	Q8IKF6
175342	G4SNP7
175342	Q9TXR6
3646424	A0A1D8PD55
2539574	Q96WV1
852404	P38265
823975	A0A1I9LQ78
823975	A0A1I9LQ79
2539575	Q9HDT7
246103	A0A286YDW9
246103	Q8R4I1
36615	A0A0B4KFY9
36615	Q03427
36614	A0A0B4KER9
36614	D5SHU8
36614	Q9V730
36617	P91875
79609	Q9H867
36613	Q7JZW0
36612	A0A0B4KFN1
36612	A0A0B4KFX9
36612	A1Z9R6
36612	Q9V727
252554	A0A0B4JDB7
252554	Q9VCR6
252554	W8PHN8
360937	D4AC16
79608	A0A0S2Z607
79608	A0A0S2Z6D3
79608	B7Z3Z0
79608	D3DQU6
79608	Q7Z5B4
36619	P19018
164592	Q8IYX3
829789	O65521
280993	F1N2M5
242687	Q8BH43
254863	Q8N2U0
852403	P38264
852402	P38263
41199	Q9VH70
41199	T2FFH5
398612	A0A1L8F8T6
398612	Q7T2V3
829785	Q5FV35
5224	P15259
221477	A0A024RCY0
221477	Q6UWU4
221477	Q96LN2
284695	A0A0A0MRN4
284695	Q5BKZ1
284697	Q5XKL5
643836	Q8NB50
40336	Q7KTX7
29911	Q96ED9
83718	Q9Z0W7
40332	Q9VP77
40331	Q9VP78
29915	Q9Y5Z7
83714	Q9BQI9
83716	A0A140VK80
83716	Q9H0B8
417554	F1P2P9
417554	Q5ZMT0
40339	Q8IPT9
40339	Q8IPU0
40339	Q9VP68
818837	A0A178VW35
818837	Q9SLC3
118788	Q6ZUJ8
118788	Q86YV3
818830	A0A178VQN9
818830	Q9SLD0
289231	B3DM90
289231	Q8CGU6
818839	A0A1P8B300
818839	A0A1P8B302
818839	F4IN23
175966	P27639
175967	Q20933
175964	H2KZX2
175964	Q8MQ17
175962	G5EG86
195814	B3KT84
195814	G3V145
195814	Q8N3Y7
175142	O62389
175142	U4PC05
175142	U4PMG4
8288	P11678
8289	O14497
819122	A0A178W0Q8
819122	A0A1P8B1Q1
819122	Q9SHC8
318868	Q8T970
318868	X2J713
318868	X2JD93
123263	Q96DP5
819125	A0A178VZA0
819125	Q8S926
819124	A0A178VMD3
819124	B7ZWR8
819124	Q7XJM8
318867	Q960W0
827999	F4JI72
171044	P30936
171046	P21677
171046	Q68G29
171041	A0A140TAB3
171041	P37285
100009298	P62139
100009296	Q28735
819313	A0A178W181
819313	E1A7R2
819313	O24410
163882	Q6PJW8
1487325	G9I261
1487325	P89462
222584	Q5T0W9
1497091	Q9QJ12
827993	A0A178V173
827993	Q9ZR02
827991	A0A178UVN5
827991	P55826
101565	Q7TSH4
827990	O23090
444129	Q6GPB6
51076	Q9NTM9
7559	P17014
228866	P59114
228866	Q542C3
7553	B4DWJ4
7553	E9PIH3
7553	F5H290
7553	P17097
7552	Q6PK66
7552	Q9Y462
7551	B3KRP4
7551	P17036
7551	Q86U76
7556	P21506
7556	Q9UG14
7555	A0A0S2Z4K2
7555	A0A0S2Z4Q3
7555	P62633
7554	B3KS94
7554	P17098
19339	P63011
19339	Q0PD63
19338	O35963
19338	Q0PD21
838757	A0A178W9D5
838757	A0A1P8AWJ6
838757	Q681X9
838757	Q9LPK4
835100	A0A178UG35
835100	Q8LEB7
835105	A0A178UKK4
835105	A0A1P8BFJ3
835105	F4K8Y4
835105	Q1ECD0
835105	Q9M643
835104	A0A1P8BFG5
835104	Q9FK35
19330	P35293
19330	Q0PD38
842484	Q8LE47
19334	P35285
19334	Q0PD34
2543245	Q10254
100137649	A9ULY7
2541173	O94328
318246	L0MLM5
318246	Q8SX35
2543244	O14211
93759	Q3UNI1
93759	Q3USJ2
93759	Q3USY7
93759	Q53Z05
93759	Q923E4
2543247	Q9UUH1
100137645	A0A1L8HNE6
100137645	A9ULY1
13885	H3BKH6
13885	Q9R0P3
64837	Q9H0B6
64834	Q9BW60
840128	A0A178W5Q1
840128	Q9LQM3
64838	Q9H6D8
64839	Q9UF56
79822	B4DXL2
57633	A8K6Q2
57633	Q6UXK5
513895	P02584
79919	A0A024R4C0
79919	B3KU29
79919	Q08AI8
2543531	Q9UUG2
497865	D3Z8R4
5715297	A8HQ74
2542654	O42882
46194	H5V864
46194	M9ND28
46194	M9NDX8
46194	M9NEY3
46194	M9NEY5
46194	M9NFI2
46194	M9NFI9
46194	Q9W003
46194	X2JC06
119559	Q6P4A7
158584	B2C6G4
158584	Q6GMR7
158586	P98169
840123	Q9C613
500006	D3ZZB2
43017	Q9VBX2
43016	Q960D3
43016	Q9VBX3
43015	Q9VBX5
312937	Q66H62
43012	Q9VBX7
834850	A0A178UGC2
834850	Q9FI39
843536	A0A178WFL7
843536	A0A1P8AV27
843536	A0A1P8AV34
843536	Q84MZ4
2224	A0A087X090
2224	P14324
843534	Q9C7G6
2222	A0A1W2PQ47
2222	B4DND3
2222	B4DWP0
2222	B7Z9R8
2222	P37268
2222	Q6IAX1
2220	Q15485
43018	Q9VBX1
1	P04217
1	V9HWD8
5925	A0A024RDV3
5925	P06400
5926	A0A024R657
5926	A0A024R680
5926	A0A024R6A2
5926	P29374
5926	Q05CG0
5927	P29375
5920	Q9UL19
5921	P20936
5921	Q59GK3
830160	Q9SMQ6
5923	A8K270
5923	Q13972
5923	Q8IUU5
191220	Q965Z4
5928	Q09028
5929	A0A024R9B5
5929	B4DLF8
5929	Q15291
830169	A0A178V0P3
830169	Q940J1
190576	Q9GRV4
55003	A0A0S2Z5C3
55003	Q9NWT1
832453	Q9LKF9
832455	A0A178UBD6
832455	Q9FF90
832459	Q9FF86
414149	Q8N6N7
51070	A0A075B6F9
51070	Q9Y314
835337	Q9LTF7
290823	B5DEH2
55007	A0A024R4V3
55007	Q9NWS6
55005	A0A087WXU0
55005	Q9NWS8
3565860	Q19584
3565860	Q9U3I6
235320	Q3UQ17
235323	Q5I043
11651	P31750
11656	A2AFM0
11656	A2AFM1
11656	P08680
11657	P07724
11657	Q546G4
17760	Q7TSJ2
17762	P10637
17762	Q3UH19
17762	Q547J4
17762	Q8C5K4
17764	Q07243
17764	Q8BSY2
17765	Q02395
444007	Q6GPY2
228715	Q3V460
187889	Q22035
60685	A0A024RD12
60685	E2QRF5
60685	Q9H8U3
60684	Q7Z392
64306	P61354
64307	P83732
60681	A0A024R1W3
60681	Q658U4
60681	Q8NAG5
60681	Q96AY3
64301	O35876
64302	P50878
64303	P62963
2541736	Q8TFG1
60324	B1VKB4
60324	Q9Z327
821431	A0A178V4Q5
821431	Q9LJ68
42766	Q9VCM3
2542101	O13711
42764	Q9VCM6
42761	G3M3A2
42761	Q06559
826833	A0A178UUD1
826833	Q9STI6
300147	M0RAP5
20450	O35696
45757	O62621
380386	A0A1L8F516
380386	P47904
218490	Q3UJR8
218490	Q64152
380382	Q7ZTM2
828782	A0A178UUB7
828782	Q9SZ15
841353	A0A178W4J8
841353	Q9XI98
113115	Q6P444
850638	Q12373
850639	P23201
841591	A0A178WCC0
841591	O80397
36461	A0A0B4KEQ0
36461	Q24318
841596	A0A178WJ56
841596	B3H5V4
841596	Q949Y0
4825	P78426
841594	A0A178WBC1
841594	A0A1P8AUA0
841594	F4I9M3
841594	Q38821
850630	Q07825
850631	Q07824
850632	Q07821
850633	P31539
850635	Q12370
850636	P10592
850637	Q12164
78244	E9Q8D0
115703	A1A5D2
115703	O14559
113510	Q8TDG4
830032	Q9T0I5
819898	Q9SFU2
12304	A0A0R4J0Z1
12304	P08003
828520	F4JQ55
828520	Q9STX5
176084	A0A0K3ARF3
176084	A0A0K3ARS2
176084	A0A0K3AS01
176084	A0A0K3AUA6
176084	A0A0K3AUY6
176084	A0A0K3AX41
176084	A0A0K3AXB1
176084	P34611
12300	O88602
12300	Q3ZB20
176087	P34599
176089	P34669
2542735	Q9UTA2
186373	Q20866
2540235	Q9UST2
2540234	P01129
2540236	Q9UST5
2540231	Q9UST1
2540230	O74370
179256	Q22886
2540232	Q9UST4
3355010	Q7PLS8
3355013	E1JGX2
3355013	P32865
2540239	Q96WV9
2540238	Q9UST6
3355016	A0A0B4KEQ9
3355016	Q8MSF5
10233	A8K8K2
10233	Q53EV4
10232	Q13421
10231	B2R612
10231	Q14206
53420	Q9R0N5
10237	D3DTX1
10237	P78383
10236	B4DMB1
10236	B4DMD1
10236	B4DT28
10236	O43390
10236	Q0VGD6
10236	Q6MZS5
10235	B3KV60
10235	Q7LDG7
53424	Q9QZE7
10239	A0A024RC62
10239	P59780
10238	P61962
51337	B4DWJ7
51337	Q8WUY1
49855	Q9BY12
49854	Q5H9S0
49854	Q9ULJ3
49856	Q9P2S5
396422	F1NYY0
396422	P12003
176558	Q9U2C5
126567	Q8TF44
112464	Q969G5
128674	A8K1T0
128674	Q8NFJ6
176554	Q9NAH6
66914	Q8BMZ7
66914	Q9D1C8
187677	D0VWM7
187677	Q21808
827017	A0A1P8B6G1
827017	Q3EA41
827017	Q9SDN0
827015	A0A1P8B683
827015	F4JTT4
827015	F4JTT5
827012	Q9SVN5
50216	A1ZAJ6
92421	Q96CF2
187679	Q21813
827019	A0A178UU67
827019	A8MRQ4
827019	A8MSB9
827019	F4JTU2
827019	Q9SVM8
160140	A0A024R3C9
160140	Q8NCR3
311670	Q5BJQ6
158800	Q8NHV9
79192	P78414
815823	F4IV99
158809	Q8N7X4
495836	A0A1L8F7C7
495836	Q5RJW5
495833	Q5RJW9
851273	P22209
851272	P27616
851271	P27637
2541547	Q9UTK4
2541540	Q9UTQ7
851276	D6VPM8
851275	P39545
851274	P27636
728116	Q8NAP8
851279	P39547
728113	B4DTF2
653145,728113	P13928
728113	Q5VT79
830084	A0A178V4J4
830084	A0A178V5N5
830084	F4JVC5
830084	Q9T034
319876	B1AZ15
319876	Q3UMF0
34425	Q9VKW1
34426	Q05856
34427	O76767
34420	P15357
34420	Q8IGR0
34421	Q9VKW5
34422	E1JHE1
34422	Q9VKW4
34423	Q9VKW3
844222	A0A178WJI0
844222	Q9ZVA4
91734	Q9BXS1
810819	Q8IIA2
34428	Q9VKV9
34429	Q9VKV8
844224	A0A178WFI9
844224	A0A1P8ARI0
844224	A0A2H1ZEG2
844224	Q94A97
446443	A0A1L8HQL1
446443	Q6AZV7
843943	Q9SGS2
186442	O45593
92285	Q52M93
77485	Q99MW1
92283	B4DRP8
92283	Q8TAF7
197335	Q96KV7
844252	A0A1P8AV99
844252	F4IDI6
32862	Q9VWR0
55063	Q9H0M4
32861	Q9VWR1
32866	Q9VWQ6
55064	Q8N4H0
32865	Q8IQX5
32865	Q9VWQ7
55069	A0A024RDK7
55069	Q9NWD8
55068	A0A024RDT8
55068	A0A024RDX6
55068	Q8TC92
181539	G5EGS7
286753	Q8IXB3
189700	Q9XX42
189703	O62427
189703	Q2HQM3
175688	Q09281
27127	Q8NDV3
189707	Q9XX25
3361358	Q92375
12335	A4QPE6
12335	Q0VGP9
12335	Q64691
35488	Q7JZ62
55276	Q96G03
107831	Q3UHD1
35486	Q7KJA9
35480	Q7K2V1
35480	Q8SX87
35483	Q8I8U7
3361540	Q8TFI0
74682	Q8BND3
23834	A0A0R4J145
23834	O89033
93487	Q8NDC0
34822	Q9V3U0
3885964	C6KSN1
27107	O95625
27107	Q59H97
27106	A0A024R7K1
27106	Q8TBH0
27103	A2AUM0
27103	Q9QZ05
181289	Q21038
27101	A0A024R904
27101	Q9HB71
40246	Q9VPH0
181284	Q22631
34824	Q9V392
181280	P53588
27109	Q99766
60490	H3BQB0
60490	H3BRQ0
60490	H3BSE3
60490	H3BU63
60490	Q96CD2
64132	B4DT06
64132	Q9H1B5
839343	Q9ZVN6
216565	Q69ZW3
60493	Q7L8L6
853653	P07149
853652	P34234
853651	P08432
853650	P34233
64137	Q9H172
853659	P36032
853658	P35995
55684	H0Y4Z8
55684	Q3YEC7
55687	O75648
55687	Q2PPL4
55687	Q2PPL5
32285	Q7KV26
32285	Q9VYE6
32285	Q9VYE7
32282	M9PHQ4
32282	Q9VYE9
32282	X2JF51
55680	Q5GIA6
55680	Q8WXA3
55683	Q9P2N6
55689	Q9ULM3
32288	Q9VYE3
374986	B4DK63
374986	B7ZLZ8
374986	F8W7S1
374986	Q8NAN2
2542163	O14018
2542162	P36618
2542161	O13961
2542160	O14280
2542167	Q10483
152098	Q504Y3
2542165	Q9P7H2
2542164	Q9UTH5
2542169	O14009
2542168	O13776
57683	N0DVB2
57683	N0DVX5
57683	Q9HCK1
812261	Q8IKC7
836100	A0A178UF71
836100	A0A1P8BAM1
836100	Q9FJF5
57680	Q9HCK8
57687	A8K288
57687	Q9HCJ6
836107	A0A178W5N5
836107	B9DI04
836107	P42798
39959	M9MS20
39959	Q9VVI4
39958	B7Z067
39958	B7Z068
39958	M9PFK2
39958	M9PFY9
39958	Q8IQR5
39958	Q9VVI3
39957	C6TP77
39957	Q9VVI2
39956	Q9VVI1
57689	Q4JIV9
57689	Q4JIW0
57689	Q9HCJ2
39954	Q9VVH9
39953	Q9VVH8
39951	Q9VVH6
39950	Q9VVH5
3644572	A0A1D8PCP7
90321	Q5HY98
32139	Q9VYT7
32135	Q8MRI4
32137	Q9VYT9
32131	Q9VYU5
32132	A4V4C1
32132	M9NDU6
32132	M9NGA3
32132	M9PHA6
32132	P08182
32133	F3YDH0
32133	P29844
816575	A0A178VUX3
816575	Q9SIL6
816576	A0A1P8B0F7
816576	Q9SIL5
57589	Q4ADV7
397798	Q9PVV4
23207	Q5VVD7
23207	Q8IWE5
816579	A0A1P8B320
816579	F4IVF9
816579	Q9SIV3
816578	A0A178VWR5
816578	Q9SIL3
26276	A0A0S2Z577
26276	B7Z1N4
26276	F5H008
26276	Q9H267
26277	B4DFJ1
26277	Q9BSI4
26275	A0A140VJL0
26275	Q6NVY1
26272	B3KNA0
26272	D6RAJ6
26272	Q9UKT5
26273	Q49AF1
26273	Q9UK99
26270	Q9NRD1
26271	Q9UKT4
56086	Q3T9S3
56086	Q9EQU5
56084	Q9JJ50
56085	Q3TN93
56085	Q8R317
56082	B1WBR1
26278	Q9NZJ4
176481	Q8I100
100817253	H2D4C3
176482	Q9XX18
835591	F4K1X9
835591	Q9SE95
54443	A0A024RA49
54443	A8K5D9
54443	Q9NQW6
57357	Q9WUP4
854384	P39683
854385	P22139
854386	P32266
854387	P18851
854380	Q08622
854381	P39744
854382	P22276
854383	P29461
854388	Q99314
854389	Q12282
2542787	O14304
2542786	O13727
79977	B4DL28
79977	Q6ISB3
2542782	O14069
2542781	P32747
84027	A0A0G2JSH4
84027	A0A0G2KB98
84027	P18266
84026	Q5M9H7
79979	A0A024RCF5
79979	Q96GJ1
2542789	Q9UTI8
2542788	O13734
2147	P00734
2146	A0A090N8E9
2146	Q15910
2146	S4S3R8
2145	A0A0A0MSY9
2145	Q92800
34496	Q9VKP5
4978	A8K0Y0
4978	B2CZX3
4978	B7ZLQ0
4978	Q14982
2140	Q99504
4974	P23515
4975	P47874
4976	E5KLJ9
4976	E5KLK0
4976	O60313
209354	Q3UZR8
209354	Q99LC8
2149	A0A024RAP7
2149	P25116
4973	A0A024RAU0
4973	P78380
15572	A2A9R6
15572	A2A9R8
15572	A2A9S0
15572	A2A9S3
15572	Q61701
15572	Q80XH9
15572	Q8BVA9
15572	Q9CXQ0
820899	A0A178VNY9
820899	Q9LK74
820898	A0A1I9LMH6
820898	Q8LAL2
102555453	B2RYU2
102555453	P23358
820893	O04311
820892	A0A1I9LLA7
820892	O04312
820891	A0A178VEL7
820891	O04313
820890	O04314
820896	O04308
820895	A0A1I9LQM9
820895	O04309
3276	Q99873
3275	A0A0S2Z3N3
3275	P55345
3273	P04196
3270	P23327
219103	Q569L8
281120	A0A140T8D0
281120	P06526
14051	A0A1W2P721
14051	Q8BY78
14051	Q9Z191
14050	P97480
14050	Q3TP96
14050	Q6P4T3
14057	Q99JR1
14056	Q3TZH6
14056	Q571L5
14056	Q61188
14056	Q6AXH7
14055	A0A0R4J1C0
14055	P70351
106052	Q8CHQ0
222643	H8YHX0
222643	Q8IV45
446493	A0A1L8GZL0
446493	Q6AZU3
2540875	Q9USQ9
55270	Q9NV35
70767	Q922U1
70762	A0A0A6YX33
70762	Q6PGN3
688590	A0A0G2JVF1
688590	Q3B7K9
33338	Q9VQ26
855359	P41818
38701	A0A0S0WGW8
38701	A0A0S0WNZ2
38701	P52302
38703,38702	C0HL64
38703,38702	C0HL65
38707	P91939
363930	Q8K5B0
38708	P92181
2541885	Q10297
56199	Q9JI39
30573	O57521
34858	Q9V3Q1
172884	E2JL03
172884	E2JL04
34857	Q9VJR9
34856	Q9V3K5
172881	Q9XVS2
172882	Q9XVS0
40131	Q9VW13
855350	P50101
40133	Q9VW15
850369	P25371
40135	M9PFX7
40135	Q8MYU6
40135	Q9VW17
