yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CEADC	Entry
40551	Q9VN12
11190	Q9BV73
819293	A0A178VQA0
819293	Q0WW73
819293	Q9ZT63
819292	A0A1P8B243
819292	A0A1P8B286
819292	F4IJA1
819292	Q56XM1
819292	Q8L500
819295	A0A178VZ38
819295	Q8LCA1
40559	Q9VN21
40558	B9A0N7
43221	Q4V5R2
54721	E9QJS1
54721	Q9R117
178863	H2KYX0
178863	O16271
178864	O16273
361365	Q5EB90
178867	G5EBV6
313173	M0R9L2
313173	Q08406
690366	D3ZKC8
43223	A0A0B4KH68
43223	B7Z0Q8
43223	Q8IMR0
43223	Q8IMR1
837211	A0A178WH32
837211	F4HNW0
837211	F4HNW2
837211	Q8L774
837210	A0A178WCB5
837210	Q9LMJ4
2539750	O60106
14470	Q9Z0S9
14473	P21614
18641	P12382
18641	Q8CD98
813868	Q8ID94
837218	Q9LMK0
291877	B4F764
291877	Q4KM65
43227	Q9VBB3
843641	Q9C5P4
31574	A8JUZ7
31574	Q9W406
31574	X2JCS0
31574	X2JIM3
31577	Q9W403
31576	Q9W404
31571	Q9W410
13844	P54763
811598	Q8IM76
31572	Q9W409
692296	Q1JPU4
692296	Q5SP48
5740294	A8QHX1
5740294	E8Z4Z5
5740294	E8Z4Z6
5740294	Q5BIB8
31579	Q9W401
32860	A8JUP8
230674	A2A8L9
230674	Q8BW72
834549	A0A178U9U7
834549	A0A1P8BA31
834549	P31582
230676	A2A9C3
55062	B4DX63
55062	G5EA37
55062	Q5MNZ9
834542	Q8GZ89
834543	Q9FHE4
834545	A0A178UGU4
834545	A0A1P8BAP1
834545	Q8L746
201633	Q495A1
38367	Q9VZV5
38365	Q9VZV8
38364	Q7KV84
38364	Q8I939
38364	Q8I940
38364	Q9VZV9
38363	Q8I941
38362	Q9VZW1
84464	Q8IY92
5612	A0A140VJQ7
5612	O43422
5613	A0A024RBU5
5613	P51817
5610	P19525
5610	Q8IW76
5611	A8KA82
5611	Q13217
5617	P01236
5617	Q5I0G2
5617	Q5THQ0
38369	A8JNJ2
38369	Q7KV83
38369	Q8IRE7
38369	Q95RR8
38369	Q9I7T8
38369	Q9VZV3
830754	Q93VT6
57730	Q8N2N9
843646	A0A178W401
843646	A0A1P8AMI1
843646	Q9S7T1
213773	Q8C4J7
368	O95255
834892	Q9ASS4
834893	Q67ZB3
830756	Q9FNN2
834896	A0A1P8BHG9
834896	A0A1P8BHH2
834896	A0A1P8BHI4
834896	Q9FH75
52055	A0A0N4SW73
52055	Q6ZQ33
52055	Q8R361
834895	Q9LV72
3646950	A0A1D8PMA5
4668	A0A024R1Q5
4668	P17050
5740746	Q6IHY5
11568	Q640N1
11569	Q9Z248
85379	Q9BY89
11564	P54822
11565	P28650
11565	Q3UBP0
11567	O88398
11567	Q3TBC5
838791	A0A178WNQ9
838791	A0A1P8AQM3
838791	F4HZQ7
90523	Q5VWP3
838792	Q8RWM6
4669	A0A140VJE4
4669	P54802
35505	Q7K5M0
819740	Q9SUJ1
379850	A0A1L8GBZ4
379850	Q7ZXZ0
819749	A0A178V9X2
819749	C0SVA0
819749	Q9M9L6
27419	O88325
201097	P15865
229055	E9Q8X5
229055	Q8BNK5
850686	P54861
842116	F4I566
842116	Q8GYP8
812025	Q8IL07
812024	Q8IL08
842112	A0A178WAJ6
842112	Q9FXB0
842113	F4I562
838503	A0A1P8AT80
838503	F4IE21
231103	A0A0J9YUI8
231103	Q91X44
173177	F5GUG6
173177	F5GUG7
173177	F5GUG8
173177	F5GUG9
173177	F5GUH0
173177	F5GUH1
173177	F5GUH2
838504	Q84QC2
72565	A0A0R4J0S7
72565	A0A1L1SVG0
72565	Q8CGB3
173174	G5EGN6
173171	Q564Q1
39017	Q9V3E5
39014	Q9XYU0
73916	B2RQZ0
73916	Q8BXG3
39012	Q9VSQ7
39013	Q24114
39013	Q53XG2
39010	Q9VSQ5
838507	Q9LMA2
177662	G5ECA0
39018	A4V1P2
39018	Q9VSR3
191448	Q09620
54624	Q8K2T8
72047	Q810A7
258	Q546D7
258	Q9NP70
259	P02760
120379	Q8WWB5
250	B2R7C7
250	P05187
251	P10696
824477	Q93ZG7
12039	Q3U3J1
4665	Q15742
831217	A0A178UG44
831217	Q9FNA1
831215	Q9FNA2
245806	Q8N8G2
512891	Q3SYT7
822062	P33543
12034	O35129
12034	Q3V235
35485	A0A0B4KEC3
35485	A1Z6E6
35485	Q0E9P4
35485	Q7K3G5
159371	B7ZKP0
159371	Q2M3R5
832494	A0A178UAZ2
832494	A0A178UCT8
832494	A0A1P8BDI3
832494	A0A1P8BDK7
832494	M5BF43
832494	O81223
832496	F4KFS7
832497	Q9FNF2
832497	W8QN76
832490	A0A178UBQ0
832490	Q8GW37
367171	A0A0G2JW88
367171	Q5M7W5
3371331	P93301
219854	A2RU14
176048	Q19209
176045	H2KZP2
176045	H2KZP3
176045	Q95ZV9
176047	Q19207
176040	H2KY88
176040	Q8MQ22
176041	G5EEE6
176041	H2KZP1
45467	A0A0B4K620
45467	A0A0B4K699
45467	A0A0B4K6S8
45467	A0A0B4KF88
45467	A4V2F2
45467	B7Z0T3
45467	B7Z0T6
45467	Q0KIB9
45467	Q4ABH3
45467	Q7KNC5
45467	Q7KTR7
45467	Q7KTR8
45467	Q8IPN6
45467	Q8IPN7
45467	Q8IPN8
45467	Q8IPN9
45467	Q8MSQ5
45467	Q9VNA1
45467	Q9VNA2
45460	Q9VUC7
829618	A0A178V6Q6
829618	Q8VWF1
829619	A0A178UZT1
829619	Q42262
829616	A0A1P8B8L3
829616	P53799
818503	A0A178VV42
818503	O80963
829614	A0A178UZA3
829614	O65686
829613	O65685
829611	A0A178UVA0
829611	O65683
90480	Q8TAE8
828764	A0A178V0S1
828764	Q8LEM7
90488	Q8WUH6
824050	Q9M2Z4
824056	A0A178VEU4
824056	Q9SMT3
69190	Q8CHY3
69191	D3Z6P0
49893	A1Z6G4
49893	E3CTS2
49892	B7YZT2
49895	Q7KWG9
49895	Q7KWH0
49895	Q9W5Y4
820732	A0A178VD44
820732	B9DFB4
820732	Q8LPR5
827502	A0A178UYA9
827502	O23620
820731	A8MQK3
820731	Q9LKA3
827505	A0A178V3T8
827505	Q0WNW7
827505	Q9SWH4
36445	Q9V6K3
11487	O35598
11487	Q6NZC0
735221	A0A1L8H0H1
735221	Q32NK0
735226	Q32NG7
735224	A0A1L8GAS3
735224	Q32NI3
817636	A0A178VP05
817636	O80852
190314	U4PER8
190314	U4PMC3
190314	U4PRM5
24232	M0RBF1
24232	P01026
844713	P0CC32
80119	Q9H611
60560	A8K874
60560	Q5VZE5
10761	Q9HBJ0
162699	Q8NG57
10763	P48681
10763	Q9H6U9
10762	A0A024R4X7
10762	B4E2D3
10762	Q9UKX7
10765	Q9UGL1
812678	O96173
10767	D9YZV0
10767	Q9Y450
10766	Q14106
10769	A0A024QZV1
10769	A0A087WUH9
10769	Q9NYY3
10768	A0A024R0A8
10768	O43865
14866	P48774
3354988	N1NVF4
3354988	Q9W5Q2
948461	P27306
14862	A2AE89
14862	P10649
842030	A0A178WRD0
842030	Q682I1
14860	P24472
821946	A0A178VEK5
821946	F4J462
821946	Q9LUG1
3354987	Q8MS37
246756	D3ZZC5
246757	Q8K430
246755	F1LN49
66397	Q0VGU0
66397	Q9CQC9
80111	Q3SXR2
27102	A0A024QZU1
27102	Q9BQI3
13070	Q9QZ82
820573	A0A178V5T3
820573	F4JDF6
820573	Q93WE4
179298	Q17460
175538	Q09996
821947	F4J464
821947	Q8L7Y8
80117	Q8N4G2
179296	Q17458
179297	Q17459
175533	Q09252
175532	A0A131MBI1
175532	A0A131MBQ1
175532	A0A131MD51
175532	Q09463
362672	F1LT49
255520	Q8IZ81
54198	Q78ZM0
54196	G3UWS5
54196	Q8CCS6
54197	O35445
285175	Q8N2C7
285172	B3KUG1
285172	Q8IXS8
2542228	Q9P6P3
20271	A0A0R4J1M7
20271	K3W4N7
20271	Q8C3I3
20271	Q9JJV9
20273	A0A0J9YUW5
20273	A0A0R5RP22
20273	F6U329
20273	F7D6J5
20273	F7D6K4
20273	Q9WTU3
20274	B1AYL0
20274	E9PW82
20274	Q62205
20276	Q3USG4
20276	Q61180
20277	A2RS45
20277	Q9WU38
20278	Q9WU39
14919	P52785
495706	Q5U225
2540189	Q10205
2540188	Q9UUF4
10181	A0A024R2U6
10181	P52756
10180	A8K6Q4
10180	E9PGM9
10180	P78332
2540182	O60120
2540181	O59683
2540180	P0CT66
2540180	P0CT67
2540187	O94334
10188	B3KXJ4
10188	C9J1X3
10188	Q07912
2540185	Q9P6R6
2540184	Q9URV0
2541856	O42860
828258	Q84JR3
2541854	Q92344
29748	P63100
40948	Q9VHX1
40949	Q9VHX0
2541850	Q10368
2541851	O14470
40945	A0A0B4K6B9
40945	A0A0B4KFB0
40945	A0A0B4KFG1
40945	A0A0B4KGF1
40945	B7Z0V2
40945	D6W4L3
40945	Q9VHX5
40946	Q9VHX4
828252	Q8GUK4
40940	A0A0B4KFS4
40940	A0A0B4KGR7
40940	A0A0B4LGS9
40940	P23023
40941	A0A0B4KFA6
40941	Q9VHX9
40942	A0A0B4KFT1
40942	E1JJ83
40942	Q23971
828256	A0A178V5K5
828256	Q9SVS8
821942	A0A178VDC5
821942	Q9LUG5
1159	P12532
1158	B2R892
1158	P06732
826364	P46639
1155	Q99426
1154	Q9NSE2
1153	D6W5Y5
1153	K7EPM4
1153	K7EQR7
1153	Q14011
1153	Q53XX5
1152	A0A0S2Z471
1152	G3V4N7
1152	P12277
1152	V9HWH2
2540455	P21696
2540454	Q9P6S4
59013	O35737
59013	Q3TNG9
59013	Q811L7
59013	Q8C2Q7
179874	Q1HAZ8
179874	Q1HAZ9
179874	Q93763
2540450	O43008
179876	Q93758
179877	Q9NLC2
179878	Q93794
179879	Q93796
2540458	P36626
834067	P57758
819669	A0A178VFF8
819669	Q9MAB2
2541580	O94451
2541581	P36598
2541582	P17871
146542	A0A024QZB6
146542	A0A0S2Z633
146542	P0C7X2
2541584	Q9C1X5
2541585	O13712
2541586	O13967
2541587	O13710
2541588	Q9P3B0
2541589	Q09189
388611	Q6UWJ8
252859	Q9R297
853656	P35994
446264	Q52L34
446260	A0A1L8G8S5
446260	Q69DB9
850532	P22943
12859	Q9D881
12858	P12787
283638	Q9Y4F5
853654	P32895
252855	Q4KM71
8522	O60861
8521	Q9NP62
8520	O14929
8527	A0A024R495
8527	Q16760
8526	A1L4Q0
8526	P52429
8525	Q13574
283635	Q8N128
174374	Q20760
843983	A0A178WLH3
843983	Q9C9K7
174371	P49405
843985	A0A178W0X0
843985	Q9C9K5
843988	Q9C9K3
728489	Q5SXM8
174379	A0A146I8J1
174379	Q19869
21411	Q66JM6
21411	Q80U46
21411	Q9EPQ8
81788	B4E0Y5
81788	Q9H093
399026	A0A1L8GD94
399026	Q6P6Z0
10388	Q9BX26
816247	F4INH0
816247	Q940Y3
816246	Q29Q26
245474	Q9ESX5
816244	A0A178VRN5
816244	P43256
816243	F4IMI7
816243	Q93VH9
816242	A0A178VM13
816242	Q8L8N3
189167	Q9UAY0
22658	P23798
816249	O22752
21410	P27889
839499	A0A178WMP2
839499	F4HU44
839499	Q0WMJ8
389058	Q6BEB4
26548	Q9UKP3
26549	Q9R000
2541324	Q9P7X6
2538948	O59760
2541326	Q9P7A0
2541327	Q9P7X5
2541320	O94336
2541322	Q9P7D9
2541323	Q9P789
380283	Q7ZX96
2541328	Q9P7X3
16592	Q05816
16592	Q497I3
842010	Q9ZWC8
46000	P54631
46000	X2JB15
3077465	F5HIL1
3077465	Q6SW55
55681	A0A0U1RQQ9
55681	Q6P3W7
267004	Q8N328
820688	A0A178VLB6
820688	Q9LUD4
80707	Q91WL8
65208	Q9JHU0
65209	Q9JJ79
80704	Q9BZV2
65201	Q9JK25
812249	Q8IKD8
65204	Q08290
44642	A0A126GV30
44642	Q9VAS9
16598	Q3V293
16598	Q60843
843324	Q9CAS1
270076	A0A0A0MQ68
270076	Q60759
270076	Q8BVD4
843323	Q8RX77
843320	A0A178WD18
843320	Q9CAR7
843321	A0A178W7G0
843321	Q8H157
2655286	Q8IAW0
843329	A0A178W2H8
843329	Q9CAS6
54422	P63157
54422	Q8BJ04
840981	Q8W234
80709	Q64FY1
80709	Q7Z591
840987	O23657
165631	B7ZL48
165631	C9J7L3
165631	Q460N3
7166	P17752
2639	A0A024R7F9
2639	Q92947
818929	F4IR26
818929	Q1PEU9
3640727	A0A1D8PE85
32243	Q9VYI2
32240	Q8IR76
32240	Q9VYI5
32241	Q9VYI4
32246	Q9VYH9
55644	Q9NPF4
32244	Q9VYI1
32245	E1NZB4
32245	Q9VYI0
220047	Q8IWF9
104252	Q8JZX9
220042	B4DMA1
220042	Q8IXT1
6201	P62081
2542743	O14237
2542741	O13733
2542740	O14302
2542747	O13726
173496	A9D649
173496	H2KYJ0
2542745	Q9UTI0
2542744	Q9P3A7
2542749	P41410
2542748	O13729
42579	Q9VD65
25387	P29066
817195	A0A1P8AZK1
817195	A0A1P8AZL4
817195	O48721
2181	A0A024R497
2181	O95573
817197	O48723
2187	A0A024RBW1
2187	Q8NB91
2186	Q12830
2185	Q14289
2184	P16930
2189	O15287
2189	Q53XM5
2188	A3KME0
2188	Q9NPI8
817198	A0A178VMR8
817198	O48724
25388	P29067
15436	P10628
3771915	A1Z933
57649	C9J9G2
57649	Q96QT6
57648	Q9P206
57647	Q8IY37
57646	B4E3L3
57646	Q96RU2
57645	A0A024R8Y1
57645	B4DF62
57645	Q9P215
57644	A7E2Y1
57643	Q9P217
57642	Q9P218
6209	K7ELC2
6209	P62841
6903	Q15814
403580	O18840
15433	P70217
850344	P25559
64551	A2VCW8
64551	F1LMC7
64551	Q9WVC0
15430	P28359
380451	P55861
42577	A0A0B4KGI8
42577	A0A0B4KH41
42577	Q8IN16
52163	Q3UY68
52163	Q91YS8
12427	Q61456
64559	Q9QZG1
850346	P25555
2539557	O74942
2540874	O74393
850340	P25384
855197	Q12674
855194	Q03818
340719	Q8WY41
140710	O94964
140710	X6R3R3
2542226	P04910
810978	Q8IHU4
15438	P28357
424172	E1C4Y2
179637	P25807
832663	A0A178U994
832663	Q9XGZ3
15439	Q3UBS3
15439	Q61646
855198	Q03824
810975	Q8IHU7
199777	Q68DY1
2720	B7Z6Q5
2720	P16278
2729	E1CEI4
2729	P48506
2729	Q14TF0
419966	A0A1L1RKT0
297930	Q4V8H7
179631	G5EDF6
829645	Q9SW42
9745	O15090
9746	Q9BQT9
16398	Q62469
9747	B4DST7
9747	Q9Y4C2
829123	A0A178UTC5
829123	Q9SZV3
113791	A0A024R1M3
113791	Q96FE7
9741	Q15012
9741	Q6IBP4
9742	Q96RY7
2540848	O60062
2540849	O13326
2540846	O94361
2540847	P40382
380423	Q7ZX92
853926	P23500
2540842	O60055
2540843	Q9USS1
380427	Q7ZX79
2540841	O60143
841247	O04714
836101	Q9FJF4
9779	B9A6K1
9779	Q92609
9778	A5YKK5
9778	Q92628
841246	A0A178W2Q7
841246	A0A1P8AMC0
841246	Q94C40
9775	A0A024R8W0
9775	P38919
9774	E9PK91
9774	Q9NYF8
9777	A0A024QYR3
9777	A0A0C4DFM1
9777	B4DH88
9777	Q92544
855195	Q03823
9771	A8MQ07
9771	Q5JPD2
9771	Q92565
9770	P50749
9772	A0A024R8S6
9772	B7Z9U5
9772	C9JL75
9772	Q12767
37363	Q9W2Q5
37360	A0A0B4KEV9
37360	A0A0B4LH15
37360	A8DYK1
37360	Q9W2Q7
3642616	A0A1D8PN42
37366	Q9W2Q2
57685	A0A0A0MQY7
57685	Q5VU97
37364	A0A0B4LFU7
37364	A0A0B4LFZ2
37364	A0A0B4LG13
37364	A0A0B4LG58
37364	A0A0B4LH19
37364	P56672
37368	C8VV69
37368	P53501
810354	Q8IJJ9
810352	Q8IJK1
9749	O75167
380684	P19246
380684	Q80TQ3
39955	Q9VVI0
836602	Q1ECH9
836602	Q93WU9
836109	Q9FJE8
146845	Q8N1V2
146849	Q96M95
822106	F4J8X6
822106	Q8VYJ4
822105	Q9LSG3
822105	W8PVC6
292148	Q1JU68
71986	Q9CWT6
31065	Q9W5A9
17156	P39098
810363	Q8IJJ1
171114	A0A0G2JSU4
171114	A0A0G2JSV0
171114	Q8VBU2
333789	F8VQG7
333789	Q69ZK1
2539132	O94587
50804	A0A024R5Q6
50804	Q9P2K5
2745709	P82629
68328	D3YUS4
68328	Q9DD03
414530	A0A1L8HTH1
414530	Q6NU36
178322	D3YT78
178322	E1B6W0
178322	Q2EEN1
178322	Q9XUE3
2745706	Q1PE85
619279	Q6ZNC4
811758	Q8ILR7
811759	Q8ILR6
814509	O97318
811755	Q8ILS0
403935	Q29471
811757	Q8ILR8
811751	Q8ILS4
73242	Q8K341
37986	Q0E8W1
37986	Q8MMC6
37986	Q9W0Y5
37987	A0A0B4LGI9
37987	H0RNI8
37987	H9XQA9
37987	Q8MMC4
851468	P22007
37985	A0A0B4KEZ8
37985	A0A0B4KFI2
37985	Q9W0Y6
37982	Q7KVF3
342667	D0IN09
342667	Q6ZMT1
37981	A0A0B4K7I8
37981	A0A0B4K814
37981	A0A0B4K887
37981	A0A0B4K8B5
37981	A0A0B4KFH8
37981	A0A0B4KG05
37981	A0A0B4KGE9
37981	Q9W0Y8
851462	P33775
851460	Q12368
851461	Q12377
851466	P38985
851467	Q12229
37988	A0A0B4K890
37988	A0A0B4LGN9
37988	A0A1B2AJZ7
37988	Q9W0Y2
37989	Q2PE12
37989	Q9W0Y1
3029	H3BPQ4
3029	Q16775
3028	A0A0S2Z410
3028	Q99714
5720184	A8J014
445571,220869	A0A0A6YYH9
220869	O60748
445571,220869	Q5JTY5
220869	Q5RIA9
220869	Q5RIB0
445571,220869	Q5RIB3
220869	Q5RIB5
220869	Q6NVZ8
220869	Q9H2J8
3024	Q02539
11443	P09690
815456	A0A178W2C4
815456	Q9SK22
3021,3020	B2R4P9
3021,3020	P84243
55094	Q9BRR8
67526	Q9CQY1
3952	A4D0Y8
3952	P41159
229504	A0A0R4J0R3
229504	Q3U1G5
91181	Q5VU65
446168	Q6DRK2
31009	P49630
31009	X2JC35
33938	M9PCC6
33938	Q9VMA0
31004	Q0KHX7
31004	Q9W5E8
31004	X2J9Z8
31004	X2JHS3
4194	A0A024R990
4194	A0A087WTR9
4194	A0A087WUE3
4194	A0A087WZ58
4194	O15151
4194	Q59FS6
4194	Q68DC0
31006	O77259
31006	Q7YZA5
31001	M9PGB8
31001	O76896
31000	M9NFP7
31000	P16914
31003	P22808
31003	Q0KHX8
31002	M9NDH5
31002	M9NE22
31002	M9NEM2
31002	M9NFQ0
31002	M9NGF6
31002	P14599
825458	A0A178VKB0
825458	Q9LZI2
285335	Q4G0N8
55092	A0A024QZ97
55092	Q9BSA0
55092	Q9NW97
147719	A8K8E0
147719	Q6UWN0
375484	B4DRM7
375484	F6R0L0
375484	Q8NDZ2
375484	R9TJD7
825454	A0A178VCL7
825454	Q9LZI6
825455	Q8H1D4
837553	A0A178W2D8
837553	F4I2R3
54393	Q9WV18
33675	Q9VR24
33675	X2J8L7
34189	M9PCE8
34189	Q9VLJ6
644186	A1L190
33676	Q9VR25
34183	H0RNN8
34183	Q9VLK2
34182	Q9VLK3
115294	A0A024R7U8
115294	B7Z927
115294	F5H1M8
115294	Q96MG8
34180	Q8T4E7
34187	M9PCK7
34187	Q9VLJ8
34186	Q9VLJ9
115290	Q96EF6
34184	Q9VLK1
2538822	O74475
2538821	Q09878
35279	Q9VIQ8
2538827	Q9Y7U0
2538826	O74489
2538825	O74922
2538824	O94586
338372	A0A1Y7VKX4
338372	Q3U1V8
35270	Q9VIR7
2538828	O59759
338376	Q86WN2
35277	M9PBE4
35277	M9PBE5
35277	M9PD86
35277	M9PDS2
35277	M9PDS6
35277	M9PGA0
35277	Q9VIQ9
35277	Q9VIR0
330149	D3Z4R1
330149	Q8CA92
855484	P53584
23248	Q5VT52
181830	Q17443
23244	G1UI16
23244	Q29RF7
136306	Q8N434
23246	Q14137
812226	Q8IKG1
23240	A2VDJ0
23240	B3KU55
23241	Q86VP3
23241	Q8N7J0
23242	O75128
23243	A0A024R2G8
23243	O15084
855394	P17260
30977	Q9V3G9
855396	P42840
30975	M9NE19
30975	M9NEL5
30975	M9PG44
30975	M9PGB3
30975	M9PGI0
30975	Q24312
30972	Q9W5H1
30973	P39205
855392	P42837
30971	M9PGH7
30971	Q95RU8
34745	Q9VJZ6
2916	O15303
855398	P42833
855399	P42841
816908	A0A1P8AZ70
816908	Q94KL5
2871398	A0A1U8QKV0
2871398	G5EB59
5740505	Q0IGY0
5740505	X2JJX6
34747	Q9VJZ4
3646522	A0A1D8PMH1
527565	F1N6G5
3772232	Q8INK2
3772232	Q8INK3
3772232	Q9VGM2
177467	Q17746
177461	Q304E5
177461	Q9TZQ3
177460	Q8WQG9
177462	G5EBG0
829209	Q84N34
100327257	Q29532
64156	P62986
64156	Q6P7R7
100126191	G3V6H0
389541	A0A087WT92
389541	A0A087WV46
389541	Q0VGL1
221037	B7ZLC8
221037	Q15652
72512	Q3TBT3
140290	Q8TDR4
221061	B3KMX9
221061	Q5VUB5
221061	Q9Y438
286053	A0A024R9J6
286053	E5RFJ1
286053	Q96MF7
72519	Q9CZX7
17254	A0A0U1RPK4
17254	P10852
6758	O60225
6759	O60224
6752	P30874
6753	P32745
6750	P61278
6751	P30872
6751	Q86SW9
326601	Q5E9F8
6757	Q16385
6757	R9QTR3
6754	P31391
6755	P35346
10308	Q14586
852289	P38211
852288	P18900
839208	A0A178W140
839208	Q9SEL5
852283	P04912
852282	P35194
839206	A0A178W6H0
839206	F4HPA5
839206	Q8VZL7
852280	Q12490
852287	P35196
852286	P35172
852285	P35195
852284	P02294
32725	Q86B47
32725	X2JKW3
32724	M9PHX7
32724	Q24255
407759	A7M776
407759	Q6IG08
32726	Q86B46
32726	Q9VX51
32721	O61604
32721	Q8IQZ7
32721	Q8IQZ8
32723	M9PHF0
32723	Q24256
32722	Q9VX56
842724	Q9SH69
101185	Q91WC1
32729	E1JJN5
32729	M9PEZ9
32729	M9PHU0
32729	Q9VX48
32728	Q9VX49
396103	F6MF48
396102	Q98931
100337574	Q91993
189448	O62404
66000	B3KT64
66000	Q6UXF1
196074	A6NJ78
2542424	Q9UTG3
43831	Q9V492
43830	Q7KQM8
43830	Q9V493
43833	L0MPR7
43833	Q9V490
43832	H9XVP3
43832	Q0KIF1
43832	Q9V491
43835	D1YSG4
43835	Q1RKX1
43836	L0MLQ9
43836	Q8IH18
43839	A8DZ29
43839	O61380
43838	C5WLT4
43838	L0MPZ9
43838	P91685
43838	X2JBI2
42991	Q9VBZ9
378848	Q7SZD3
7730	A0A0A6YYI6
7730	Q13360
85385	F1LN14
85385	G3V8S2
85385	Q5M824
313757	A0A0G2K628
11108	A0A024RBM7
11108	B3KPI0
11108	Q9UKN5
37502	Q9W2B1
625249	O70325
625249	Q76LV0
852869	P33199
852868	P32767
184715	Q19618
852866	P53193
852865	P43639
852864	P53192
2539055	Q9USM4
852862	P39007
852861	P53191
130951	B3KX03
130951	Q8TC57
856159	Q12262
856158	Q12049
853557,856156	P0CX25
853557,856156	P0CX26
856155	Q12221
856154	P38431
856153	Q12199
856152	Q12284
2655323	Q8IAN8
21908	Q9QX99
850444	P25372
360933	Q7TQ71
38547	B7Z0B5
38547	M9PEB0
38547	Q8SXX8
246595	Q8MLV3
246596	A0A0B4LG59
246596	E2QCK0
246596	Q961C9
5079	C0KTE5
5079	C0KTF5
5079	E7EQT0
5079	E7ERK2
5079	E7ERW5
5079	E7ES87
5079	Q02548
38543	A8JNK7
38543	M9NFM7
38543	Q8IRB4
38543	Q9VZC7
2655326	Q8IAN1
38541	M9PEM1
38541	Q9VZC9
38540	Q95RQ1
854421	Q08673
5073	B3KN69
5073	O95453
854423	Q08683
5071	O60260
5071	X5DR79
854425	Q08686
5077	A0A024R470
5077	P23760
5074	Q96IZ0
38548	Q9VZC0
419528	E1C5R3
70110	Q9D8C4
839972	A0A178WNP1
839972	A0A1P8ANI7
839972	Q9FYH5
315691	G3V881
315691	Q562A6
839970	Q6NQ80
839976	P0C2G2
353188	Q8K410
315696	D4A3X7
439996	Q5T764
353189	Q6ZQN7
362477	B1H233
57315	Q9Z0H1
362479	Q4KLL0
689890	D4A9L2
837534	Q29QC1
837534	Q56YE8
837536	A0A1P8ATS1
837536	O80592
837530	Q9FE59
837531	F4I2N7
837531	Q8W4B5
837532	A8MRZ8
837532	Q8RXV4
79974	A4D0V7
79974	Q9H6Q5
33094	Q9VRF3
33096	Q9VRF5
822567	A0A178VJ87
822567	Q9LVP2
33090	Q9VRE9
2542785	O13722
33093	Q9VRF2
172236	G5EC36
172234	P91457
172233	G5EF96
55544	Q9H0Z9
172231	P91454
818086	A0A178VVE6
818086	Q944A9
400569	I3L3E8
400569	Q9P086
829717	O81796
811907	Q8ILC0
421698	A0A1I7Q419
421698	P84175
172238	O76371
22139	P07309
22139	Q5M9K1
22138	E9Q8N1
22138	Q3TZL3
22138	Q3UT48
22138	Q8BUC9
22138	Q8BUJ0
22138	Q8BUJ6
22138	Q8BUX4
22138	Q8C139
380444	Q7ZTK4
3083	D6RAR4
3083	Q04756
353187	Q4VAB7
353187	Q60674
353187	Q8C598
353187	Q8C6J1
820242	A0A178V772
820242	Q9SG79
36118	A0A126GUM1
36118	A1Z8A4
36118	A1Z8A6
36118	A4UZC9
36118	Q0E9C8
36118	Q7K0T7
146439	A1A5D9
365894	D3ZUK4
365894	D3ZUM5
44207	Q9VF27
146433	A0A024QZ87
146433	Q6ZMJ4
36110	Q7JVK6
36111	Q7K2L7
146434	Q96LX8
84527	A0A024R7B5
84527	A0A0A0MTS4
84527	A0A0A0MTT2
84527	B3KPL8
84527	B4DP29
84527	Q3LIC1
84527	Q9BR84
84524	Q8N5P1
84525	Q9BPY8
842601	Q0WT83
842601	Q9LQ07
84520	Q9BXV9
33541	Q8MRL3
300850	A9UMW1
300850	P14942
84528	Q9BQY4
84529	H3BS01
84529	Q9Y2V0
41529	Q9VG73
41528	Q9VG74
84021	B1WBQ1
84021	O08724
379075	A0A1L8FGU1
379075	Q8AVU2
41520	Q9VG82
84020	Q9Z0N7
41524	A0A0B4K6G3
41524	Q9VG78
39636	Q9VUK0
39637	Q9VUK1
39630	Q9VUJ3
39630	Q9VUJ6
813116	C0H4G8
2541799	Q09675
945637	P0AA39
33252	Q9VPT2
17059	E9Q3U6
17059	G3UZI0
17059	P27814
734626	Q4QQP4
209357	Q3UZB8
209357	Q8VD76
41883	A0A0B4LH64
41883	Q8SWR8
820866	Q9LU25
174173	P91437
820864	A0A178VM86
820864	Q8LPL2
174176	H2KZ24
174176	H2KZ25
174176	H2KZ26
174176	Q8IG43
174174	Q95ZK7
856422	P38764
7145	A1L0S7
7145	B2RU35
7145	B7Z6H8
7145	E9PF55
7145	E9PGF5
7145	H0Y4U1
7145	Q0VG54
7145	Q0VG55
7145	Q59G71
7145	Q86VB0
7145	Q9HBL0
51385	A0A024R2U0
51385	Q86UQ0
174179	Q19056
7140	H9KVA2
7140	P45378
851437	Q07540
7142	Q05952
7142	Q4VB56
7143	A1L306
7143	Q92752
18747	P05132
18746	P52480
856420	P17423
18742	O35160
89927	A0A024QZI8
89927	Q96MC5
18740	P70314
18740	Q3UQH0
2543474	Q9P4X1
851431	P25694
395767	O93257
175667	Q18223
37648	A0A0B4KFG3
37648	Q9W1W8
18749	P68181
856426	P38766
30014	Q9NS26
8050	O00330
30011	B7Z6E8
30011	Q5JPT6
30011	Q96B97
856425	Q00772
30012	O43711
259501	A5JYQ9
259501	Q21826
856424	P38765
394412	Q5EAU4
2543475	Q9URX6
51574	Q4G0J3
44978	M9PGL7
44978	Q9U4L6
7498	P47989
