yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CECA5	Entry
825317	Q9S757
17428	O08789
38828	Q9VS66
38829	Q9VS67
281719	P02510
281719	V6F832
217232	A2A6Q5
217232	Q3TTW1
217232	Q8BYJ1
38824	M9PEE1
38824	P91638
38824	Q7KU82
38824	Q9VS62
17420	P51949
38820	M9MRQ6
38820	M9MRR7
38820	M9MSK4
38820	Q9NFP5
38821	M9MRW4
38821	Q9VS59
17425	P42128
38823	Q9VS60
826640	A0A178V0D1
826640	A8MQP6
826640	Q0WWN5
826640	Q9SZY1
217893	A0A1Y7VLZ7
217893	E9Q7E9
217893	Q3V3Q7
829175	A0A178UW81
829175	Q8VYT3
90381	Q7Z2Z1
816640	Q9S836
362339	Q6QDP7
80297	E9PX29
80297	E9PZC2
80297	Q8VIE5
80298	A0A024RBL7
80298	Q49AM1
829173	A0A178UY72
829173	Q8LEC2
362332	A0A0H2UHR7
362332	D3ZHA0
5848745	P0C5R9
147007	Q8N511
818404	A0A178VPR5
818404	O80450
817996	A0A178VYI2
817996	O80783
246709	Q8K443
175548	G5EBK0
175549	G5EEQ8
838452	A0A178W4H4
838452	Q84MC7
20133	P07742
175545	P39745
175546	Q09565
175547	G5EEZ4
175541	A0FLQ8
175541	G5EE07
175541	V6CLI2
175542	G5EEW7
175542	M1ZJT7
175542	Q86G94
824601	A0A178VHZ2
824601	P35632
219931	Q59G56
219931	Q8NHX9
828118	Q9ZSH7
828111	A0A178USS0
828111	Q8LPI5
64180	A0A140VK16
64180	Q9H4B8
84309	B2RD96
84309	Q9BRJ7
84309	W4VSQ8
139741	Q8TDG2
827550	A0A068FPX2
827550	Q0WVX5
827555	A0A1P8B8U1
827555	Q38849
41046	Q9VHM0
826609	P48732
41044	B5RIV2
41044	Q0KIA2
41045	A0A126BEE6
41045	Q9I7K6
41042	Q9VHM3
41040	Q9VHM5
41041	Q9VHM4
826601	A0A178USP7
826601	Q9S7A3
826602	Q8GW25
826605	Q9SN29
826607	A0A178V3I2
826607	Q9SN27
84302	A0A024R188
84302	Q9BRR3
2540158	Q9Y819
2540159	Q09748
2539722	O60107
2540154	O42929
2540155	O94370
2540156	P78965
2540150	O14329
84300	Q9BRT2
2540152	Q09744
2540153	Q9Y800
10402	A0A087WXB8
10402	Q9Y274
29719	Q68G21
84301	Q5TDH0
44496	Q7KUA4
44497	Q9V477
2655457	Q8IBB9
29710	O88420
29711	P35738
44498	Q9U4F3
159163	Q15415
29715	M0R3V7
29715	Q01728
84307	Q8NF99
54251	G3V633
54250	P13109
14815	E9PUR6
14815	E9PYV1
14814	Q03391
11865	A0A1B0GS77
11865	Q3UHZ2
11865	Q9WTL8
14812	G3X9V4
14812	Q01097
14811	P35436
14810	A2AI14
14810	A2AI16
14810	A2AI17
14810	A2AI19
14810	A2AI20
14810	A2AI21
14810	P35438
163590	A0A024R957
163590	Q8NFQ8
163590	Q9H496
179823	P34682
179822	Q9XVM6
2542607	Q09709
2540485	O43034
2540482	P87155
179826	O01301
2540480	Q9Y7K6
179824	Q9NH52
179829	P91988
2655451	Q8IBD4
3646489	Q59QC7
2540489	P87145
811269	Q8I5I9
2655080	C0H4P2
2655085	Q8IBJ7
174638	Q17958
2655088	Q8IBJ3
178191	P55163
178192	A0A061ADZ9
178192	D4PH99
178192	Q19220
1690	O43405
728318	A8MXZ3
3637905	Q5AFA2
29856	Q921U8
29855	Q9NPG3
243867	Q8BG80
243862	Q810J1
2541689	O13965
2541688	Q09823
2541683	Q09797
2541682	Q10099
2541681	O13709
2541680	Q9UUI4
399092	Q8AW91
2541686	Q09856
2541685	Q9US36
2541684	Q09798
416114	Q5ZIP0
216965	B2RX66
216965	Q5F2E8
129804	Q53RD9
2539685	O74745
129807	B3KR54
129807	Q3KR05
129807	Q8WWR8
829301	A0A178UXJ2
829301	O81775
2541355	O94267
100009271	P62740
2541357	Q9C0V5
2541356	Q9P791
2541351	Q9P7D5
2541350	Q9P7D7
2541352	P40849
100009279	P27112
192258	P50573
2541359	Q9HDV0
2541358	Q9P7D3
856074	Q03085
83462	B2RYR9
83462	Q9Z336
160760	Q8NI37
1487968	Q69567
842808	A0A178WGM4
842808	Q8GXU4
817887	O22777
207304	F8WIE5
844120	A0A1P8AU56
844120	Q84WU6
5308	Q99697
99633	A0A0G2JDE3
99633	A0A0G2JDF4
99633	A0A0G2JDK6
99633	A0A0G2JFF5
99633	A0A0G2JG66
99633	A0A0G2JGM8
5309	O75364
92815	Q7L7L0
64060	Q63616
387911	B2RNN3
834250	A0A178UJJ3
834250	Q9FIH3
841384	A0A1P8ASD0
841384	F4I3B3
834254	Q5XF81
834255	A0A1P8BCR9
834255	Q9FIG9
843371	A0A178WPK7
843371	Q6NQH1
834259	A0A178UIB6
834259	A8MQG2
834259	Q8L999
843377	Q94CE4
126789	Q8N0Z8
151188	B3KMZ5
151188	Q8N6S5
51373	Q9Y2R5
51372	A0A024R306
51372	Q9Y2S6
51375	B4DP69
51375	E9PNL2
51375	Q9UNH6
51374	Q6UW56
51377	Q9Y5K5
51379	B4DJU5
51379	Q8IUI8
51378	Q9Y264
542425	B8A1C0
542425	Q43266
93145	K7EIS8
93145	O95897
818115	O82290
2542836	Q10270
2538790	Q9USK0
79823	D6W5A4
79823	Q7Z624
818117	F4IKR2
818117	O22622
818117	Q1H575
2542830	P87056
817145	O80992
1062	Q02224
25350	P35248
817141	A0A178W1J8
817141	F4ITK6
817141	O80996
25353	P08721
25359	Q62733
817149	O80988
817148	A0A178VT90
817148	A0A1P8B0M5
817148	F4ITL6
828930	A0A1P8B3K4
828930	Q0WUN1
828930	Q8GUN3
828931	Q9M0J1
2539748	Q10200
828933	Q9M0I9
828934	A0A178UWQ7
828934	F4JKJ1
828934	Q0V807
828934	Q8GZA8
828935	Q9M0I7
828936	Q9M0I6
828938	Q9M0I4
5307	P78337
5307	X5D9A5
41303	Q9VGW0
77781	Q8VEH5
814683	A0A178VNK2
814683	Q9ZVF1
348262	A0A024R8R5
348262	C9JLW8
348262	I3L3A7
348262	I3L4Q0
729438	A6NHX0
289197	D4ADS4
2542838	Q10275
155368	Q8N6F8
811180	Q8I5S4
100687738	E2R947
79828	A8K7U3
79828	B3KW44
79828	B4DLT0
79828	Q9H825
812176	Q8IKL0
2288	Q02790
2289	Q13451
2289	Q2TA84
64508	G3V6I2
64508	P21932
304670	D3ZER6
301285	D4A505
2280	A0A087WTS4
2280	P62942
2280	Q0VDC6
2281	F8W6G9
2281	P68106
215615	E9PYF1
215615	Q8BMH2
215615	Q8VCT3
64506	B4DWY2
64506	Q9BZB8
199221	Q8IYY4
2286	P26885
2286	Q53XJ5
2287	Q00688
11735	G3X971
11735	G5E8K2
11735	G5E8K3
11735	G5E8K5
11735	S4R2K9
842425	O64789
842421	O22719
251645	Q8SYY6
191283	Q23458
842428	Q8GX77
428181	A0A1D5PWM5
428181	P49140
4828	P08949
2056	G9JKG7
2056	P01588
56341	Q59GT2
56341	Q9NR22
4826	Q16517
10907	K7ESL1
10907	P83876
56342	A8MV53
56342	Q9NQ55
10901	Q9BTZ2
10900	Q59EK9
10903	A4FU01
10902	B4DEG9
10902	B4DMS9
10902	B4DN43
10902	B5MCW3
10902	Q9H0E9
56349	Q3USZ7
56349	Q9Z206
56348	O70503
56348	Q0VGQ1
10908	Q8IY17
116838	D9HP81
116838	Q0VF51
116838	Q9EQZ7
2543443	Q10077
388272	Q6PH81
2543441	O13310
2543440	Q10078
2543446	O14185
2543445	O36025
191134	Q23254
2543449	Q9HDY7
114142	P58463
35654	Q7K3M5
16431	Q61500
16430	A0A1S6GWK0
16430	P46978
16430	Q3U573
810492	Q8IJ65
174836	G2HJZ1
174836	G5ECB9
16438	P11881
16438	Q3UVA1
16438	Q8BQN0
16438	Q8C7X9
16438	Q8C8N0
810499	Q8IJ58
2539410	P87242
2703377	G8HBD8
2703377	P10209
396444	P60878
192117	F1LQW8
2703372	F8RG07
2703372	P10205
293684	Q5M9F8
396445	A0A1L1RRF3
396445	E1C906
396445	P11799
81554	Q96I51
11736	Q810B6
2703379	G8HBC3
2703379	P04288
81555	Q969M3
227099	Q8K119
834441	F4K8S9
834441	Q9FFH1
100034361	C0HKD8
100034361	C0HKD9
396440	A0A1D5PJ88
174830	E6N0V9
174830	G5EGB2
174830	G5EGU6
447009	Q6DCK2
152756	Q96MZ4
5836	P06737
4322	P45452
4322	Q53H33
379130	Q8AVG7
836812	Q8GYF5
3641914	Q5A416
7988	A0A090N8N3
7988	B3KQE6
7988	Q9UDV6
84666	Q9BQ08
4326	Q9ULZ9
833868	A0A178UB13
833868	Q3E8L0
187486	Q9XUC9
56965	A0A024R5Z4
56965	Q2NL67
404672	Q6ZYL4
56961	Q96IW2
11258	O75935
11258	X6RLR1
56963	A0A0A0MTQ4
56963	Q96B86
836819	A0A1P8BB20
836819	Q9C5H5
199704	A0A0C4DFY4
199704	Q6P3V2
2752	A8YXX4
2752	P15104
37275	Q7K3M6
3145	P08397
856931	P40098
856933	P39961
856932	P40099
856935	P40101
856934	P40100
856937	P40102
856939	P40104
190661	Q9TXW1
2541950	Q9UTE9
3149	O15347
821320	A0A178VBZ4
821320	Q9SGH8
840001	A0A178W0T5
840001	A0A1P8AVM2
840001	Q8GYJ9
105522	A0A2I3BQ07
105522	Q505D1
65033	G3V7P1
37824	Q95SH0
58844	O88900
835272	A0A178UB81
835272	Q9FJ95
58845	O08836
94160	Q96J65
54561	Q794H2
840115	F4ICM3
840115	M5BF30
840115	Q8RY59
840116	A0A1P8ATH7
840116	A0A1P8ATI2
840116	Q9C616
835277	A0A178URU0
835277	Q9FJ90
837778	A0A178W1Q3
837778	A0A1P8AQ24
837778	B6EUA5
837778	Q8H1Q1
840113	A0A178WL80
840113	A0A1P8AMW1
840113	Q39080
835276	A0A178UA35
835276	Q9FJ91
447331	A0A8M2
419	Q13508
2541956	Q9UTN0
57118	Q5SQQ7
57118	Q8IU85
3059	P14317
3885833	C6KSS4
3054	A6NEM2
3054	P51610
3055	A8K4G3
3055	F6SF04
3055	P08631
3052	A0A024RBY9
3052	P53701
3053	P05546
3053	Q8IVC0
3050	P02008
850696	Q07921
850694	Q07914
850695	Q07915
850692	Q07084
850693	Q07913
850690	Q07904
850691	Q04673
175410	A0A0K3ARE8
175410	A0A0K3ARZ1
175410	A0A0K3AUA1
175410	A0A0K3AUY1
175410	A0A0K3AXA0
175410	Q968Y9
850698	Q07923
181450	G5EET5
67059	Q9CZ30
20649	Q99L88
67057	Q99LW6
69368	E9Q4P1
69368	Q9DAD3
67052	Q9D0F1
839550	A0A178WFU3
839550	Q5XEZ0
147746	A0A140VJL1
147746	Q8NE63
147744	Q8WZ59
825403	A0A178V889
825403	F4IY86
825403	Q8H0V4
825402	A0A178VN00
825402	Q9M1P5
188455	O44761
839552	A0A178W7W7
839552	A0A1P8APX5
839552	P93828
842410	O22729
825404	A0A1I9LLI5
825404	A0A1I9LLI6
825404	Q9LZQ9
109594	A0A140LHX4
109594	A0A140LIB4
109594	Q3UZX1
109594	Q924W9
91283	A0A024R171
91283	Q96H12
109593	E9PWI9
109593	Q8BZL8
91289	Q9BU23
839554	A8MQS6
839554	Q8VZ44
850520	P43572
850521	P43573
850522	P15625
850523	P43574
850524	P43575
850527	P09624
850528	P40204
850529	P43577
132141	Q8N6M8
839557	A0A178W4P7
839557	Q8W4M7
3361556	Q65ZA6
196541	Q5VZV1
64788	H3BVI4
64788	Q96S06
814552	O97303
29057	Q8NDB6
116362	Q96R05
29058	A0A087WTT2
29058	Q96A57
836551	A0A178UCT4
836551	P47924
831282	A0A178UBS2
831282	B3H631
831282	P42732
815209	F4IJA6
815209	Q9SKI4
812255	Q8IKD2
2539412	O94247
36543	A1Z9J4
855347	P40416
34487	P52485
34487	Q541C3
855345	Q04949
855344	Q03579
855343	P00729
855342	P25045
34480	Q9VKQ9
34481	Q9V466
36545	A0A0B4LFA6
36545	Q7K2G1
34488	M9PB96
34488	Q9VKQ3
34489	Q9VKQ2
816959	Q9ZUH0
177419	Q94216
443630	A0A1L8G8X2
443630	Q4V838
828445	A0A178UZW6
828445	A0A1P8B3B6
828445	O81742
177415	P90740
177415	V6CK03
816951	A0A1P8AYX1
816951	Q8RWW1
185870	G5ECW9
185870	Q7K7A5
816957	C0LGK9
816956	A0A178VV71
816956	A0A2H1ZE27
816956	Q9ZUH3
177413	Q17569
31052	O96989
817518	O82387
31050	Q8SYN0
180680	Q18042
288022	Q810U0
180686	H2L0J0
180686	Q95ZP6
31054	A4V3U2
31054	M9MS02
31054	M9NDH9
31054	M9NFQ2
31054	M9PDF8
31054	P12297
31055	Q9W5B4
92482	A8MTZ0
92483	A0A140VJM9
92483	Q9BYZ2
31059	Q9W5B3
55083	B7WPD9
55083	Q2KJY2
3949	A0A024R7D5
3949	P01130
55081	Q9NWB7
55080	Q9BX59
84668	A0A0S2Z6M9
84668	Q9BYI3
55086	Q6NSI4
55084	A7XYQ1
55084	Q24K27
32886	Q9VWN4
32886	X2JFQ1
32886	X2JG10
32887	Q9VWN3
32880	Q9VWP2
3945	P07195
3945	Q5U077
32882	Q9VWP0
6709	A0A0D9SF54
6709	A0A0D9SGF6
6709	Q13813
6708	P02549
34734	Q9V3H0
6700	P35326
34736	Q9VK04
34736	Q9VK06
34736	X2J9M9
34736	X2JDZ6
374383	Q68D85
6704	P22531
34732	A4V0N7
34732	A8DYZ9
34732	A8DZ00
34732	C3KKC6
34732	C6SUY0
34732	E1JHH0
34732	M9ND82
34732	M9PDE7
34732	Q8IP74
34732	Q8IP76
34732	Q9VK08
6706	Q9BYE4
443632	A2VD00
92737	Q8NFT8
201140	A6NNS2
100502766	Q9QWT9
24476	P12969
35289	Q9VIP8
35288	A4V0X0
35288	D3DMK7
35288	O61267
24472	P0DMW0
24472	P0DMW1
151473	Q7RTX9
24471	G3V913
50101	A0A0B4LHX0
50101	A0A0B4LHX8
50101	Q9V9Y7
35282	Q9VIQ5
35281	Q9VIQ6
35280	Q9VIQ7
50105	C0PV00
50105	Q9VPE6
35284	C0PUW4
35284	M9PDT0
35284	Q9VIQ2
55559	Q99871
55558	P51805
32778	Q9VX01
2654930	Q8IBP4
140673	P54921
55553	P35712
32771	P49657
32771	Q9VX06
32771	X2JFM3
32777	Q9Y162
32774	Q9VX05
32775	Q1RL06
32775	Q86B44
32775	Q8IQZ1
32775	Q9VX03
32775	X2JCE7
852584	P38149
852585	P36526
852586	P38353
852587	P38150
852580	P27344
852582	P38351
852583	P38352
22144	P05214
22144	Q5FW91
22145	P68368
22146	P68373
22146	Q52L87
813126	Q8I3F4
852588	P38354
852589	P37302
22142	P68369
51172	Q9UK23
856694	P39994
856695	P38632
856696	P39995
856697	P40975
856690	P39992
856691	P39993
856692	P03962
856693	O74700
856698	P39996
856699	P39997
224116	E9PUF1
224116	Q8BUE7
140679	Q9H598
37583	A0A0B4LGA0
37583	A0A0B4LGC7
37583	Q8SWQ8
37583	Q9W233
111173	F8VPM7
111173	Q99MI1
111173	V9GXF0
111173	V9GXP8
2542181	Q09859
2542180	Q9HDZ7
2539008	O94589
2542182	Q9P373
2542185	Q10102
2542184	P38937
2542187	P87139
281555	Q6B856
2542188	O13798
2539000	Q9Y7N3
2539001	O60082
2539006	Q9P7J4
2539007	Q9USK8
69257	Q3TVH6
69257	Q9JHC9
4379887	Q0E8T7
1902	Q5VZX0
1902	Q92633
853188	Q3E705
147657	B7Z8E1
147657	F8WEZ9
147657	Q8WV37
853183	P51601
853182	P53326
853181	P00958
853187	P53327
853186	P40340
853185	P40325
56912	A0A024R3G9
56912	Q9NQC8
5029	P41231
5028	P47900
38596	Q9VRJ2
38597	M9PBQ8
38597	Q9VRJ3
38597	X2JAP0
38590	Q01819
38590	Q6AWM0
38591	Q9VZ73
843074	A0A178W7M9
843074	A0A1P8ASY0
843074	Q9CAG5
38593	Q9V3D9
5020	P01178
5020	X5D7M6
5023	P51575
98238	Q922Q8
5025	Q99571
38599	Q9VRJ5
246549	Q8SXR4
826753	A0A1P8B3Z3
826753	A0A1P8B3Z5
826753	A0A1P8B3Z6
826753	Q9LDS6
4440	O43347
2542459	Q10150
2542458	Q9P7V4
830883	A0A1P8BBJ6
830883	A0A1P8BBK2
830883	Q9C5L6
443638	A0A1L8ETL6
443638	Q32N90
821879	A0A1I9LPC8
821879	F4J2U7
821879	Q38825
2542453	Q9P7Q2
821877	A0A1I9LQ54
821877	D3K0A7
821877	P49678
821874	A0A178VLC2
821874	Q9XIW0
2542450	Q09686
27206	Q9R0G8
5294	A0A024R720
5294	A8K9G9
5294	P48736
162333	A0A140VKA1
162333	B3KVK0
162333	G3V1Q5
162333	J3KTN9
162333	Q8NA82
337193	Q7SXS7
56920	Q9NS98
36259	Q1WWB7
36258	A0A0B4K7X1
36258	Q6Q7I9
36255	B9ZW35
36251	Q8T8Y5
36250	Q7JUW8
36253	Q8SX38
36252	Q7KN94
73192	A0A1W2P7Q6
128209	Q5JT82
85358	Q9BYB0
85359	Q9BY27
85352	Q3SXP7
37587	Q8WTC1
41281	Q9VGY3
41282	A0A0B4LI27
41282	Q9VGY2
41283	Q9VGY1
41284	Q9VGY0
41286	A0AVU4
41286	P30974
260326	F1LMW3
84081	A0A024QZ33
84081	B7ZL27
84081	Q9H0G5
84080	Q9H0I2
84083	F5GYN7
84083	Q5FWF4
122060	A0A0A0MSS3
122060	B7Z326
122060	Q7L0J2
122060	Q8ND83
84085	Q8TB52
84084	Q9H0N0
48422	D5SHT6
48422	Q9W043
43581	Q8IMJ3
43581	Q8MRN4
20391	P82350
69009	Q8VCZ3
2538758	P36614
2540089	Q9C0V9
444667	Q6GLT9
2538751	O94580
2538750	O94594
2538752	Q9UU88
185410	Q93697
2538757	O74453
185412	Q93700
205564	B2R9F5
205564	Q96HI0
824145	Q9M2X5
42889	A0A0B4KGX1
42889	A0A0B4LHV4
42889	H1UUJ8
42889	Q01989
42888	Q9VCA5
5293	B7ZM44
5293	O00329
42885	A0A0B4K7R1
42885	Q9VCA9
42883	Q9VCB1
42882	A0A0B4KHC8
42882	Q9VCB2
42881	E4NKN6
42881	Q95RV2
42880	Q7K112
42880	Q8IMX0
42880	Q8IMX1
42880	Q9VCB6
203245	A0A024R887
203245	Q69YI7
824141	A0A178VGG9
824141	Q9M2X9
204219	Q8IU89
316575	F1LP64
39647	M9MSL4
39647	M9PCK8
39647	Q960T6
39646	Q9VUL2
39645	Q9VUL1
39645	X2JCY2
83681	B1WBX9
39643	Q9VUK7
5290	P42336
5290	Q4LE51
83688	Q9EQS0
3772082	A0A0B4LHU8
3772082	A8MPH9
3772082	C4JC86
3772082	P21525
39648	M9PFB1
39648	Q9VUL4
314598	D3ZQQ2
836478	Q9FFQ5
298019	D4A739
388403	Q96QA6
25875	F8W1Z2
25875	Q6P1Q0
836470	A0A178UAU0
836470	F4KAQ8
836470	Q9FMV1
836471	Q9FMV0
836476	A0A1P8BGJ8
836476	P42799
74255	Q3UKJ7
2769001	M9PBJ1
2769001	M9PE03
2769001	Q0E8J3
2769001	Q0E8J4
2769001	Q0E8J5
2769001	Q9W053
33028	Q9VR83
18826	Q61233
33024	Q9VR80
33027	Q9V3W6
18822	Q9R0E2
2769008	B7Z0D9
2769008	M9PHS6
2769008	Q0E8G9
33023	E3CTR7
33023	O17452
18821	P61014
831843	Q9LZE4
172829	P90848
172829	Q8T3E1
831847	Q9FNY2
172822	A5Z2U3
172822	O17590
175831	Q09476
175832	Q09477
284076	D3DTW0
284076	Q8N841
172826	G5EDR3
175836	Q09474
172825	P90902
172825	Q95ZS1
7113	O15393
853536	P05375
7111	P28289
7110	A0A024R370
7110	P82094
7110	Q6PII6
7114	A2VCK8
7114	P62328
7114	Q0P5T0
12950	Q9QUP5
820839	A0A1I9LQE4
820839	A0A1I9LQE5
820839	A0A1I9LQE6
820839	Q9LSB4
18795	Q3UPW0
18795	Q9Z1B3
52348	Q3UV99
52348	Q8CHS8
817302	A0A178VQ05
817302	Q9ZNV5
74996	A0A1L1SV73
74996	Q8BY87
18792	P06869
18792	Q0VBA8
838954	A0A1P8AMU9
838954	F4I672
820831	A0A178VJ72
820831	F4J043
820831	Q27GK7
185600	Q20271
399257	P79922
18798	Q91UZ1
25517	P10037
25517	Q6P7Q8
84557	Q9H492
74998	G3UW57
74998	G3XA57
37618	C9QPI9
37618	P20439
37619	Q9W1Z6
313427	F1LSM0
853530	P47118
84550	O54701
37613	Q9W200
12951	A0A0A0MQN6
12951	O54751
12951	Q543C9
817306	A0A178VQU8
817306	Q9ZNT0
37617	P35381
37614	A0A0B4KGC3
37614	Q9W1Z8
37614	Q9W201
1380	P20023
30046	Q9Z2U2
40628	D3PK81
40628	H5V8F3
40628	Q9VN93
66722	Q8K450
40621	Q8T915
40620	A0A0B4KF82
40620	A0A0B4KFK9
40620	A0A0B4KG43
40620	A0A0B4KGI6
40620	Q8IPP3
40620	Q8IPP4
40620	Q9VN82
40623	Q9VN86
40622	A0A0C4DHA5
40622	Q8IPP2
40622	Q9VN84
40624	Q9VN88
40627	Q9VN91
178971	Q19813
114856	Q63683
114856	Q64623
212647	Q8CHT0
226594	Q3UZA1
836062	Q8L7L8
843177	A0A1P8AW66
843177	A0A1P8AW85
843177	Q6S591
811225	Q8I5M9
843174	Q9CA36
811220	Q8I5N4
843170	A0A178W489
843170	Q9M9C6
843178	Q9CA32
2655418	C0H4V6
2655412	Q8IBD3
2655411	C0H4X7
2655415	Q8IB78
208846	Q8BPM0
208846	Q8BTF1
839662	Q8VY77
5568	P22612
5569	A0A024R7Y9
5569	P61925
2768848	A8DYH1
2768848	Q8MS31
5564	A0A024RBN1
5564	Q9Y478
5565	O43741
5566	A0A024R7J0
5566	A8K8B9
5566	P17612
5567	A0A087WVC4
5567	B1APF9
5567	B1APG3
5567	B2RB89
5567	B7ZA00
5567	P22694
89796	Q8NEY1
89797	A7E2D6
89797	Q8IVL1
5562	Q13131
5563	P54646
98403	Q8C0P7
98403	Q8VCL4
98403	Q9CUK0
76299	Q9D1Q6
815406	Q31708
38273	B7Z0I2
38273	Q9W049
817513	A0A1P8B279
817513	O82392
8622	B3KN77
8622	O95263
38274	Q9W048
38277	Q9W045
174873	A3QM99
31314	M9PIY5
31314	Q9W4S3
140570	B2RXS4
31316	Q9W4S1
31310	M9PGK0
31310	Q9W4S7
174874	H8P172
174874	H8P173
174874	Q965H3
174878	Q9XWH5
31319	Q9W4R8
31318	M9PGD7
31318	Q9W4R9
834728	A8MQH7
834728	Q9LUK6
11213	Q9Y616
11211	Q6NSL8
11211	Q9ULW2
11216	A0A0S2Z4Z7
11216	E7EMD6
11216	O43572
11217	Q9Y2D5
11214	A8MYJ1
11214	B0AZU4
11214	Q12802
11215	Q9UKA4
834721	A0A178UU33
834721	Q9FIP7
11218	Q9H4N4
11218	Q9UHI6
11219	Q9BQ50
834724	Q93XM7
834727	C0SVS8
834727	Q9LUK7
830038	Q9T0J1
291006	D3ZHX3
823559	F4J1Y2
823559	Q9M291
814167	Q7JU29
814167	Q8IDX6
19047	P63087
19047	Q6ZWM8
19046	P62141
19045	P62137
830033	Q9T0I6
19043	P36993
19043	Q546R1
19043	Q99NF7
830035	A0A178UXV8
830035	Q9T0I8
830036	A0A178V2T0
830036	Q8L428
830036	Q9T0I9
3645580	A0A1D8PHG7
817515	A0A1P8B2Z7
817515	O82390
225027	Q3THA6
225027	Q8BL97
103213	Q8N7N6
127540	Q8WW32
38545	E8NHB5
38545	P04755
38545	Q9VZC4
127544	Q6ZMZ0
39834	Q9VV61
304470	A0A0G2K5H7
304470	F1LS26
39835	A8JNU1
39835	Q9VV68
136051	Q8N393
69590	Q9D7B7
4899	A0A024R770
4899	A0A024R774
4899	Q16656
828489	A0A178V0R5
828489	Q9T0A4
110253	E9QMQ3
110253	Q99KW3
5816	A0A024R1K9
5816	P20472
66420	Q3V214
66420	Q80UW8
812752	O96245
828481	A0A178UV74
828481	Q9SUP6
828484	Q9T0A0
173065	Q25AR9
173065	Q9XWE1
173064	Q9XWD6
173067	Q9XWD5
146712	A0A024R8X6
146712	I3L232
146712	I3L4B6
146712	Q67FW5
70579	Q3UL31
70579	Q6NZF1
173069	G5EBR7
173069	Q564V5
401190	B4DKB7
401190	Q6MZT1
177994	O45926
4892	A0A0A0MRM2
4892	Q86VF7
843296	A0A178WE06
843296	Q9SEZ1
831472	Q56ZZ7
4891	A0A0X8GKR4
4891	P49281
191735	Q09597
7414	A0A024QZN4
7414	B3KXA2
7414	P18206
7414	V9HWK2
191737	Q17833
191736	B5BM32
191736	Q9XVS7
17313	P19788
4897	B7Z670
4897	C9JYY6
4897	Q14CA1
4897	Q92823
288275	D4A7Q7
42414	A0A0B4LHF9
42414	Q9I7I7
42415	Q9VDN3
42410	Q9VDN6
311332	D3ZHH1
42412	A0A0B4JCZ0
42412	A0A0B4JDD8
42412	A0A0B4JDG2
42412	B7Z0M9
42412	Q7KSB3
42412	Q8IN55
42412	Q8IN56
42412	Q9I7I8
42413	Q29R02
42413	Q9VDN4
16634	Q64329
388407	Q86X59
25880	Q96B77
843299	Q9FWZ1
12748	F8WHX0
12748	O35491
12745	P52194
12747	P22518
401447	Q7RTZ2
64744	A0A087WV97
64744	Q8WU79
64745	A0A0S2Z5L8
64745	Q9H7H0
64746	A0A024R3P9
64746	Q9H3P7
839517	F4HXL3
839517	Q9FWY7
832766	Q9S7H3
832767	B3H507
832767	Q9S9U2
832764	A0A1R7T3K3
832764	Q9S9U3
839513	F4I5N6
832768	O04660
64748	A0A024R7E2
64748	Q96GM1
373984	Q9DEA3
836865	A0A178UQ74
836865	Q9FDW1
396758	I7HJH6
396437	P08629
10678	Q9NY97
836861	A0A1P8BEM5
836861	Q9FGQ7
836860	Q9FE83
9108	B7Z9Q7
9108	B7ZAG8
9108	Q9Y216
7936	A0A1U9X830
7936	P18615
10673	A0A0U5J7Q1
10673	Q9Y275
9107	Q9Y217
10671	O00399
10670	Q7L523
10677	O75366
836868	Q9FN18
10675	A0A087WUT8
10675	B7Z2E0
10675	O95196
9101	A0A024R5S4
9101	A8K8N5
9101	P40818
812874	Q8I487
499688	B0BN47
176116	P34341
176117	P34340
176115	P34342
171838	Q9N2L7
176118	P34346
814093	C0H5C7
836607	A0A178UAA3
836607	Q9LV93
16985	A0A1B0GRF5
16985	A2A6J4
16985	A2A6J7
16985	P19973
37663	Q9W1V2
831071	A0A178UDM9
831071	A0A1P8BAA7
831071	Q84K25
12298	A2ATZ8
12298	Q3TYI5
12298	Q8R0S4
818455	A0A178VRN0
818455	Q9ZVJ4
818457	A0A178VQU4
818457	A0A1P8B1L4
818457	Q9ZVJ6
818458	A0A178W040
818458	Q9SE45
818459	Q8L5Y4
12290	A0A087WS83
12297	D3Z3Z3
12297	P54285
12296	A0A0A7NQN9
12296	C7IVS7
12296	Q32MF3
12296	Q8CC27
12295	A2A542
12295	A2A543
12295	A2A545
12295	Q8R3Z5
2543136	Q9P3V3
20818	P47758
124222	I3L1A2
124222	I3L265
124222	Q8N4S7
124220	G8H6I3
124220	Q96DA0
824105	A2RVS6
2543135	Q9URY9
824109	A0A178VM28
824109	A0A1I9LR04
824109	Q94JX9
830465	A0A178UE54
830465	Q9FFJ8
159119	Q96LI6
20817	A0A0R4J124
20817	O54781
20817	Q8CBI1
121053	Q8N5I9
12257	P50637
820482	A0A178VH69
820482	Q9LE44
820484	A0A1I9LPG3
820484	Q9LE42
827457	P46600
827454	Q1JPM5
832186	A0A178UMM6
832186	A0A1P8BCC8
832186	Q6AWT8
6613	A0A024R8S3
6613	P61956
832185	P94072
855786	P38999
42189	Q9VEA6
6611	P52788
832188	A0A178UL13
832188	Q93VM8
320472	B2KGP3
320472	Q80TL0
6610	O60906
821688	A0A1I9LL69
821688	Q9LIG2
