Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
Q02896,YDC1_YEAST,reviewed,Alkaline ceramidase family,PF05875;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12147,YDL26_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PYE4,YE067_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E7X8,YE077_YEAST,reviewed,"Helicase family, Yeast subtelomeric Y' repeat subfamily",PF00271;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PYE9,YE087_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX66,YE12A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZC3,YE133_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGU4,YE175_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX94,YE190_YEAST,reviewed,UPF0479 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C270,YE38A_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07804,YEH1_YEAST,reviewed,AB hydrolase superfamily,PF04083;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGN8,YG068_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12085,YG11A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53217,YG1I_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53247,YG2E_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53291,YG3U_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53300,YG45_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53151,YGI8_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53144,YGK1_YEAST,reviewed,HDDC2 family,PF13023;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53110,YGP9_YEAST,reviewed,Ornithine cyclodeaminase/mu-crystallin family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53106,YGR5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53069,YGY9_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07074,YH007_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PXE8,YH028_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZI9,YH182_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGT4,YH213_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38799,YHN8_YEAST,reviewed,,PF12430;PF12537;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38829,YHS2_YEAST,reviewed,MIP18 family,PF01883;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04116,YHP1_YEAST,reviewed,,PF00046;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40524,YIF4_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40514,YIG7_YEAST,reviewed,,PF03815;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CL25,YIR4_YEAST,reviewed,UPF0377 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40584,YIW0_YEAST,reviewed,UPF0377 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CT86,YJ107_YEAST,reviewed,,PF17220;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47100,YJ12B_YEAST,reviewed,,PF00665;PF07727;PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGT3,YJ77B_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47157,YJ90_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47181,YJ9S_YEAST,reviewed,PhyH family,PF05721;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47073,YJB5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47028,YJI6_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47020,YJM0_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40898,YJV1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40892,YJV8_YEAST,reviewed,Transferase hexapeptide repeat family,PF14602;PF12464;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36119,YK03_YEAST,reviewed,,PF06221;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5P3,YK145_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P36092,YKE44_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13574,YL255_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E732,YL264_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13541,YL280_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13542,YL282_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q05881,YL287_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06170,YL326_YEAST,reviewed,,PF13430;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGM2,YL347_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZK9,YL458_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13557,YL463_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5P9,YL54B_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38746,YLF2_YEAST,reviewed,"TRAFAC class OBG-HflX-like GTPase superfamily, OBG GTPase family",PF01926;PF06071;,PIRSF006641;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04706,YM11A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E842,YM122_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q6B0X1,YM135_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q6B0X2,YM158_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q6B0R2,YM193_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P32331,YMC1_YEAST,reviewed,Mitochondrial carrier (TC 2.A.29) family,PF00153;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03697,YMD8_YEAST,reviewed,"TPT transporter family, SLC35C subfamily",PF03151;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03629,YMH9_YEAST,reviewed,,PF06172;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47147,YMR1_YEAST,reviewed,"Protein-tyrosine phosphatase family, Non-receptor class myotubularin subfamily",PF06602;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04773,YMW4_YEAST,reviewed,PDCD5 family,PF01984;,PIRSF015730;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04304,YMY0_YEAST,reviewed,UPF0659 family,PF13460;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03161,YMY9_YEAST,reviewed,Glucose-6-phosphate 1-epimerase family,PF01263;,PIRSF016020;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGJ2,YN075_YEAST,reviewed,UPF0377 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12470,YN12A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53831,YN25_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12506,YO314_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08789,YO333_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12484,YO343_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08910,YO387_YEAST,reviewed,VEL1 family,PF10339;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12486,YOR31_YEAST,reviewed,HAD-like hydrolase superfamily,PF13419;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E834,YOS1_YEAST,reviewed,YOS1 family,PF08571;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03983,YD179_YEAST,reviewed,,PF02194;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGR6,YD24A_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P87285,YD355_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P87267,YD417_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03418,YD491_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03051,YD543_YEAST,reviewed,UPF0320 family,PF04318;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PXB9,YD99W_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03904,YDR33_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5M7,YE050_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX95,YE07A_YEAST,reviewed,UPF0479 family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PXJ7,YE107_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PXD5,YE147_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZH1,YE165_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PYF7,YE172_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C0V2,YE18A_YEAST,reviewed,UPF0320 family,PF04318;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39992,YEC3_YEAST,reviewed,,PF09994;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P39989,YEC8_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40076,YEV1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40095,YEY8_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43564,YFD4_YEAST,reviewed,TMCO4 family,PF05277;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43600,YFJ0_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03186,YFL12_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53265,YG2W_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53282,YG3E_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E7Z5,YI002_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PYI5,YI036_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40536,YID2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40523,YIF5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53093,YIP4_YEAST,reviewed,YIP1 family,PF04893;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40448,YIQ3_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40442,YIQ9_YEAST,reviewed,,PF11765;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E743,YJ112_YEAST,reviewed,,PF04892;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47012,YJN5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P46994,YJQ9_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E814,YL006_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07927,YL012_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07988,YL040_YEAST,reviewed,SRP1/TIP1 family,PF00660;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12244,YL054_YEAST,reviewed,,PF00172;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12327,YL124_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CY02,YL15H_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06235,YL162_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13562,YL171_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06251,YL177_YEAST,reviewed,PSP1 family,PF04468;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5P7,YL222_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13550,YL269_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E810,YL342_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E795,YL361_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGR0,YL37A_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06051,YL400_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53729,YN8H_YEAST,reviewed,"SIMIBI class G3E GTPase family, CobW subfamily",PF02492;PF07683;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53748,YN91_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53757,YN9A_YEAST,reviewed,Aldose epimerase family,PF01263;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53888,YNR0_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08216,YO046_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08232,YO073_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5Q9,YO08B_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12496,YO098_YEAST,reviewed,,PF00675;PF05193;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q92392,YO11A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX59,YO12A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q92393,YO12B_YEAST,reviewed,,PF00665;PF07727;PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08300,YO159_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08543,YO170_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08621,YO201_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12439,YO21A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12113,YO21B_YEAST,reviewed,,PF13976;PF00665;PF07727;PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C5R1,YO329_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12182,YO342_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08872,YO366_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08909,YO385_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q08157,YOL19_YEAST,reviewed,,PF06687;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12204,YOR22_YEAST,reviewed,PA-PLA1 family,PF02862;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q02606,YP014_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13521,YP035_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12531,YP015_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E751,YP119_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX58,YP12A_YEAST,reviewed,,PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q06522,YP147_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGQ7,YP159_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12458,YPR1_YEAST,reviewed,Aldo/keto reductase family,PF00248;,PIRSF000097;,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12303,YPS3_YEAST,reviewed,Peptidase A1 family,PF00026;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P47043,ZAP1_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P50111,ZDS1_YEAST,reviewed,,PF08632;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38081,YBQ6_YEAST,reviewed,Glycosyl hydrolase 5 (cellulase A) family,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25575,YCE6_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P25614,YCQ3_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q07435,YD068_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0C2I3,YD15B_YEAST,reviewed,,PF00665;PF07727;PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04923,YD220_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03494,YD22B_YEAST,reviewed,,PF13976;PF00665;PF07727;PF01021;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q03787,YD249_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q8TGP6,YD354_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13523,YD401_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q04100,YD445_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P87261,YD537_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PXI8,YE006_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PYD9,YE018_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P34225,YEL1_YEAST,reviewed,YEL1 family,PF01369;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40028,YEN1_YEAST,reviewed,"XPG/RAD2 endonuclease family, GEN subfamily",PF00867;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P40062,YES7_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZH4,YF052_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43540,YFG4_YEAST,reviewed,,PF11603;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43591,YFH7_YEAST,reviewed,YFH7 family,PF07728;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43599,YFI8_YEAST,reviewed,,PF04389;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43608,YFK5_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P43625,YFM7_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q3E802,YG006_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53185,YG036_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53263,YG2U_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q12173,YG31A_YEAST,reviewed,,PF03732;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53269,YG31_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53274,YG36_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53308,YG4U_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53339,YG61_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53186,YGD4_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53161,YGH2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53155,YGI2_YEAST,reviewed,,PF04424;,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53138,YGK9_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53105,YGS7_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P53103,YGT2_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
O13533,YH049_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CL33,YH054_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
A0A023PZE4,YH165_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P38898,YH17_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
P0CX93,YH21D_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
Q05451,YH50_YEAST,reviewed,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292
