Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
O42886,YBN2_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43015,YBOH_SCHPO,reviewed,SUN family,PF03856;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42948,YBPD_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94542,YCD2_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94549,YCDA_SCHPO,reviewed,UPF0619 family,PF10342;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USN2,YCL3_SCHPO,reviewed,UPF0652 family,PF09418;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q7Z9I3,YCP8_SCHPO,reviewed,Short-chain dehydrogenases/reductases (SDR) family,PF00106;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74545,YCV6_SCHPO,reviewed,,PF12706;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74556,YCZ2_SCHPO,reviewed,Glycosyl hydrolase 76 family,PF03663;,PIRSF016302;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10302,YD49_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10314,YD62_SCHPO,reviewed,IUNH family,PF01156;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14186,YDSB_SCHPO,reviewed,,PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13912,YDW6_SCHPO,reviewed,,PF12697;PF10329;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13709,YDZ1_SCHPO,reviewed,,PF08589;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13968,YE48_SCHPO,reviewed,Peptidase M20A family,PF07687;PF01546;,PIRSF037217;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14162,YE7A_SCHPO,reviewed,Putative lipase ROG1 family,PF05057;,PIRSF005412;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14073,YEA8_SCHPO,reviewed,Peptidase S9B family,PF00930;PF00326;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14080,YEAF_SCHPO,reviewed,,PF07823;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O36029,YEKH_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14033,YEMC_SCHPO,reviewed,,PF05495;,PIRSF017292;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14097,YERE_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13856,YEX2_SCHPO,reviewed,,,PIRSF038169;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13899,YF38_SCHPO,reviewed,CDP-alcohol phosphatidyltransferase class-I family,PF01066;PF13344;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42841,YFH2_SCHPO,reviewed,,PF00149;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14267,YFPC_SCHPO,reviewed,UPF0442 family,PF06738;PF12821;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT43,YFRD_SCHPO,reviewed,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily",PF00122;PF16212;PF16209;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT25,YFY2_SCHPO,reviewed,Acetyltransferase family,PF00583;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9US39,YFZ2_SCHPO,reviewed,,PF00149;,PIRSF017316;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94673,YG75_SCHPO,reviewed,,PF10998;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74780,YGB8_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94562,YGD3_SCHPO,reviewed,Class-III pyridoxal-phosphate-dependent aminotransferase family,PF00202;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94628,YGE9_SCHPO,reviewed,Methyltransferase superfamily,PF08242;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7K9,YGI7_SCHPO,reviewed,,PF00645;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42965,YGMH_SCHPO,reviewed,,PF10559;PF00344;,PIRSF004557;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43018,YGV4_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43025,YGVB_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74332,YH0C_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60169,YHC5_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60154,YHY5_SCHPO,reviewed,,PF12273;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78833,YHZ8_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74814,YJ03_SCHPO,reviewed,UPF0400 (RTT103) family,PF04818;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q12519,YJ87_SCHPO,reviewed,Major facilitator superfamily,PF07690;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74953,YJC7_SCHPO,reviewed,,PF12927;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7K1,YJN4_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7I6,YJNK_SCHPO,reviewed,Short-chain dehydrogenases/reductases (SDR) family,PF00106;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59805,YJV7_SCHPO,reviewed,Amidase family,PF01425;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74992,YJZI_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HDZ0,YK01_SCHPO,reviewed,Ornithine cyclodeaminase/mu-crystallin family,PF02423;,PIRSF001439;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRL6,YKF6_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C0Z8,YKTB_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14116,YKX1_SCHPO,reviewed,,PF08389;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P3U1,YKX5_SCHPO,reviewed,,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7F5,YKY9_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT92,YL47_SCHPO,reviewed,Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family,PF01554;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q8TFG8,YL62_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTA1,YL8J_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C0X7,YLN8_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT12,YLW2_SCHPO,reviewed,Iron/ascorbate-dependent oxidoreductase family,PF13532;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRS4,YN4D_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUF3,YNF3_SCHPO,reviewed,Protein-tyrosine phosphatase family,PF03162;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USZ2,YNR7_SCHPO,reviewed,,PF03810;PF08389;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60148,YNSI_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74388,YNVD_SCHPO,reviewed,,PF00498;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P779,YNYB_SCHPO,reviewed,Sorting nexin family,PF00787;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUE0,YNZC_SCHPO,reviewed,UPF0655 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94274,YORQ_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USY2,YOW4_SCHPO,reviewed,,PF05391;PF00076;PF16842;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P40923,YOX1_SCHPO,reviewed,,PF00046;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q8TFF9,YP23_SCHPO,reviewed,Amidase family,PF01425;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q6MX60,YP42_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
B5BP46,YP52_SCHPO,reviewed,GST superfamily,PF00043;PF02798;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
B5BP47,YP53_SCHPO,reviewed,Major facilitator superfamily,PF07690;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14218,YPI1_SCHPO,reviewed,YPI1 family,PF07491;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13876,YPT4_SCHPO,reviewed,"Small GTPase superfamily, Rab family",PF00071;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94655,YPT7_SCHPO,reviewed,"Small GTPase superfamily, Rab family",PF00071;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7P9,YQ65_SCHPO,reviewed,Nucleoside deoxyribosyltransferase family,PF05014;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q7LL04,YQK1_SCHPO,reviewed,UPF0676 family,PF03171;PF14226;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7S4,YQO5_SCHPO,reviewed,"Major facilitator superfamily, CAR1 family",PF07690;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10260,YD2C_SCHPO,reviewed,,PF10361;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7I3,YD53_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10311,YD58_SCHPO,reviewed,,PF00023;PF12796;PF13606;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10327,YD72_SCHPO,reviewed,,PF14613;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10413,YD88_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92342,YDI4_SCHPO,reviewed,ATZ/TRZ family,PF01979;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14180,YDS4_SCHPO,reviewed,,PF04427;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13909,YDW1_SCHPO,reviewed,,PF08426;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13711,YDZ4_SCHPO,reviewed,,PF17124;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13801,YE04_SCHPO,reviewed,,PF00076;PF00641;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13804,YE07_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13805,YE08_SCHPO,reviewed,Mitochondrial carrier (TC 2.A.29) family,PF00153;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13991,YEG9_SCHPO,reviewed,Gfo/Idh/MocA family,PF01408;PF02894;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
C6Y4B4,YEHU_SCHPO,reviewed,,PF13259;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14244,YELD_SCHPO,reviewed,TMCO4 family,PF05277;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14034,YEMD_SCHPO,reviewed,Gfa family,PF04828;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13789,YEOB_SCHPO,reviewed,SKN1/KRE6 family,PF03935;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14099,YERG_SCHPO,reviewed,,PF05495;PF13639;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14273,YET4_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13706,YEU7_SCHPO,reviewed,,PF00645;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y827,YEX5_SCHPO,reviewed,,PF11815;PF01734;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14041,YEY8_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT14,YF1H_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13779,YF2E_SCHPO,reviewed,CorA metal ion transporter (MIT) (TC 1.A.35) family,PF01544;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13926,YF66_SCHPO,reviewed,UPF0665 family,PF10294;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y801,YFAS1_SCHPO,reviewed,,PF02469;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94440,YFE3_SCHPO,reviewed,,PF08611;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94443,YFE9_SCHPO,reviewed,REXO1/REXO3 family,PF00929;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94450,YFF4_SCHPO,reviewed,UPF0616 family,PF09739;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14269,YFPE_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HDW5,YFW6_SCHPO,reviewed,UPF0644 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6I4,YHG6_SCHPO,reviewed,Glycosyl hydrolase 76 family,PF03663;,PIRSF016302;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USV2,YHH5_SCHPO,reviewed,Aldo/keto reductase family,PF00248;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C0W3,YHI4_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CT95,YHJ5_SCHPO,reviewed,Tellurite-resistance/dicarboxylate transporter (TDT) family,PF03595;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94336,YHM3_SCHPO,reviewed,,PF03031;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USW4,YHZ9_SCHPO,reviewed,,PF13000;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRS8,YI4D_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTD6,YID3_SCHPO,reviewed,Mitochondrial carrier (TC 2.A.29) family,PF00153;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7S1,YIFC_SCHPO,reviewed,Peptidase S1C family,PF12812;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7M4,YIOE_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT85,YIPC_SCHPO,reviewed,,PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9URW3,YIPL_SCHPO,reviewed,Yippee family,PF03226;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT68,YJ53_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74915,YJ74_SCHPO,reviewed,,PF04082;PF00172;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74939,YJB1_SCHPO,reviewed,,PF10382;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74506,YJD3_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7J0,YJNG_SCHPO,reviewed,,PF16093;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C0Y2,YKL1_SCHPO,reviewed,Mam3/map4 family,PF10528;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6M2,YKQ3_SCHPO,reviewed,,PF01871;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTQ4,YL3B_SCHPO,reviewed,,PF01613;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT95,YL44_SCHPO,reviewed,ABC transporter superfamily,PF00005;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTA6,YL8C_SCHPO,reviewed,HAD-like hydrolase superfamily,PF08282;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6K4,YLF7_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C0X5,YLNA_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRL0,YLX9_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CU06,YLZ4_SCHPO,reviewed,UPF0742 family,PF09437;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C1W6,YN59_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74400,YOCE_SCHPO,reviewed,,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7D6,YOFC_SCHPO,reviewed,UPF0303 family,PF03928;,PIRSF008757;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6R3,YOH7_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7J5,YOI9_SCHPO,reviewed,,PF00566;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UU91,YOP1_SCHPO,reviewed,DP1 family,PF03134;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94276,YORS_SCHPO,reviewed,,PF12898;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7K7,YOSH_SCHPO,reviewed,,PF14610;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74793,YOUB_SCHPO,reviewed,,PF03061;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74480,YQJ7_SCHPO,reviewed,,PF00149;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60082,YQK8_SCHPO,reviewed,,PF10358;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7Z4,YGID_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94322,YGK3_SCHPO,reviewed,,PF12766;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94323,YGK5_SCHPO,reviewed,Nucleotide pyrophosphatase/phosphodiesterase family,PF01663;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRS0,YH0H_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94314,YH5A_SCHPO,reviewed,HAD-like hydrolase superfamily,PF08282;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74728,YH93_SCHPO,reviewed,,PF12955;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q7Z9I0,YHA8_SCHPO,reviewed,Major facilitator superfamily,PF07690;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6J5,YHD5_SCHPO,reviewed,Purine-cytosine permease (2.A.39) family,PF02133;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HDV0,YHE5_SCHPO,reviewed,,PF07722;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13619,YHI3_SCHPO,reviewed,,PF03935;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94432,YHKF_SCHPO,reviewed,,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94358,YHOA_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94362,YHOF_SCHPO,reviewed,"TRAFAC class OBG-HflX-like GTPase superfamily, OBG GTPase family",PF01926;PF08438;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7R8,YHV3_SCHPO,reviewed,,PF01369;PF12783;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59731,YHXB_SCHPO,reviewed,DnaJ family,PF00226;PF14308;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRT1,YI4C_SCHPO,reviewed,,PF00172;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
C6Y4B7,YIDS_SCHPO,reviewed,,PF15159;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q8TFH5,YIK9_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9US01,YIRD_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTK9,YIVH_SCHPO,reviewed,Phosphoglycerate mutase family,PF01591;PF00300;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HDT8,YJ51_SCHPO,reviewed,UPF0612 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74917,YJ76_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74923,YJ7D_SCHPO,reviewed,"Major facilitator superfamily, Allantoate permease family",PF07690;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USH5,YJQ5_SCHPO,reviewed,,PF01480;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P3E5,YLZ6_SCHPO,reviewed,UPF0494 family,PF06198;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HGQ0,YM02_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59699,YN42_SCHPO,reviewed,"Major facilitator superfamily, CAR1 family",PF07690;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q96WW3,YNH5_SCHPO,reviewed,UPF0642 family,PF10338;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6S2,YNL5_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60138,YNS7_SCHPO,reviewed,,PF06220;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7M8,YNTB_SCHPO,reviewed,CCR4/nocturin family,PF03372;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P782,YNY8_SCHPO,reviewed,AHA1 family,PF09229;PF08327;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7S0,YQO1_SCHPO,reviewed,UPF0612 family,PF08593;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7S3,YQO4_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
C6Y4D4,YQO9_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10250,YD22_SCHPO,reviewed,,PF00501;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10255,YD27_SCHPO,reviewed,,,PIRSF031032;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10296,YD42_SCHPO,reviewed,,PF14618;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10448,YDEF_SCHPO,reviewed,,PF08615;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92340,YDI2_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87124,YDL8_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14020,YDPH_SCHPO,reviewed,FUN14 family,PF04930;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C117,YDRC_SCHPO,reviewed,,PF12998;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14212,YDT7_SCHPO,reviewed,,PF03105;PF00097;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
